,col,,
1965,0,,
1966,0,,
1967,0,,
1968,0,,
1969,0,,
1970,0,,
1971,0,,
1972,0,,
1973,1.5,,
1974,45,,
1975,234,,
1976,1016.5,,
1977,1700,,
1978,2375,,
1979,2800,,
1980,2795,,
1981,2228,,
1982,1940,,
1983,1355,,
1984,821,,
1985,331.5,,
1986,22,,
1987,17.5,,
1988,0,,
1989,0,,
1990,0,,
1991,0,,
1992,0,,
1993,0,,
1994,0,,
1995,0,,
1996,0,,
1997,4,,
1998,236,,
1999,828.5,,
2000,2237,,
2001,3620,,
2002,5080,,
2003,6028.5,,
2004,6286,,
2005,5690,,
2006,5150,,
2007,4111,,
2008,2933.5,,
2009,1583,,
2010,447.5,,
2011,43.5,,
2012,0,,
2013,0,,
2014,0,,
2015,0,,
2016,0,,
2017,0,,
2018,0,,
2019,0,,
2020,0,,
2021,0,,
2022,11.5,,
2023,508,,
2024,1840,,
2025,3575,,
2026,5475,,
2027,6925,,
2028,6505,,
2029,5205,,
2030,5387.5,,
2031,3640,,
2032,2600,,
2033,1525,,
2034,493,,
2035,13.5,,
2036,4,,
2037,1.5,,
2038,0,,
2039,0,,
2040,0,,
2041,0,,
2042,0,,
2043,0,,
2044,0,,
2045,1.5,,
2046,1.5,,
2047,38,,
2048,258.5,,
2049,817,,
2050,1470,,
2051,2185,,
2052,2660,,
2053,3145,,
2054,2787.5,,
2055,2860,,
2056,2045,,
2057,1142.5,,
2058,408,,
2059,21,,
2060,0.5,,
2061,0,,
2062,0,,
2063,0,,
2064,0,,
2065,0,,
2066,0,,
2067,0,,
2068,0,,
2069,1.5,,
2070,1.5,,
2071,62.5,,
2072,388,,
2073,995,,
2074,1745,,
2075,2565,,
2076,3305,,
2077,4235,,
2078,3741,,
2079,4455,,
2080,3555,,
2081,2390,,
2082,912.5,,
2083,57,,
2084,7,,
2085,4.5,,
2086,0,,
2087,0,,
2088,0,,
2089,0,,
2090,0,,
2091,0,,
2092,0,,
2093,0,,
2094,4,,
2095,420.5,,
2096,1242.5,,
2097,2905,,
2098,3755,,
2099,3920,,
2100,3495,,
2101,3110,,
2102,2934,,
2103,2170,,
2104,1620,,
2105,929,,
2106,367,,
2107,24,,
2108,6,,
2109,0,,
2110,0,,
2111,0,,
2112,0,,
2113,0,,
2114,0,,
2115,0,,
2116,0,,
2117,1.5,,
2118,2,,
2119,237,,
2120,780,,
2121,1785,,
2122,2150,,
2123,2255,,
2124,2400,,
2125,2385,,
2126,2021,,
2127,1640,,
2128,1170,,
2129,672.5,,
2130,215.5,,
2131,11,,
2132,4.5,,
2133,1.5,,
2134,0,,
2135,0,,
2136,0,,
2137,0,,
2138,0,,
2139,0,,
2140,0,,
2141,1,,
2142,2,,
2143,110,,
2144,425.5,,
2145,983,,
2146,1400,,
2147,1730,,
2148,1940,,
2149,1945,,
2150,1789,,
2151,1520,,
2152,1019.5,,
2153,645,,
2154,206,,
2155,11,,
2156,0,,
2157,0,,
2158,0,,
2159,0,,
2160,0,,
2161,0,,
2162,0,,
2163,0,,
2164,0,,
2165,2,,
2166,1,,
2167,282,,
2168,1042.5,,
2169,2225,,
2170,2930,,
2171,3220,,
2172,3150,,
2173,2795,,
2174,2718.5,,
2175,2025,,
2176,1435,,
2177,757.5,,
2178,261,,
2179,13,,
2180,0,,
2181,0,,
2182,0,,
2183,0,,
2184,0,,
2185,0,,
2186,0,,
2187,0,,
2188,1.5,,
2189,0.5,,
2190,2,,
2191,60,,
2192,275,,
2193,725,,
2194,1185,,
2195,1550,,
2196,1770,,
2197,1805,,
2198,1702,,
2199,1350,,
2200,1089,,
2201,740,,
2202,316,,
2203,29,,
2204,1,,
2205,0.5,,
2206,0,,
2207,0,,
2208,0,,
2209,0,,
2210,0,,
2211,0,,
2212,0,,
2213,2,,
2214,4,,
2215,223.5,,
2216,818.5,,
2217,1500,,
2218,2295,,
2219,3290,,
2220,4040,,
2221,4335,,
2222,4434,,
2223,3710,,
2224,2880,,
2225,1715,,
2226,810,,
2227,70.5,,
2228,0.5,,
2229,0.5,,
2230,0,,
2231,0,,
2232,0,,
2233,0,,
2234,0,,
2235,0,,
2236,0,,
2237,4,,
2238,12,,
2239,241.5,,
2240,869.5,,
2241,1870,,
2242,2475,,
2243,3100,,
2244,3125,,
2245,3095,,
2246,2661.5,,
2247,2720,,
2248,1950,,
2249,1180.5,,
2250,504.5,,
2251,147.5,,
2252,50.5,,
2253,0.5,,
2254,0,,
2255,0,,
2256,0,,
2257,0,,
2258,0,,
2259,0,,
2260,0,,
2261,0,,
2262,61,,
2263,805.5,,
2264,2462,,
2265,4503.5,,
2266,6442,,
2267,7922,,
2268,8810,,
2269,8870.5,,
2270,8324,,
2271,7159.5,,
2272,5475.5,,
2273,3486.5,,
2274,1747.5,,
2275,573.5,,
2276,80,,
2277,0,,
2278,0,,
2279,0,,
2280,0,,
2281,0,,
2282,0,,
2283,0,,
2284,0,,
2285,0,,
2286,73,,
2287,597,,
2288,1279.5,,
2289,2739.5,,
2290,4155.5,,
2291,5291,,
2292,5945,,
2293,6020,,
2294,5851,,
2295,4415,,
2296,2960,,
2297,1735,,
2298,742,,
2299,101.5,,
2300,0.5,,
2301,1,,
2302,0,,
2303,0,,
2304,0,,
2305,0,,
2306,0,,
2307,0,,
2308,0,,
2309,0,,
2310,12,,
2311,212.5,,
2312,645.5,,
2313,1089,,
2314,1815,,
2315,2635,,
2316,3040,,
2317,2990,,
2318,3045.5,,
2319,2345,,
2320,1675,,
2321,979,,
2322,447,,
2323,62.5,,
2324,0,,
2325,0,,
2326,0,,
2327,0,,
2328,0,,
2329,0,,
2330,0,,
2331,0,,
2332,0,,
2333,0,,
2334,6,,
2335,186.5,,
2336,556.5,,
2337,1225,,
2338,1935,,
2339,2490,,
2340,2845,,
2341,3070,,
2342,2713,,
2343,2455,,
2344,1960,,
2345,1350,,
2346,768,,
2347,143,,
2348,1,,
2349,0,,
2350,0,,
2351,0,,
2352,0,,
2353,0,,
2354,0,,
2355,0,,
2356,0,,
2357,0,,
2358,10.5,,
2359,285.5,,
2360,819,,
2361,1705,,
2362,2470,,
2363,3090,,
2364,3355,,
2365,3070,,
2366,2367,,
2367,1665,,
2368,1180,,
2369,594.5,,
2370,217.5,,
2371,31,,
2372,6.5,,
2373,2.5,,
2374,0,,
2375,0,,
2376,0,,
2377,0,,
2378,0,,
2379,0,,
2380,0,,
2381,0,,
2382,41.5,,
2383,194.5,,
2384,369.5,,
2385,616.5,,
2386,930.5,,
2387,1235,,
2388,1510,,
2389,1760,,
2390,2187.5,,
2391,1705,,
2392,1460,,
2393,989,,
2394,427,,
2395,55.5,,
2396,1,,
2397,0,,
2398,0,,
2399,0,,
2400,0,,
2401,0,,
2402,0,,
2403,0,,
2404,0,,
2405,0.5,,
2406,6,,
2407,143,,
2408,514.5,,
2409,950.5,,
2410,1395,,
2411,1825,,
2412,2120,,
2413,2240,,
2414,3047,,
2415,1995,,
2416,1510,,
2417,925.5,,
2418,354.5,,
2419,37,,
2420,1,,
2421,0.5,,
2422,0,,
2423,0,,
2424,0,,
2425,0,,
2426,0,,
2427,0,,
2428,0,,
2429,1.5,,
2430,9,,
2431,166.5,,
2432,539.5,,
2433,963.5,,
2434,1410,,
2435,1820,,
2436,2070,,
2437,2125,,
2438,2545.5,,
2439,1655,,
2440,1285,,
2441,708,,
2442,275.5,,
2443,39.5,,
2444,0.5,,
2445,0.5,,
2446,0,,
2447,0,,
2448,0,,
2449,0,,
2450,0,,
2451,0,,
2452,0,,
2453,0.5,,
2454,5.5,,
2455,125,,
2456,448,,
2457,812,,
2458,1195,,
2459,1600,,
2460,1805,,
2461,1880,,
2462,1845,,
2463,1520,,
2464,1210,,
2465,838.5,,
2466,410,,
2467,67.5,,
2468,1.5,,
2469,1,,
2470,0,,
2471,0,,
2472,0,,
2473,0,,
2474,0,,
2475,0,,
2476,0,,
2477,0,,
2478,39,,
2479,565.5,,
2480,1584.5,,
2481,3010,,
2482,4510,,
2483,5635,,
2484,6450,,
2485,6990,,
2486,7012,,
2487,5915,,
2488,4625,,
2489,3035,,
2490,1455,,
2491,277,,
2492,8,,
2493,3,,
2494,0,,
2495,0,,
2496,0,,
2497,0,,
2498,0,,
2499,0,,
2500,0.5,,
2501,0.5,,
2502,62.5,,
2503,451.5,,
2504,922,,
2505,1730,,
2506,2230,,
2507,2975,,
2508,3120,,
2509,3075,,
2510,2870,,
2511,2380,,
2512,1750,,
2513,1240,,
2514,672,,
2515,150.5,,
2516,0,,
2517,2,,
2518,0,,
2519,0,,
2520,0,,
2521,0,,
2522,0,,
2523,0,,
2524,0,,
2525,0,,
2526,112,,
2527,1025,,
2528,2009,,
2529,3770,,
2530,4540,,
2531,4900,,
2532,5295,,
2533,5500,,
2534,6217.5,,
2535,4800,,
2536,3600,,
2537,2235,,
2538,917.5,,
2539,143,,
2540,7,,
2541,4,,
2542,0,,
2543,0,,
2544,0,,
2545,0,,
2546,0,,
2547,0,,
2548,0.5,,
2549,0,,
2550,54.5,,
2551,437.5,,
2552,1100,,
2553,1805,,
2554,2610,,
2555,3225,,
2556,3635,,
2557,3725,,
2558,3607,,
2559,2680,,
2560,1845,,
2561,1143.5,,
2562,556,,
2563,93.5,,
2564,4.5,,
2565,4,,
2566,0,,
2567,0,,
2568,0,,
2569,0,,
2570,0,,
2571,0,,
2572,0,,
2573,0,,
2574,128,,
2575,911.5,,
2576,2245,,
2577,3895,,
2578,5540,,
2579,6895,,
2580,7700,,
2581,8150,,
2582,7706.5,,
2583,6890,,
2584,5260,,
2585,3450,,
2586,1775,,
2587,433,,
2588,12.5,,
2589,9,,
2590,0,,
2591,0,,
2592,0,,
2593,0,,
2594,0,,
2595,0,,
2596,0.5,,
2597,1,,
2598,221,,
2599,1370,,
2600,2591,,
2601,4645,,
2602,6165,,
2603,7550,,
2604,8160,,
2605,8240,,
2606,7752,,
2607,6750,,
2608,5275,,
2609,3545,,
2610,1810,,
2611,452,,
2612,12,,
2613,5.5,,
2614,0,,
2615,0,,
2616,0,,
2617,0,,
2618,0,,
2619,0,,
2620,1,,
2621,1.5,,
2622,183.5,,
2623,1037,,
2624,2300,,
2625,3850,,
2626,5540,,
2627,7115,,
2628,8250,,
2629,8480,,
2630,7886.5,,
2631,6840,,
2632,5345,,
2633,3625,,
2634,1880,,
2635,497.5,,
2636,29.5,,
2637,14,,
2638,0,,
2639,0,,
2640,0,,
2641,0,,
2642,0,,
2643,0,,
2644,0.5,,
2645,1,,
2646,217,,
2647,1225,,
2648,2424,,
2649,4285,,
2650,5505,,
2651,6380,,
2652,6590,,
2653,6375,,
2654,6115,,
2655,4940,,
2656,3850,,
2657,2790,,
2658,1375,,
2659,323,,
2660,22,,
2661,16,,
2662,0,,
2663,0,,
2664,0,,
2665,0,,
2666,0,,
2667,0,,
2668,2.5,,
2669,2.5,,
2670,230.5,,
2671,1239.5,,
2672,2106,,
2673,3700,,
2674,4510,,
2675,5330,,
2676,5805,,
2677,5725,,
2678,4891.5,,
2679,4190,,
2680,3610,,
2681,2820,,
2682,1725,,
2683,512,,
2684,16.5,,
2685,22.5,,
2686,0,,
2687,0,,
2688,0,,
2689,0,,
2690,0,,
2691,0,,
2692,1.5,,
2693,1.5,,
2694,276.5,,
2695,1147,,
2696,1805,,
2697,2945,,
2698,3545,,
2699,4615,,
2700,5125,,
2701,4985,,
2702,5601.5,,
2703,4310,,
2704,3085,,
2705,1675,,
2706,736,,
2707,158,,
2708,5,,
2709,3.5,,
2710,0,,
2711,0,,
2712,0,,
2713,0,,
2714,0,,
2715,0,,
2716,1.5,,
2717,1,,
2718,104.5,,
2719,615,,
2720,1147,,
2721,1910,,
2722,2560,,
2723,2855,,
2724,2805,,
2725,2491.5,,
2726,1776.5,,
2727,1385,,
2728,1045,,
2729,705.5,,
2730,337,,
2731,94,,
2732,6.5,,
2733,1,,
2734,0,,
2735,0,,
2736,0,,
2737,0,,
2738,0,,
2739,0,,
2740,0,,
2741,1,,
2742,308.5,,
2743,1400,,
2744,2379,,
2745,3870,,
2746,4685,,
2747,5570,,
2748,5945,,
2749,6065,,
2750,5341,,
2751,5120,,
2752,3835,,
2753,2775,,
2754,1600,,
2755,529,,
2756,30,,
2757,27,,
2758,0,,
2759,0,,
2760,0,,
2761,0,,
2762,0,,
2763,0,,
2764,0.5,,
2765,3,,
2766,337,,
2767,1475,,
2768,2815,,
2769,3935,,
2770,4915,,
2771,5990,,
2772,6620,,
2773,6845,,
2774,6456,,
2775,5495,,
2776,4470,,
2777,2885,,
2778,1525,,
2779,414,,
2780,17,,
2781,11,,
2782,0,,
2783,0,,
2784,0,,
2785,0,,
2786,0,,
2787,0,,
2788,1,,
2789,2.5,,
2790,127.5,,
2791,478.5,,
2792,682,,
2793,1355,,
2794,1705,,
2795,2165,,
2796,2460,,
2797,2285,,
2798,1735.5,,
2799,1955,,
2800,1625,,
2801,1180,,
2802,692,,
2803,198.5,,
2804,15,,
2805,4.5,,
2806,0,,
2807,0,,
2808,0,,
2809,0,,
2810,0,,
2811,0,,
2812,0,,
2813,1.5,,
2814,113.5,,
2815,564,,
2816,1219.5,,
2817,1800,,
2818,2180,,
2819,2460,,
2820,2620,,
2821,2625,,
2822,2542,,
2823,2355,,
2824,2070,,
2825,1440,,
2826,782,,
2827,248.5,,
2828,15.5,,
2829,24.5,,
2830,0,,
2831,0,,
2832,0,,
2833,0,,
2834,0,,
2835,0,,
2836,0.5,,
2837,1,,
2838,120.5,,
2839,618,,
2840,1093,,
2841,1905,,
2842,2405,,
2843,2790,,
2844,2890,,
2845,2595,,
2846,2622,,
2847,1895,,
2848,1555,,
2849,1195,,
2850,753,,
2851,318,,
2852,25,,
2853,37.5,,
2854,0,,
2855,0,,
2856,0,,
2857,0,,
2858,0,,
2859,0,,
2860,0,,
2861,1,,
2862,158.5,,
2863,702,,
2864,1445.5,,
2865,2340,,
2866,3400,,
2867,4555,,
2868,5025,,
2869,4970,,
2870,4364.5,,
2871,4475,,
2872,3725,,
2873,2835,,
2874,1735,,
2875,724.5,,
2876,59,,
2877,6.5,,
2878,0,,
2879,0,,
2880,0,,
2881,0,,
2882,1,,
2883,1,,
2884,1.5,,
2885,8,,
2886,550,,
2887,1840,,
2888,3058.5,,
2889,5000,,
2890,6285,,
2891,6860,,
2892,6870,,
2893,6400,,
2894,5522.5,,
2895,4598.5,,
2896,3635.5,,
2897,2599,,
2898,1557,,
2899,707.5,,
2900,195.5,,
2901,23,,
2902,0,,
2903,0,,
2904,0,,
2905,0,,
2906,0,,
2907,0,,
2908,0,,
2909,15.5,,
2910,97,,
2911,343.5,,
2912,804,,
2913,1575,,
2914,2725,,
2915,4080,,
2916,5065,,
2917,5645,,
2918,5299,,
2919,5575,,
2920,4705,,
2921,3585,,
2922,2160,,
2923,814,,
2924,57,,
2925,5,,
2926,0,,
2927,0,,
2928,0,,
2929,0,,
2930,1,,
2931,2,,
2932,1.5,,
2933,26.5,,
2934,516,,
2935,1515,,
2936,2670,,
2937,4540,,
2938,5940,,
2939,6845,,
2940,6725,,
2941,6605,,
2942,5816.5,,
2943,5020,,
2944,3680,,
2945,2210,,
2946,989,,
2947,292,,
2948,19.5,,
2949,2.5,,
2950,0,,
2951,0,,
2952,0,,
2953,0,,
2954,0.5,,
2955,0.5,,
2956,1,,
2957,7,,
2958,310,,
2959,1155,,
2960,2243.5,,
2961,3625,,
2962,4475,,
2963,4935,,
2964,5060,,
2965,4985,,
2966,4955.5,,
2967,4290,,
2968,3690,,
2969,2640,,
2970,1510,,
2971,519,,
2972,40,,
2973,3,,
2974,0,,
2975,0,,
2976,0,,
2977,0,,
2978,1.5,,
2979,1,,
2980,2,,
2981,25.5,,
2982,568.5,,
2983,1750,,
2984,3097,,
2985,5080,,
2986,6690,,
2987,7990,,
2988,8560,,
2989,8615,,
2990,8151,,
2991,7050,,
2992,5625,,
2993,3970,,
2994,2295,,
2995,859.5,,
2996,78.5,,
2997,88,,
2998,0,,
2999,0,,
3000,0,,
3001,0,,
3002,2,,
3003,1,,
3004,2,,
3005,29.5,,
3006,609,,
3007,1830,,
3008,3142.5,,
3009,5140,,
3010,6800,,
3011,8110,,
3012,8760,,
3013,8770,,
3014,8451,,
3015,7205,,
3016,5705,,
3017,3965,,
3018,2215,,
3019,819.5,,
3020,74.5,,
3021,97,,
3022,0,,
3023,0,,
3024,0,,
3025,0,,
3026,3.5,,
3027,1.5,,
3028,2,,
3029,32,,
3030,608,,
3031,1800,,
3032,3133,,
3033,4985,,
3034,6510,,
3035,7845,,
3036,8510,,
3037,8530,,
3038,8184,,
3039,6930,,
3040,5520,,
3041,3835,,
3042,2190,,
3043,818,,
3044,68,,
3045,13.5,,
3046,0,,
3047,0,,
3048,0,,
3049,0,,
3050,0,,
3051,0,,
3052,0,,
3053,144,,
3054,756,,
3055,1760,,
3056,2697.5,,
3057,4215,,
3058,5785,,
3059,7150,,
3060,7545,,
3061,6820,,
3062,6175.5,,
3063,4735,,
3064,3775,,
3065,2835,,
3066,1855,,
3067,800.5,,
3068,93.5,,
3069,15,,
3070,0,,
3071,0,,
3072,0,,
3073,0,,
3074,2,,
3075,0.5,,
3076,1,,
3077,55,,
3078,658,,
3079,1770,,
3080,2798.5,,
3081,4720,,
3082,5805,,
3083,6160,,
3084,5980,,
3085,5735,,
3086,4990,,
3087,3905,,
3088,2755,,
3089,1690,,
3090,849.5,,
3091,298,,
3092,16.5,,
3093,9.5,,
3094,0,,
3095,0,,
3096,0,,
3097,0,,
3098,2.5,,
3099,1,,
3100,0.5,,
3101,18,,
3102,489,,
3103,1645,,
3104,2743,,
3105,4865,,
3106,6210,,
3107,7200,,
3108,7625,,
3109,7645,,
3110,7496.5,,
3111,6265,,
3112,5135,,
3113,3720,,
3114,2230,,
3115,959.5,,
3116,112.5,,
3117,15,,
3118,0.5,,
3119,0,,
3120,0,,
3121,0,,
3122,2,,
3123,1,,
3124,1,,
3125,70,,
3126,657,,
3127,1715,,
3128,2700,,
3129,4075,,
3130,4920,,
3131,5190,,
3132,4990,,
3133,4570,,
3134,4262.5,,
3135,3095,,
3136,2240,,
3137,1425,,
3138,770,,
3139,277.5,,
3140,35.5,,
3141,7.5,,
3142,0,,
3143,0,,
3144,0,,
3145,0,,
3146,1.5,,
3147,0.5,,
3148,1,,
3149,47.5,,
3150,588.5,,
3151,1650,,
3152,2258,,
3153,3770,,
3154,4460,,
3155,4985,,
3156,4945,,
3157,4620,,
3158,4032.5,,
3159,3270,,
3160,2245,,
3161,1525,,
3162,838.5,,
3163,318.5,,
3164,52,,
3165,47.5,,
3166,0.5,,
3167,0,,
3168,0,,
3169,0,,
3170,2.5,,
3171,0.5,,
3172,1,,
3173,35,,
3174,483.5,,
3175,1485,,
3176,2453,,
3177,4255,,
3178,5380,,
3179,6140,,
3180,6540,,
3181,6975,,
3182,7099,,
3183,6430,,
3184,5365,,
3185,3955,,
3186,2500,,
3187,1114,,
3188,170.5,,
3189,150,,
3190,0.5,,
3191,0,,
3192,0,,
3193,0,,
3194,1,,
3195,0.5,,
3196,2,,
3197,80,,
3198,811,,
3199,2090,,
3200,3472,,
3201,5425,,
3202,7015,,
3203,8165,,
3204,8740,,
3205,8755,,
3206,8284,,
3207,7160,,
3208,5820,,
3209,4095,,
3210,2475,,
3211,1086,,
3212,169.5,,
3213,143.5,,
3214,0.5,,
3215,0,,
3216,0,,
3217,0,,
3218,1.5,,
3219,0,,
3220,1,,
3221,66.5,,
3222,657.5,,
3223,1780,,
3224,3018.5,,
3225,5070,,
3226,6715,,
3227,8120,,
3228,8675,,
3229,8695,,
3230,8163.5,,
3231,6960,,
3232,5470,,
3233,3630,,
3234,1985,,
3235,731.5,,
3236,82,,
3237,122,,
3238,0.5,,
3239,0,,
3240,0,,
3241,0,,
3242,2,,
3243,0.5,,
3244,0.5,,
3245,40,,
3246,369.5,,
3247,946.5,,
3248,1307,,
3249,2185,,
3250,2850,,
3251,3535,,
3252,3910,,
3253,4245,,
3254,4245,,
3255,3785,,
3256,3190,,
3257,2555,,
3258,1765,,
3259,886,,
3260,163,,
3261,9.5,,
3262,1,,
3263,0,,
3264,0,,
3265,0,,
3266,1,,
3267,1,,
3268,1.5,,
3269,103.5,,
3270,850.5,,
3271,2060,,
3272,3443.5,,
3273,5405,,
3274,6990,,
3275,8160,,
3276,8625,,
3277,8475,,
3278,7808,,
3279,6690,,
3280,5400,,
3281,3975,,
3282,2425,,
3283,1078.5,,
3284,195,,
3285,6,,
3286,1.5,,
3287,0,,
3288,0,,
3289,0,,
3290,2,,
3291,2.5,,
3292,4,,
3293,111,,
3294,837.5,,
3295,2010,,
3296,3176,,
3297,5120,,
3298,6565,,
3299,7625,,
3300,7910,,
3301,7605,,
3302,6946.5,,
3303,5940,,
3304,4925,,
3305,3525,,
3306,2180,,
3307,967,,
3308,176,,
3309,9.5,,
3310,1,,
3311,0,,
3312,0,,
3313,0,,
3314,4,,
3315,1.5,,
3316,2,,
3317,112.5,,
3318,851.5,,
3319,2050,,
3320,3315.5,,
3321,5375,,
3322,6970,,
3323,8195,,
3324,8675,,
3325,8740,,
3326,8215.5,,
3327,7225,,
3328,5775,,
3329,4090,,
3330,2460,,
3331,1072,,
3332,165.5,,
3333,161.5,,
3334,1.5,,
3335,0,,
3336,0,,
3337,0,,
3338,2,,
3339,1,,
3340,2,,
3341,101,,
3342,750.5,,
3343,1840,,
3344,3009,,
3345,4905,,
3346,6365,,
3347,7455,,
3348,7990,,
3349,8085,,
3350,7711.5,,
3351,6645,,
3352,5245,,
3353,3565,,
3354,2025,,
3355,793.5,,
3356,106.5,,
3357,141.5,,
3358,1,,
3359,0,,
3360,0,,
3361,0,,
3362,0.5,,
3363,0.5,,
3364,0.5,,
3365,119.5,,
3366,833,,
3367,2005,,
3368,3073.75,,
3369,4965,,
3370,6160,,
3371,7085,,
3372,7430,,
3373,7250,,
3374,6675,,
3375,5675,,
3376,4385,,
3377,3040,,
3378,1775,,
3379,731.5,,
3380,135,,
3381,8.5,,
3382,2.5,,
3383,0,,
3384,0,,
3385,0,,
3386,1.5,,
3387,1,,
3388,1,,
3389,107,,
3390,719,,
3391,1670,,
3392,2676,,
3393,4540,,
3394,6050,,
3395,7500,,
3396,8155,,
3397,8325,,
3398,7930.5,,
3399,6925,,
3400,5570,,
3401,3965,,
3402,2365,,
3403,1054,,
3404,197.5,,
3405,5,,
3406,3.5,,
3407,0,,
3408,0,,
3409,0,,
3410,5,,
3411,2.5,,
3412,3,,
3413,52,,
3414,451,,
3415,1233.5,,
3416,2297.5,,
3417,3945,,
3418,5745,,
3419,7245,,
3420,8135,,
3421,8385,,
3422,7797.5,,
3423,6660,,
3424,5120,,
3425,3490,,
3426,2090,,
3427,930,,
3428,193.5,,
3429,153,,
3430,4.5,,
3431,0,,
3432,0,,
3433,0,,
3434,0,,
3435,0,,
3436,3,,
3437,102,,
3438,457,,
3439,1041,,
3440,1596,,
3441,2908.5,,
3442,3590.5,,
3443,4903.5,,
3444,5527.5,,
3445,5668.5,,
3446,5001.5,,
3447,4275,,
3448,3267.5,,
3449,2439.5,,
3450,1607.5,,
3451,865,,
3452,320,,
3453,57,,
3454,2.5,,
3455,0,,
3456,0,,
3457,0,,
3458,0,,
3459,0,,
3460,2.5,,
3461,86.5,,
3462,331,,
3463,731.5,,
3464,1170,,
3465,1630,,
3466,2100,,
3467,2530,,
3468,2820,,
3469,2715,,
3470,2565,,
3471,2255,,
3472,1930,,
3473,1595,,
3474,1024,,
3475,510.5,,
3476,112,,
3477,6.5,,
3478,2,,
3479,0,,
3480,0,,
3481,0,,
3482,1,,
3483,1,,
3484,1,,
3485,44.5,,
3486,350.5,,
3487,886.5,,
3488,1670,,
3489,2635,,
3490,3860,,
3491,4885,,
3492,5865,,
3493,6460,,
3494,6530,,
3495,5955,,
3496,4920,,
3497,3485,,
3498,2075,,
3499,951,,
3500,213,,
3501,5.5,,
3502,1,,
3503,0,,
3504,0,,
3505,0,,
3506,1,,
3507,2.5,,
3508,2,,
3509,135.5,,
3510,693,,
3511,1480,,
3512,2465,,
3513,3585,,
3514,4545,,
3515,5690,,
3516,6375,,
3517,6850,,
3518,6505,,
3519,5610,,
3520,4690,,
3521,3320,,
3522,1865,,
3523,835.5,,
3524,164,,
3525,9,,
3526,1.5,,
3527,0,,
3528,0,,
3529,0,,
3530,2.5,,
3531,3,,
3532,2,,
3533,82.5,,
3534,541.5,,
3535,1315,,
3536,2330,,
3537,3465,,
3538,4700,,
3539,5885,,
3540,6835,,
3541,7205,,
3542,6885,,
3543,6025,,
3544,4875,,
3545,3550,,
3546,2145,,
3547,1038,,
3548,267.5,,
3549,11,,
3550,0,,
3551,0,,
3552,0,,
3553,0,,
3554,1,,
3555,1.5,,
3556,0.5,,
3557,48,,
3558,326,,
3559,805,,
3560,1445,,
3561,2270,,
3562,3085,,
3563,3870,,
3564,4275,,
3565,4210,,
3566,3910,,
3567,3565,,
3568,2955,,
3569,2120,,
3570,1201,,
3571,513,,
3572,120,,
3573,5,,
3574,1.5,,
3575,0,,
3576,0,,
3577,0,,
3578,1.5,,
3579,1,,
3580,2,,
3581,18.5,,
3582,161.5,,
3583,418,,
3584,843.5,,
3585,1360,,
3586,1690,,
3587,1860,,
3588,1945,,
3589,1920,,
3590,1915,,
3591,1755,,
3592,1595,,
3593,1220,,
3594,718.5,,
3595,345.5,,
3596,71,,
3597,2.5,,
3598,1,,
3599,0,,
3600,0,,
3601,0,,
3602,0.5,,
3603,1,,
3604,1.5,,
3605,48.5,,
3606,366,,
3607,901.5,,
3608,1625,,
3609,2550,,
3610,3455,,
3611,4055,,
3612,4540,,
3613,4500,,
3614,4235,,
3615,3525,,
3616,2845,,
3617,2250,,
3618,1320,,
3619,617.5,,
3620,136,,
3621,8,,
3622,2.5,,
3623,0,,
3624,0,,
3625,0,,
3626,1.5,,
3627,1,,
3628,2,,
3629,71,,
3630,410,,
3631,1026,,
3632,1830,,
3633,2760,,
3634,3775,,
3635,4640,,
3636,4985,,
3637,5325,,
3638,5365,,
3639,4865,,
3640,4060,,
3641,2950,,
3642,1735,,
3643,854,,
3644,240,,
3645,9,,
3646,2,,
3647,0,,
3648,0,,
3649,0,,
3650,1.5,,
3651,1,,
3652,0.5,,
3653,54.5,,
3654,372,,
3655,971.5,,
3656,1770,,
3657,2735,,
3658,3700,,
3659,4785,,
3660,5295,,
3661,5700,,
3662,5610,,
3663,5060,,
3664,4285,,
3665,3290,,
3666,2080,,
3667,1025.5,,
3668,244.5,,
3669,6,,
3670,2,,
3671,0,,
3672,0,,
3673,0,,
3674,2.5,,
3675,1.5,,
3676,1.5,,
3677,140,,
3678,755,,
3679,1745,,
3680,3035,,
3681,4510,,
3682,5682.5,,
3683,6465,,
3684,6775,,
3685,6635,,
3686,6480,,
3687,5815,,
3688,4935,,
3689,3630,,
3690,2250,,
3691,1063.5,,
3692,255.5,,
3693,15,,
3694,4,,
3695,0,,
3696,0,,
3697,0,,
3698,1,,
3699,1,,
3700,0.5,,
3701,89.5,,
3702,486.5,,
3703,1033.5,,
3704,1645,,
3705,2340,,
3706,2945,,
3707,3405,,
3708,3765,,
3709,4175,,
3710,4215,,
3711,3845,,
3712,2880,,
3713,1955,,
3714,1152,,
3715,471.5,,
3716,103,,
3717,6,,
3718,1,,
3719,0,,
3720,0,,
3721,0,,
3722,1.5,,
3723,1.5,,
3724,0.5,,
3725,38.5,,
3726,266.5,,
3727,684,,
3728,1280,,
3729,2040,,
3730,2810,,
3731,3625,,
3732,4295,,
3733,4820,,
3734,5539,,
3735,5265,,
3736,4645,,
3737,3595,,
3738,2375,,
3739,1166,,
3740,314.5,,
3741,15.5,,
3742,1.5,,
3743,0,,
3744,0,,
3745,0,,
3746,0.5,,
3747,0.5,,
3748,1,,
