,col
447,2596.2960000000003
448,2777.1665000000003
449,2642.3795
450,2929.3695
451,2953.214
452,2976.0249999999996
453,2943.49
454,2866.025
455,2974.8360000000002
456,2912.3935
457,2651.5654999999997
458,2343.995
459,2054.114
460,1400.546
461,1000.723
462,702.2935
463,441.8265
464,189.71550000000002
465,98.39750000000001
466,97.51750000000001
467,113.3265
468,157.96949999999998
469,155.171
470,163.7715
471,186.7935
472,306.64250000000004
473,480.4005
474,713.264
475,887.5184999999999
476,976.9165
477,1021.6785
478,1230.5585
479,1102.8890000000001
480,1034.406
481,842.4594999999999
482,749.19
483,595.088
484,426.012
485,287.23850000000004
486,394.04525
487,591.081
488,840.3705
489,1118.551
490,1121.127
491,1245.6565
492,1330.4245
493,1754.976
494,2471.3385
495,3012.5789999999997
496,2900.7385
497,2710.152
498,2723.118
499,2817.952
500,2562.2015
501,2291.511
502,2366.2605000000003
503,2720.9395000000004
504,3018.375
505,2904.857
506,2912.7250000000004
507,2493.337
508,2712.367
509,2551.1615
510,2548.4215
511,2486.3365000000003
512,2443.0305
513,2344.1279999999997
514,2438.4795000000004
515,2809.6620000000003
516,2759.6405000000004
517,2813.2844999999998
518,2944.75
519,2817.6684999999998
520,2783.909
521,2557.2725
522,2361.1305
523,2263.6890000000003
524,2510.475
525,2535.478
526,2280.6805
527,2285.509
528,2381.324
529,2231.5775
530,2656.4449999999997
531,2712.9855
532,2947.281
533,2977.1594999999998
534,3041.864
535,3340.753
536,3573.7355
537,3758.594
538,3820.9255000000003
539,3865.5455
540,3867.7965000000004
541,3866.0985
542,3873.4215000000004
543,3824.44
544,3851.4665
545,3851.864
546,3807.06
547,3834.2015
548,3822.7865
549,3757.584
550,3772.7250000000004
551,3857.1915
552,3775.3745
553,3819.177
554,3796.2685
555,3628.0159999999996
556,3494.897
557,3357.8355
558,3870.4505
559,3911.103
560,3927.4570000000003
561,3856.553
562,3869.6719999999996
563,3853.941
564,3800.0069999999996
565,3941.9325
566,3915.4365
567,3632.109
568,3253.0615
569,3041.19
570,3347.415
571,3701.2934999999998
572,3842.8615
573,3839.687
574,3787.741
575,3799.8729999999996
576,3709.465
577,3556.3665
578,3540.71
579,3468.6965
580,3388.0815000000002
581,3201.1935000000003
582,3110.8825
583,3227.0475
584,3383.8095000000003
585,3285.6279999999997
586,3179.6735
587,2932.346
588,2916.122
589,2875.4865
590,2547.5605
591,2272.1095
592,2242.6005
593,2228.3379999999997
594,2344.221
595,2440.741
596,2499.9094999999998
597,2230.487
598,1732.527
599,1602.9185
600,1562.2469999999998
601,1395.315
602,1146.0884999999998
603,892.8655
604,594.2665
605,506.259
606,424.964
607,424.276
608,445.7665
609,401.066
610,468.421
611,533.0315
612,522.9385
613,604.469
614,586.559
615,544.607
616,536.961
617,685.3900000000001
618,693.1220000000001
619,669.549
620,690.3040000000001
621,789.9255
622,924.3915
623,1145.4
624,1287.4455
625,1443.7835
626,1768.9665
627,2121.19
628,2373.148
629,2555.0155
630,2755.3105
631,2829.969
632,3021.679
633,3287.4575
634,3524.1405
635,3628.2415
636,3853.8355
637,3909.9575
638,3970.6949999999997
639,3965.522
640,3971.469
641,3957.931
642,3901.239
643,3714.19
644,3837.839
645,3854.3275000000003
646,3738.234
647,3722.002
648,3544.221
649,3508.8315000000002
650,3443.6175
651,3204.8559999999998
652,3014.9015
653,3190.6975
654,3159.547
655,3324.7
656,3549.3585000000003
657,3742.0865
658,3687.5445
659,3700.0215
660,3801.9465
661,3863.215
662,3852.9939999999997
663,3730.8755
664,3790.8990000000003
665,3741.0209999999997
666,3721.7745000000004
667,3698.7895
668,3643.0029999999997
669,3745.59
670,3726.13
671,3732.0125
672,3726.9545
673,3814.075
674,3921.357
675,3912.2925
676,3874.518
677,3778.0254999999997
678,3584.0995000000003
679,3519.401
680,3558.4345000000003
681,1735.273
682,3176.251
683,3313.138
684,3191.2455
685,3222.9055
686,2924.4885000000004
687,2865.2619999999997
688,2585.373
689,2384.1288999999997
690,2235.9101
691,2327.1705
692,2343.4365
693,1897.3195
694,1701.399
695,1484.6709999999998
696,1358.1385
697,1253.299
698,1211.1975
699,1196.9189999999999
700,1171.468
701,1172.1235000000001
702,1117.1815000000001
703,1168.4859999999999
704,1021.873
705,1057.7055
706,1056.4769999999999
707,1098.878
708,1348.3184999999999
709,1341.4995
710,1325.6354999999999
711,1130.7134999999998
712,1266.2005
713,1514.893
714,1776.058
715,1879.7475
716,2120.6915
717,2398.9815
718,2723.8985000000002
719,2835.3360000000002
720,3083.1400000000003
721,3253.9
722,3350.51
723,3401.361
724,3450.5379999999996
725,3464.593
726,3425.549
727,3432.669
728,3476.3185
729,3397.9435
730,3373.1315
731,3391.369
732,3231.8050000000003
733,3248.7415
734,3413.973
735,3394.623
736,3276.537
737,2927.5535
738,3235.9465
739,3288.3965
740,3217.5204999999996
741,2825.958
742,3082.443
743,3064.124
744,2996.1245
745,2880.7735000000002
746,2929.6305
747,2869.7495
748,3001.8945
749,3173.8154999999997
750,3227.105
751,3150.2315
752,3203.6625000000004
753,3297.1845000000003
754,3261.5515
755,3169.9855
756,3180.5550000000003
757,3171.437
758,3216.6255
759,3231.8345
760,3129.0865
761,3124.344
762,3357.051
763,3338.992
764,3412.2445
765,3409.8115
766,3361.3190000000004
767,3274.6855
768,3376.5885
769,3455.0205
770,3382.4045
771,3374.1639999999998
772,3253.1994999999997
773,3209.4035
774,2948.111
775,2778.3115
776,2604.2865
777,2504.966
778,2583.283
779,2441.1425
780,2080.1775
781,1898.5295
782,1930.532
783,1459.2914999999998
784,1230.318
785,1065.3020000000001
786,920.383
787,695.8285000000001
788,680.9359999999999
789,621.674
790,570.342
791,599.1355000000001
792,608.6759999999999
793,687.2755
794,644.2555
795,505.45550000000003
796,511.071
797,459.214
798,445.03200000000004
799,361.7645
800,540.7574999999999
801,774.0740000000001
802,839.9645
803,777.2265
804,742.1205
805,669.547
806,548.7874999999999
807,514.0799999999999
808,546.5015
809,766.6914999999999
810,833.6225
811,914.3689999999999
812,1037.011
813,1321.8435
814,1583.4865
815,1758.333
816,2077.7325
817,1984.8325
818,1935.04
819,1955.469
820,1899.2150000000001
821,1733.1745
822,2009.6895
823,2048.97
824,2074.0935
825,2012.755
826,1982.6909999999998
827,1966.1715
828,2054.2365
829,2043.3305
830,2055.8779999999997
831,1943.805
832,1919.6855
833,1959.135
834,2238.4089999999997
835,2176.1535000000003
836,2106.8945000000003
837,1986.2395000000001
838,1831.6675
839,1797.841
840,1713.2355
841,1446.1965
842,1565.5725
843,1636.692
844,1444.6105
845,1236.4345
846,1421.964
847,1522.1660000000002
848,1460.2425
849,1563.0935
850,1541.63525
851,1343.8775
852,1240.9825
853,1040.3475
854,1138.655
855,1213.0475000000001
856,1237.865
857,1028.0900000000001
858,959.4639999999999
859,899.6234999999999
860,971.252
861,880.2085
862,824.37525
863,847.2764999999999
864,806.1335
865,694.3725
866,671.6759999999999
867,775.902
868,792.2325000000001
869,793.8605
870,756.7265
871,742.482
872,731.301
873,709.438
874,1163.2559999999999
875,1488.692
876,1628.172
877,1748.89
878,1746.7795
879,1754.7604999999999
880,1705.5945
881,1670.4344999999998
882,1548.256
883,1635.1935
884,1555.5065
885,1437.8465
886,1623.425
887,1540.682
888,1480.0315
889,1626.7559999999999
890,1841.0785
891,1669.4175
892,1385.8365
893,1249.9555
894,1106.1
895,1080.5684999999999
896,1002.4665
897,935.9000000000001
898,756.1
899,721.2255
900,601.4415
901,523.2475
902,304.89700000000005
903,529.6505
904,627.083
905,763.332
906,949.014
907,1111.5414999999998
908,1359.9360000000001
909,1459.0185000000001
910,1444.8670000000002
911,1466.788
912,1430.0884999999998
913,1478.143
914,1527.118
915,1567.5565000000001
916,1663.828
917,1657.232
918,1632.1925
919,1722.3825
920,1781.3220000000001
921,1752.5715
922,1825.8535
923,1832.1595
924,1879.2775000000001
925,1756.0355
926,1513.589
927,1513.9685
928,1741.6035000000002
929,1996.4
930,2257.4245
931,2366.7165
932,2451.8755
933,2383.029
934,2536.3824999999997
935,2535.526
936,2654.9785
937,2844.5215
938,2800.4595
939,3122.8014999999996
940,3182.428
941,3278.63
942,3248.4885000000004
943,3089.772
944,2843.3615
945,2994.004
946,2831.885
947,2931.638
948,2939.4375
949,2917.0565
950,2811.0135
951,2636.9480000000003
952,2814.705
953,2704.538
954,2688.571
955,2604.4175
956,2398.4440000000004
957,2214.174
958,2049.429
959,1978.0605
960,1879.9175
961,2138.3835
962,2057.702
963,1939.0565000000001
964,1946.219
965,2038.0279999999998
966,1991.7585
967,2028.4585
968,2298.196
969,2573.3199999999997
970,2889.5429999999997
971,3074.9570000000003
972,3109.409
973,2980.544
974,2772.654
975,2994.3289999999997
976,2934.6235
977,2514.8059999999996
978,2844.0295
979,3263.6679999999997
980,3282.982
981,3317.1735
982,2949.1904999999997
983,3141.425
984,3403.6319999999996
985,3373.986
986,3335.8375
987,3350.0775
988,3430.419
989,3426.306
990,3424.0845
991,3398.7470000000003
992,3327.0565
993,3457.0025
994,3450.6555
995,3361.3005000000003
996,3461.077
997,3311.5699999999997
998,1750.2785
999,1802.291
1000,3428.2445
1001,3281.4215
1002,3111.6345
1003,3338.1965
1004,3467.5935
1005,3549.1615
1006,3562.9085
1007,3531.9584999999997
1008,3538.0405
1009,3495.639
1010,3390.5575
1011,3413.3675000000003
1012,3349.0249999999996
1013,3152.4305000000004
1014,3023.357
1015,2915.6364999999996
1016,2775.7264999999998
1017,2651.733
1018,2505.8545
1019,2168.8265
1020,2036.9975
1021,2284.748
1022,2325.746
1023,2313.81
1024,2228.7455
1025,2472.8469999999998
1026,2536.0564999999997
1027,2637.7889999999998
1028,3005.965
1029,2924.768
1030,3051.438
1031,3386.676
1032,3239.977
1033,3007.3914999999997
1034,3392.9655000000002
1035,3449.081
1036,3540.9539999999997
1037,3568.306
1038,3558.424
1039,3569.976
1040,3386.9395
1041,2765.2065000000002
1042,3317.5164999999997
1043,3276.2915000000003
1044,2967.9449999999997
1045,2600.0085
1046,2752.4855
1047,2669.642
1048,2526.2
1049,2243.0085
1050,2111.9445
1051,1973.1100000000001
1052,1934.9475
1053,1817.5565
1054,1585.167
1055,1481.4495000000002
1056,1317.866
1057,1369.6905000000002
1058,1681.535
1059,1736.3665
1060,1774.0315
1061,1999.1335
1062,2285.5895
1063,2548.541
1064,2632.0605
1065,3075.0860000000002
1066,3117.7574999999997
1067,3444.2205
1068,3457.765
1069,3548.5555
1070,3594.5874999999996
1071,3619.882
1072,3663.8135
1073,3627.9840000000004
1074,3569.7129999999997
1075,3127.7815
1076,3269.2709999999997
1077,3064.76
1078,2993.8244999999997
1079,3225.4655000000002
1080,3418.999
1081,3520.0145
1082,3396.184
1083,2982.5405
1084,2749.742
1085,2534.0315
1086,2731.67
1087,3167.1975
1088,3350.8010000000004
1089,3204.471
1090,3338.7225
1091,3195.5795
1092,3041.886
1093,2937.4295
1094,3124.6735
1095,3152.7079999999996
1096,2955.2655
1097,2908.4375
1098,2902.2129999999997
1099,3069.3845
1100,3101.1775
1101,3191.5125
1102,3234.8435
1103,3271.5195000000003
1104,3291.0879999999997
1105,3235.343
1106,3136.1440000000002
1107,3057.5705
1108,2814.8105
1109,2558.8165
1110,1857.5104999999999
1111,1851.5365000000002
1112,1774.2215
1113,1525.6055000000001
1114,1157.94
1115,1141.3175
1116,1230.4885
1117,1163.8035
1118,1026.059
1119,910.1285
1120,1061.665
1121,1056.7044999999998
1122,1226.964
1123,1407.221
1124,1493.117
1125,1490.3805000000002
1126,1534.7314999999999
1127,1670.8885
1128,1510.5765
1129,1337.1085
1130,1358.755
1131,1350.7835
1132,1310.0925
1133,1024.939
1134,1009.5084999999999
1135,703.77
1136,493.962
1137,453.913
1138,471.58900000000006
1139,566.8215
1140,622.7815
1141,552.1579999999999
1142,511.1405
1143,409.2025
1144,363.4135
1145,423.498
1146,489.6395
1147,600.8785
1148,595.156
1149,573.4765
1150,630.0285
1151,578.414
1152,537.8325
1153,474.294
1154,543.1145
1155,504.71349999999995
1156,527.264
1157,498.437
1158,474.7605
1159,461.189
1160,487.9285
1161,459.443
1162,431.05449999999996
1163,521.295
1164,513.6115
1165,484.9545
1166,452.1735
1167,455.1565
1168,593.4765
1169,693.9825000000001
1170,672.5755
1171,727.7059999999999
1172,787.146
1173,1036.2355
1174,1026.4950000000001
1175,842.969
1176,955.596
1177,1089.6975
1178,1024.9665
1179,1014.816
1180,970.0195
1181,852.4404999999999
1182,939.183
1183,999.45
1184,921.506
1185,877.6865
1186,673.702
1187,600.2394999999999
1188,658.4359999999999
1189,681.717
1190,604.04
1191,490.5595
1192,394.0405
1193,401.6835
1194,359.3795
1195,270.207
1196,218.684
1197,167.4485
1198,198.631
1199,753.2015
1200,1129.0175
1201,1077.407
1202,1028.729
1203,989.8700000000001
1204,786.69
1205,954.7
1206,1076.455
1207,1096.636
1208,1393.652
1209,1603.509
1210,1660.9965
1211,1482.7355
1212,1422.313
1213,1986.065
1214,2470.8035
1215,2519.348
1216,2347.1634999999997
1217,1511.4430000000002
1218,1105.995
1219,847.1745000000001
1220,837.539
1221,918.364
1222,1080.9795
1223,953.194
1224,781.841
1225,560.6255000000001
1226,291.0255
1227,441.78150000000005
1228,468.73
1229,501.44100000000003
1230,510.372
1231,479.38800000000003
1232,466.842
1233,527.642
1234,540.0205
1235,509.742
1236,398.39
1237,293.384
1238,253.1255
1239,303.7185
1240,330.113
1241,349.8505
1242,316.59950000000003
1243,382.826
1244,504.09900000000005
1245,654.681
1246,864.608
1247,1088.83
1248,1093.445
1249,1015.9540000000001
1250,959.2574999999999
1251,986.12
1252,1068.9085
1253,1297.576
1254,1421.5025
1255,1482.739
1256,1539.414
1257,1653.6019999999999
1258,1695.7485000000001
1259,1535.3975
1260,1571.496
1261,1358.699
1262,1264.354
1263,1241.4479999999999
1264,1385.7255
1265,1758.2015000000001
1266,1849.0255000000002
1267,1997.9215
1268,2034.3180000000002
1269,2093.888
1270,2254.1855
1271,2061.623
1272,2109.418
1273,2176.969
1274,2295.2335000000003
1275,2275.7415
1276,1931.254
1277,2014.648
1278,1995.9425
1279,2041.9215
1280,2089.703
1281,2038.4995
1282,2330.2205000000004
1283,2404.943
1284,2311.0865
1285,2349.6745
1286,2511.5235000000002
1287,2488.276
1288,2732.9915
1289,2891.453
1290,3036.879
1291,3122.9465
1292,3162.8055000000004
1293,3243.2055
1294,3160.533
1295,3034.9534999999996
1296,2849.862
1297,2783.6130000000003
1298,2746.0695
1299,2578.5969999999998
1300,2501.4165000000003
1301,2761.3025
1302,2924.3595
1303,3083.9485
1304,3229.273
1305,3287.816
1306,3286.8965
1307,3167.567
1308,3032.4080000000004
1309,3010.392
1310,2907.7315
1311,2844.7520000000004
1312,2870.7375
1313,2947.9195
1314,3195.966
1315,3310.7690000000002
1316,3272.4939999999997
1317,3336.6965
1318,3375.167
1319,3376.2079999999996
1320,3331.3495000000003
1321,3179.9605
1322,3073.8295
1323,1589.9515000000001
1324,3050.7035
1325,3032.979
1326,3043.706
1327,2992.8185
1328,2955.007
1329,2889.4179999999997
1330,2797.225
1331,2709.7585
1332,2496.2705
1333,2166.088
1334,2120.5495
1335,2284.395
1336,2370.5834999999997
1337,2696.531
1338,3007.4579999999996
1339,3230.053
1340,3233.865
1341,3142.4875
1342,3145.6215
1343,3175.0015
1344,3204.044
1345,3008.1544999999996
1346,2576.1945
1347,2205.2295
1348,2306.5330000000004
1349,2328.7485
1350,2476.5865
1351,2478.1925
1352,2731.2495
1353,2916.0905000000002
1354,2847.196
1355,2867.5969999999998
1356,2887.859
1357,2578.0265
1358,2366.7435
1359,2444.094
1360,2406.6265000000003
1361,2399.5985
1362,2223.8665
1363,2210.6265
1364,2297.7865
1365,1971.6395
1366,1963.388
1367,1851.0135
1368,1547.329
1369,1439.938
1370,1092.977
1371,1095.1970000000001
1372,1205.1185
1373,1402.0345
1374,1686.129
1375,1704.1305000000002
1376,2070.6375000000003
1377,2152.4515
1378,2535.9725
1379,2089.87
1380,1472.99
1381,1539.0345
1382,806.0915
1383,761.075
1384,871.1775
1385,1387.3605
1386,1884.2240000000002
1387,1962.879
1388,1653.3555000000001
1389,1810.1625
1390,1997.374
1391,1842.251
1392,1783.375
1393,1900.042
1394,1654.5445
1395,2130.804
1396,2490.074
1397,2854.5555000000004
1398,3018.8815
1399,3130.3954999999996
1400,3341.2275
1401,3468.5495
1402,3508.7325
1403,3504.2095
1404,3448.0385
1405,3496.666
1406,3452.5815000000002
1407,3478.2005
1408,3448.4785
1409,3458.915
1410,3441.9089999999997
1411,3329.0299999999997
1412,3333.3869999999997
1413,3464.7219999999998
1414,3438.633
1415,3466.9485
1416,3452.759
1417,3474.8305
1418,3489.607
1419,3463.6355000000003
1420,3443.3445
1421,3475.475
1422,3466.739
1423,3481.513
1424,3498.379
1425,3507.714
1426,3512.3925
1427,3507.2799999999997
1428,3483.892
1429,3502.1980000000003
1430,3489.8455000000004
1431,3478.9094999999998
1432,3386.9700000000003
1433,3391.1625
1434,3346.8205
1435,3316.8235
1436,3299.006
1437,3303.3109999999997
1438,3209.6865
1439,3228.527
1440,3265.6800000000003
1441,3368.5525
1442,3315.0699999999997
1443,3216.018
1444,3163.1360000000004
1445,3175.8475
1446,2884.138
1447,3013.947
1448,3181.3565
1449,3229.188
1450,3207.2794999999996
1451,3180.4815
1452,3215.288
1453,3334.8190000000004
1454,3333.5299999999997
1455,3377.8125
1456,3401.661
1457,3431.7
1458,3451.4629999999997
1459,3450.1845000000003
1460,3391.7889999999998
1461,3336.154
1462,3180.8815
1463,2964.7264999999998
1464,2741.891
1465,2505.3305
1466,2381.2905
1467,2318.3064999999997
1468,2252.6090000000004
1469,2253.716
1470,2295.8115
1471,2307.7605000000003
1472,2246.598
1473,2195.459
1474,2149.4449999999997
1475,2108.05775
1476,2016.368
1477,1987.1025
1478,2031.1295
1479,2224.9265
1480,2455.8289999999997
1481,2534.1544999999996
1482,2676.5285000000003
1483,2714.2484999999997
1484,2552.4745000000003
1485,2595.2455
1486,2334.774
1487,2179.2219999999998
1488,2210.346
1489,2171.272
1490,2136.148
1491,1120.5040000000001
1492,2023.7939999999999
1493,1967.1835
1494,2061.895
1495,2059.454
1496,1871.6399999999999
1497,1787.365
1498,1618.9685
1499,1478.731
1500,1429.344
1501,1295.532
1502,1487.1635
1503,1270.2649999999999
1504,1306.657
1505,1466.0375
1506,1442.848
1507,1340.2175
1508,1185.7620000000002
1509,897.783
1510,1082.717
1511,1165.903
1512,1244.7815
1513,1401.313
1514,1571.9395
1515,1640.393
1516,1688.7984999999999
1517,1698.798
1518,1532.0205
1519,1313.992
1520,1001.115
1521,729.044
1522,574.9580000000001
1523,526.0255
1524,462.0955
1525,462.658
1526,503.659
1527,602.9775
1528,791.1405
1529,958.318
1530,1624.5500000000002
1531,2317.1465
1532,2396.815
1533,2418.3235
1534,2427.7965000000004
1535,2350.625
1536,2417.9215
1537,2172.4705
1538,1847.6105
1539,1542.8505
1540,1277.5515
1541,1223.393
1542,1167.034
1543,1285.202
1544,985.1075
1545,685.5995
1546,565.3135
1547,487.41650000000004
1548,599.1295
1549,675.5255
1550,665.335
1551,516.437
1552,432.725
1553,343.08
1554,291.54499999999996
1555,239.256
1556,216.503
1557,210.9885
1558,227.3305
1559,231.26500000000001
1560,267.5075
1561,250.28750000000002
1562,250.49
1563,260.637
1564,344.842
1565,431.337
1566,475.709
1567,378.8135
1568,327.26
1569,309.30550000000005
1570,500.47450000000003
1571,669.582
1572,572.4925000000001
1573,612.3435
1574,698.561
1575,605.7185
1576,681.066
1577,690.989
1578,706.4585
1579,1219.2
1580,1664.6375
1581,1732.57
1582,1771.6680000000001
1583,1644.7505
1584,1222.5059999999999
1585,1385.661
1586,1471.9735
1587,1518.5639999999999
1588,1796.5815
1589,1932.8004999999998
1590,1828.7905
1591,1837.7485000000001
1592,2054.8895
1593,2035.3310000000001
1594,2062.763
1595,2093.881
1596,2037.0735
1597,2378.904
1598,2390.4245
1599,2405.694
1600,2365.6345
1601,2100.5035
1602,1897.96
1603,1752.105
1604,2013.595
1605,1828.741
1606,1697.2514999999999
1607,1721.295
1608,1542.318
1609,1240.5140000000001
1610,984.094
1611,808.1665
1612,604.0275
1613,429.96450000000004
1614,325.23249999999996
1615,285.8995
1616,280.6305
1617,237.9495
1618,175.159
1619,117.345
1620,164.52100000000002
1621,309.5685
1622,427.4785
1623,484.145
1624,636.575
1625,920.7185
1626,1014.875
