HDR HALF HOURLY OUTTURN GENERATION BY FUEL TYPE DATA,Date,Time Step,CCGT,Oil,Coal,Nucear,Wind,Pumped Storage,Hydro (non pumped storage),OCGT,Other,France,Northern Ireland,Netherlands,Ireland,Biomass,Belgium
FUELHH,20180630,1,8699,0,63,7338,3949,0,21,0,0,1700,38,854,298,1300,0
FUELHH,20180630,2,8003,0,208,7333,3778,0,20,0,0,1700,84,854,444,1293,0
FUELHH,20180630,3,7805,0,247,7334,3420,0,20,0,0,1700,168,854,460,1423,0
FUELHH,20180630,4,7678,0,244,7338,3043,0,20,0,0,1700,264,854,498,1416,0
FUELHH,20180630,5,7711,0,245,7336,2744,0,20,0,0,1602,270,806,504,1364,0
FUELHH,20180630,6,7549,0,243,7336,2558,0,20,0,0,1600,248,804,504,1284,0
FUELHH,20180630,7,7737,0,243,7332,2381,0,20,0,0,1602,248,804,504,1252,0
FUELHH,20180630,8,7776,0,242,7335,2278,0,20,0,0,1602,246,804,496,1254,0
FUELHH,20180630,9,7451,0,242,7334,2307,0,20,0,0,1602,232,804,504,1226,0
FUELHH,20180630,10,7110,0,242,7341,2231,0,20,0,0,1602,248,806,504,1222,0
FUELHH,20180630,11,7045,0,243,7340,2200,0,20,0,0,1602,250,804,504,1273,0
FUELHH,20180630,12,7315,0,274,7340,2108,0,20,0,0,1602,234,804,504,1262,0
FUELHH,20180630,13,7705,0,223,7340,1976,0,20,0,0,1602,296,804,504,1328,0
FUELHH,20180630,14,8291,0,221,7340,1956,0,21,0,0,1602,272,804,504,1343,0
FUELHH,20180630,15,8543,0,316,7339,2010,210,65,0,0,1602,148,804,478,1303,0
FUELHH,20180630,16,9324,0,262,7338,2001,394,86,0,0,1600,112,804,380,1304,0
FUELHH,20180630,17,9988,0,367,7335,1814,450,235,0,0,1798,0,902,238,1483,0
FUELHH,20180630,18,10417,0,485,7339,1686,402,235,0,0,1800,0,904,124,1589,0
FUELHH,20180630,19,10386,0,493,7337,1627,530,249,0,0,1800,0,904,26,1595,0
FUELHH,20180630,20,10230,0,472,7337,1566,580,250,0,0,1798,0,904,2,1604,0
FUELHH,20180630,21,10311,0,485,7332,1461,708,140,0,11,1798,0,904,0,1566,0
FUELHH,20180630,22,10335,0,491,7332,1328,560,102,0,18,1800,0,904,0,1565,0
FUELHH,20180630,23,10218,0,418,7341,1318,306,71,0,21,1702,0,854,0,1600,0
FUELHH,20180630,24,9962,0,359,7336,1393,320,54,0,24,1702,0,854,0,1420,0
FUELHH,20180630,25,9705,0,213,7336,1470,314,43,0,26,1702,0,854,0,1290,0
FUELHH,20180630,26,9408,0,38,7326,1601,434,26,0,25,1702,0,854,0,1261,0
FUELHH,20180630,27,9320,0,0,7331,1730,322,25,0,25,1702,0,854,0,1265,0
FUELHH,20180630,28,8778,0,0,7328,1784,346,25,0,25,1702,0,852,0,1248,0
FUELHH,20180630,29,8943,0,0,7331,1838,310,24,0,26,1702,0,590,0,1247,0
FUELHH,20180630,30,8816,0,0,7330,1937,300,24,0,25,1702,0,584,0,1280,0
FUELHH,20180630,31,8928,0,0,7329,2055,314,40,0,26,1702,0,326,0,1234,0
FUELHH,20180630,32,9036,0,0,7329,2178,360,54,0,26,1700,0,322,0,1247,0
FUELHH,20180630,33,9118,0,0,7333,2403,296,130,0,26,1798,0,608,54,1252,0
FUELHH,20180630,34,9610,0,0,7332,2476,470,176,0,26,1798,0,618,114,1332,0
FUELHH,20180630,35,10012,0,0,7335,2591,460,263,0,26,1896,0,942,78,1599,0
FUELHH,20180630,36,10417,0,0,7335,2666,414,273,0,26,1896,0,950,22,1663,0
FUELHH,20180630,37,10628,0,0,7339,2948,516,276,0,25,1948,0,976,8,1649,0
FUELHH,20180630,38,10832,0,0,7337,3090,602,276,0,26,1948,0,976,64,1579,0
FUELHH,20180630,39,10841,0,0,7335,3281,708,247,0,26,1948,0,976,170,1535,0
FUELHH,20180630,40,10949,0,0,7336,3557,474,219,0,26,1948,0,976,272,1432,0
FUELHH,20180630,41,10785,0,0,7332,4013,300,122,0,23,1898,0,950,234,1309,0
FUELHH,20180630,42,10153,0,0,7326,4360,382,97,0,15,1896,0,950,246,1276,0
FUELHH,20180630,43,10335,0,0,7328,4580,462,44,0,5,1896,0,950,294,1262,0
FUELHH,20180630,44,10511,0,0,7323,4533,538,40,0,0,1896,0,950,362,1257,0
FUELHH,20180630,45,10592,0,35,7327,4371,522,40,0,0,1896,0,950,438,1227,0
FUELHH,20180630,46,9682,0,170,7325,4304,290,39,0,0,1900,0,950,430,1287,0
FUELHH,20180630,47,8911,0,249,7326,4084,210,29,0,0,1604,0,808,396,1428,0
FUELHH,20180630,48,7983,0,247,7333,4007,6,21,0,0,1600,0,806,392,1417,0
FUELHH,20180701,1,6967,0,243,7328,4053,0,21,0,0,1502,102,760,412,1298,0
FUELHH,20180701,2,6216,0,242,7332,3999,0,21,0,0,1504,114,758,398,1234,0
FUELHH,20180701,3,6524,0,242,7333,3967,0,21,0,0,1060,150,712,342,1231,0
FUELHH,20180701,4,6225,0,242,7317,3903,0,21,0,0,1058,216,710,412,1223,0
FUELHH,20180701,5,6236,0,243,7327,4000,0,21,0,0,912,208,710,464,1167,0
FUELHH,20180701,6,6148,0,243,7335,4074,0,21,0,0,912,158,710,440,1213,0
FUELHH,20180701,7,6042,0,243,7333,3991,0,21,0,0,912,212,710,406,1289,0
FUELHH,20180701,8,6003,0,242,7335,3898,0,21,0,0,912,214,710,406,1228,0
FUELHH,20180701,9,6111,0,242,7335,3736,0,21,0,0,714,152,520,422,1281,0
FUELHH,20180701,10,5839,0,242,7337,3698,0,21,0,0,712,146,518,334,1426,0
FUELHH,20180701,11,5964,0,242,7332,3627,0,21,0,0,712,108,518,228,1555,0
FUELHH,20180701,12,6199,0,242,7336,3400,0,21,0,0,714,120,518,168,1579,0
FUELHH,20180701,13,6679,0,243,7340,3207,0,21,0,0,420,176,708,304,1569,0
FUELHH,20180701,14,7071,0,243,7337,3071,0,22,0,0,418,136,710,448,1579,0
FUELHH,20180701,15,7756,0,242,7336,2914,0,40,0,0,518,0,614,400,1582,0
FUELHH,20180701,16,8028,0,243,7334,2748,0,58,0,0,518,0,612,320,1574,0
FUELHH,20180701,17,8485,0,141,7334,2575,0,78,0,0,806,0,424,380,1598,0
FUELHH,20180701,18,8892,0,0,7333,2413,338,113,0,0,804,0,422,492,1580,0
FUELHH,20180701,19,9126,0,0,7333,2282,170,122,0,0,1496,0,752,382,1496,0
FUELHH,20180701,20,9143,0,0,7334,2391,442,139,0,0,1500,0,760,298,1449,0
FUELHH,20180701,21,9312,0,0,7334,2440,222,157,0,0,1600,0,806,230,1484,0
FUELHH,20180701,22,9467,0,0,7327,2326,402,162,0,0,1602,0,806,162,1503,0
FUELHH,20180701,23,9481,0,0,7334,2454,322,182,0,0,1602,0,806,182,1448,0
FUELHH,20180701,24,9573,0,0,7333,2575,266,150,0,0,1602,0,806,144,1442,0
FUELHH,20180701,25,9613,0,0,7332,2827,248,66,0,0,1600,0,806,156,1506,0
FUELHH,20180701,26,9656,0,0,7330,2919,210,56,0,0,1602,0,804,114,1499,0
FUELHH,20180701,27,9662,0,0,7324,2977,142,56,0,0,1602,0,804,110,1512,0
FUELHH,20180701,28,9326,0,0,7326,3176,142,56,0,0,1602,0,804,78,1467,0
FUELHH,20180701,29,8954,0,0,7329,3426,142,56,0,0,1602,0,804,104,1419,0
FUELHH,20180701,30,9072,0,0,7326,3577,158,56,0,0,1602,0,804,92,1249,0
FUELHH,20180701,31,9187,0,0,7326,3825,146,55,0,0,1600,0,804,24,1266,0
FUELHH,20180701,32,9183,0,0,7326,4111,204,39,0,0,1600,0,804,94,1276,0
FUELHH,20180701,33,9528,0,0,7327,4252,150,47,0,0,1796,0,704,184,1289,0
FUELHH,20180701,34,10069,0,0,7323,4255,160,67,0,0,1798,0,702,248,1309,0
FUELHH,20180701,35,10519,0,0,7329,4293,176,97,0,0,1896,0,946,272,1343,0
FUELHH,20180701,36,10617,0,0,7329,4563,280,134,0,0,1896,0,952,348,1314,0
FUELHH,20180701,37,11014,0,0,7329,4627,266,202,0,0,1996,0,1000,482,1463,0
FUELHH,20180701,38,11037,0,0,7327,4553,514,211,0,0,1996,0,1000,504,1563,0
FUELHH,20180701,39,11103,0,0,7332,4590,668,236,0,0,1996,0,1000,504,1504,0
FUELHH,20180701,40,11236,0,0,7338,4683,778,241,0,0,1996,0,1000,504,1403,0
FUELHH,20180701,41,11197,0,0,7335,4939,638,237,0,0,1898,0,952,504,1371,0
FUELHH,20180701,42,11056,0,0,7332,4830,624,218,0,0,1896,0,952,504,1374,0
FUELHH,20180701,43,11084,0,0,7331,4483,704,193,0,0,1896,82,940,504,1369,0
FUELHH,20180701,44,11157,0,0,7331,4256,534,184,0,0,1898,126,940,504,1392,0
FUELHH,20180701,45,11399,0,31,7326,4028,876,115,0,0,1702,188,852,504,1408,0
FUELHH,20180701,46,10840,0,168,7326,3805,184,116,0,0,1702,190,850,504,1364,0
FUELHH,20180701,47,9883,0,248,7323,3666,0,86,0,0,1410,190,714,504,1366,0
FUELHH,20180701,48,8607,0,243,7322,3561,0,71,0,6,1404,190,710,504,1370,0
FUELHH,20180702,1,7802,0,243,7316,3410,0,39,0,15,1208,190,616,504,1380,0
FUELHH,20180702,2,7406,0,241,7325,3291,0,38,0,18,1206,190,614,504,1403,0
FUELHH,20180702,3,7157,0,241,7328,3086,0,38,0,21,1206,190,614,504,1373,0
FUELHH,20180702,4,6943,0,241,7325,3041,0,37,0,24,1206,190,614,504,1384,0
FUELHH,20180702,5,6839,0,243,7329,2993,0,37,0,25,1206,190,614,504,1396,0
FUELHH,20180702,6,6780,0,242,7326,2921,0,36,0,25,1206,190,614,504,1384,0
FUELHH,20180702,7,7239,0,242,7323,2704,0,36,0,25,1206,190,614,500,1398,0
FUELHH,20180702,8,7545,0,241,7326,2467,0,36,0,25,1206,190,614,504,1417,0
FUELHH,20180702,9,7487,0,243,7331,2316,0,36,0,24,1206,190,614,504,1408,0
FUELHH,20180702,10,7457,0,242,7335,2261,0,36,0,25,1206,190,614,504,1415,0
FUELHH,20180702,11,7330,0,242,7341,2390,0,36,0,25,1402,190,694,504,1394,0
FUELHH,20180702,12,7634,0,241,7338,2455,0,40,0,25,1394,208,698,504,1398,0
FUELHH,20180702,13,8704,0,243,7342,2328,0,64,0,25,1998,266,992,504,1369,0
FUELHH,20180702,14,10816,0,263,7340,2313,172,64,0,25,1998,250,984,500,1391,0
FUELHH,20180702,15,14194,0,242,7339,2274,190,95,0,24,1800,242,302,398,1400,0
FUELHH,20180702,16,15431,0,243,7335,2246,342,98,0,25,1794,150,272,286,1404,0
FUELHH,20180702,17,15779,0,288,7329,2205,614,116,0,25,1996,0,330,226,1409,0
FUELHH,20180702,18,16008,0,378,7326,2124,468,132,0,25,1996,0,332,156,1398,0
FUELHH,20180702,19,16296,0,405,7327,2070,334,206,0,25,1998,0,474,4,1395,0
FUELHH,20180702,20,16308,0,212,6740,2053,246,196,0,25,1998,0,458,0,1440,0
FUELHH,20180702,21,16419,0,0,7329,2032,218,215,0,23,1998,0,102,0,1439,0
FUELHH,20180702,22,16119,0,0,7329,1893,490,212,0,20,1998,0,102,0,1308,0
FUELHH,20180702,23,15936,0,0,7330,1849,452,166,0,18,1998,0,210,0,1086,0
FUELHH,20180702,24,15912,0,0,7326,1788,428,165,0,16,1998,0,212,0,1086,0
FUELHH,20180702,25,16053,0,0,7327,1825,300,136,0,16,1998,0,102,0,1080,0
FUELHH,20180702,26,15775,0,0,7344,1972,290,109,0,17,1998,0,102,0,1085,0
FUELHH,20180702,27,16040,0,0,7331,2057,282,69,0,19,1940,0,0,0,1080,0
FUELHH,20180702,28,15911,0,0,7326,2218,150,86,0,22,1940,0,0,0,1083,0
FUELHH,20180702,29,15563,0,56,7320,2641,166,78,0,25,1970,0,0,0,1069,0
FUELHH,20180702,30,15225,0,195,7319,3010,164,67,0,26,1970,0,0,0,1070,0
FUELHH,20180702,31,15079,0,336,7318,3276,216,67,0,25,1996,0,0,0,1069,0
FUELHH,20180702,32,15436,0,443,7316,3426,270,70,0,25,1996,0,0,0,1068,0
FUELHH,20180702,33,15096,0,457,7323,3476,160,123,0,25,1996,0,698,0,1069,0
FUELHH,20180702,34,15574,0,412,7320,3497,258,134,0,25,1996,0,830,0,1071,0
FUELHH,20180702,35,15941,0,263,7316,3503,492,220,0,26,1996,0,1054,0,1052,0
FUELHH,20180702,36,16391,0,280,7322,3533,358,213,0,25,1996,0,1058,0,1063,0
FUELHH,20180702,37,16343,0,436,7326,3691,220,237,0,25,1996,0,1058,0,1075,0
FUELHH,20180702,38,16037,0,492,7327,3934,560,239,0,25,1996,0,1058,0,1077,0
FUELHH,20180702,39,16465,0,495,7331,4060,182,242,0,25,1996,0,1058,0,1077,0
FUELHH,20180702,40,16198,0,492,7333,4172,292,231,0,25,1996,0,1058,0,1062,0
FUELHH,20180702,41,15638,0,364,7326,4346,240,106,0,25,1996,0,1058,20,1075,0
FUELHH,20180702,42,14993,0,210,7329,4335,278,95,0,25,1994,0,1056,100,1074,0
FUELHH,20180702,43,14826,0,42,7330,4350,284,85,0,25,1996,0,790,240,1078,0
FUELHH,20180702,44,14275,0,39,7329,4650,134,86,0,25,1994,0,784,322,1086,0
FUELHH,20180702,45,13877,0,159,7324,4779,182,58,0,26,1150,0,996,362,1100,0
FUELHH,20180702,46,12695,0,242,7319,4700,194,39,0,25,1144,0,1000,338,1114,0
FUELHH,20180702,47,10407,0,242,7321,4481,0,38,0,25,1796,0,902,470,1268,0
FUELHH,20180702,48,8542,0,243,7323,4408,0,37,0,25,1798,0,900,504,1393,0
FUELHH,20180703,1,7681,0,243,7323,4352,0,36,0,25,1552,0,786,504,1390,0
FUELHH,20180703,2,6902,0,243,7331,4275,0,35,0,25,1552,16,784,504,1390,0
FUELHH,20180703,3,6666,0,241,7330,4221,0,35,0,26,1552,124,784,504,1389,0
FUELHH,20180703,4,6592,0,244,7332,4059,0,35,0,25,1552,272,784,504,1390,0
FUELHH,20180703,5,6271,0,242,7324,4039,0,35,0,25,1552,296,784,504,1395,0
FUELHH,20180703,6,6235,0,243,7323,4167,0,35,0,25,1552,288,782,504,1377,0
FUELHH,20180703,7,6761,0,243,7318,4106,0,35,0,25,1552,248,544,504,1374,0
FUELHH,20180703,8,6986,0,243,7316,3900,0,35,0,25,1552,258,538,504,1377,0
FUELHH,20180703,9,6988,0,243,7314,3813,0,35,0,25,1552,234,538,504,1380,0
FUELHH,20180703,10,6752,0,242,7325,3699,0,35,0,25,1550,234,536,504,1378,0
FUELHH,20180703,11,6543,0,243,7340,3544,0,35,0,25,1648,252,300,504,1383,0
FUELHH,20180703,12,7171,0,243,7324,3284,0,35,0,25,1648,216,296,504,1386,0
FUELHH,20180703,13,9928,0,77,7323,3045,0,35,0,25,1846,290,284,474,1166,0
FUELHH,20180703,14,12087,0,0,7329,2958,0,35,0,25,1868,298,282,346,1084,0
FUELHH,20180703,15,15514,0,0,7331,2964,228,54,0,25,1176,196,0,182,1079,0
FUELHH,20180703,16,16686,0,0,7329,2887,392,59,0,25,1174,34,0,32,1074,0
FUELHH,20180703,17,16383,0,0,7329,2664,352,94,0,25,1650,0,602,0,1077,0
FUELHH,20180703,18,16501,0,0,7326,2526,350,99,0,25,1650,0,698,0,1078,0
FUELHH,20180703,19,16708,0,0,7327,2416,372,118,0,25,1334,0,952,0,1086,0
FUELHH,20180703,20,16753,0,0,7331,2361,140,119,0,25,1330,0,956,0,1095,0
FUELHH,20180703,21,16282,0,0,7320,2245,294,119,0,25,1414,0,730,0,1105,0
FUELHH,20180703,22,16536,0,0,7318,2124,198,96,0,25,1412,0,672,0,1095,0
FUELHH,20180703,23,16663,0,0,7313,2038,226,38,0,25,1846,0,102,0,1099,0
FUELHH,20180703,24,16620,0,0,7315,2022,158,35,0,25,1856,0,102,0,1099,0
FUELHH,20180703,25,16657,0,0,7315,2116,158,44,0,26,1694,0,102,0,1099,0
FUELHH,20180703,26,16573,0,0,7321,2188,152,44,0,25,1694,0,102,0,1097,0
FUELHH,20180703,27,16607,0,0,7320,2087,218,44,0,26,1438,0,102,0,1094,0
FUELHH,20180703,28,16569,0,0,7317,1960,330,45,0,25,1438,0,102,0,1093,0
FUELHH,20180703,29,16681,0,0,7319,1962,366,51,0,25,1374,0,102,0,1088,0
FUELHH,20180703,30,16791,0,0,7312,2114,352,49,0,25,1374,0,102,0,1089,0
FUELHH,20180703,31,16545,0,0,7314,2196,360,63,0,25,1644,0,0,0,1089,0
FUELHH,20180703,32,17074,0,0,7315,2302,570,65,0,26,1644,0,0,0,1090,0
FUELHH,20180703,33,17348,0,0,7316,2267,320,95,0,25,1996,0,280,0,1091,0
FUELHH,20180703,34,18018,0,0,7321,2186,366,128,0,25,1996,0,302,0,1090,0
FUELHH,20180703,35,18322,0,0,7322,2085,228,271,0,25,1996,0,752,0,1077,0
FUELHH,20180703,36,18686,0,0,7317,2086,332,299,0,25,1996,0,768,0,1030,0
FUELHH,20180703,37,18696,0,0,7319,2108,448,289,0,25,1996,0,840,0,1080,0
FUELHH,20180703,38,18632,0,0,7315,2084,586,282,0,25,1996,0,840,0,1105,0
FUELHH,20180703,39,18253,0,0,7315,2110,142,292,0,26,1996,0,956,0,1098,0
FUELHH,20180703,40,17727,0,0,7317,2039,374,303,0,26,1996,0,958,0,1085,0
FUELHH,20180703,41,17556,0,0,7317,1933,218,263,0,25,1996,0,958,0,1088,0
FUELHH,20180703,42,16642,0,0,7312,1905,140,254,0,25,1996,0,958,0,1089,0
FUELHH,20180703,43,16770,0,0,7314,1948,430,236,0,25,1826,0,824,22,1092,0
FUELHH,20180703,44,16241,0,16,7315,1975,284,213,0,26,1830,0,822,110,1115,0
FUELHH,20180703,45,17306,0,113,7311,1961,744,171,0,25,744,0,872,116,1158,0
FUELHH,20180703,46,16461,0,201,7314,1885,202,163,0,25,740,0,874,40,1285,0
FUELHH,20180703,47,13410,0,270,7316,2022,0,162,0,25,1846,0,926,0,1327,0
FUELHH,20180703,48,11342,0,322,7317,2176,0,136,0,25,1848,0,926,64,1427,0
FUELHH,20180704,1,10271,0,243,7309,2196,0,72,0,26,1848,0,926,178,1610,0
FUELHH,20180704,2,10364,0,243,6742,2113,0,72,0,25,1848,0,928,328,1561,0
FUELHH,20180704,3,10264,0,243,6685,2060,0,72,0,26,1848,40,926,470,1637,0
FUELHH,20180704,4,10178,0,243,6691,1871,0,72,0,25,1850,94,928,504,1594,0
FUELHH,20180704,5,9947,0,243,6693,1623,0,72,0,25,1850,68,926,504,1639,0
FUELHH,20180704,6,9844,0,243,6696,1471,0,72,0,25,1848,16,928,504,1595,0
FUELHH,20180704,7,9705,0,243,6691,1451,0,72,0,25,1850,24,926,504,1638,0
FUELHH,20180704,8,9865,0,244,6694,1450,0,72,0,26,1850,24,928,430,1642,0
FUELHH,20180704,9,9945,0,242,6691,1356,0,84,0,25,1848,24,926,392,1613,0
FUELHH,20180704,10,9816,0,242,6694,1309,0,84,0,25,1850,24,926,374,1637,0
FUELHH,20180704,11,10178,0,242,6698,1295,0,84,0,25,1848,24,754,448,1691,0
FUELHH,20180704,12,10557,0,242,6694,1275,0,84,0,25,1848,24,752,454,1705,0
FUELHH,20180704,13,11513,0,244,6691,1187,0,84,0,25,1996,100,994,304,1560,0
FUELHH,20180704,14,13580,0,242,6690,1044,126,84,0,25,1996,162,1000,212,1386,0
FUELHH,20180704,15,17561,0,244,6691,913,296,124,0,25,1366,0,190,66,1845,0
FUELHH,20180704,16,19062,0,242,6688,878,208,130,0,25,1360,0,154,0,2025,0
FUELHH,20180704,17,19256,0,205,6691,808,246,170,0,26,1996,0,300,0,2137,0
FUELHH,20180704,18,19776,0,0,6689,702,196,172,2,25,1996,0,292,0,2256,0
FUELHH,20180704,19,19979,0,0,6687,594,374,182,3,24,1996,0,0,0,2274,0
FUELHH,20180704,20,19954,0,0,6686,533,254,165,0,22,1996,0,0,0,2267,0
FUELHH,20180704,21,19809,0,0,6679,464,396,178,0,21,1998,0,0,0,2267,0
FUELHH,20180704,22,19817,0,0,6683,405,212,174,0,20,1998,0,0,0,2275,0
FUELHH,20180704,23,19655,0,0,6694,349,156,117,0,21,1996,0,98,0,2274,0
FUELHH,20180704,24,19642,0,0,6695,324,164,112,0,23,1998,0,102,0,2268,0
FUELHH,20180704,25,19841,0,0,6680,304,258,72,0,24,1998,0,0,0,2269,0
FUELHH,20180704,26,19685,0,0,6683,282,280,72,0,25,1996,0,0,0,2272,0
FUELHH,20180704,27,19592,0,0,6687,273,348,72,0,25,1996,0,0,0,2256,0
FUELHH,20180704,28,19681,0,0,6693,303,286,72,2,25,1996,0,0,0,2254,0
FUELHH,20180704,29,19666,0,0,6693,321,210,72,0,25,1998,0,0,0,2240,0
FUELHH,20180704,30,19650,0,0,6688,310,196,72,0,25,1998,0,0,0,2247,0
FUELHH,20180704,31,19596,0,0,6687,363,158,72,0,25,1996,0,186,0,2249,0
FUELHH,20180704,32,19670,0,0,6681,396,312,45,0,25,1996,0,196,0,2231,0
FUELHH,20180704,33,19742,0,0,6684,428,318,167,0,25,1996,0,390,0,2221,0
FUELHH,20180704,34,19749,0,0,6686,428,816,205,0,25,1996,0,410,0,2220,0
FUELHH,20180704,35,19401,0,0,6688,402,1052,229,0,25,1996,0,1038,0,2225,0
FUELHH,20180704,36,19804,0,0,6691,390,1098,241,0,26,1996,0,1058,0,2222,0
FUELHH,20180704,37,19762,0,0,6690,371,1134,262,0,25,1996,0,1058,0,2219,0
FUELHH,20180704,38,19956,0,0,6688,332,1010,264,0,25,1996,0,1058,0,2238,0
FUELHH,20180704,39,20280,0,0,6688,299,386,238,0,25,1996,0,1058,44,2226,0
FUELHH,20180704,40,19988,0,0,6692,303,416,235,0,25,1996,0,1058,22,2237,0
FUELHH,20180704,41,19728,0,0,6688,278,276,204,0,26,1996,0,1058,42,2239,0
FUELHH,20180704,42,19487,0,0,6689,264,256,181,0,26,1996,0,1058,174,2192,0
FUELHH,20180704,43,19242,0,0,6690,305,378,112,0,27,1996,0,1000,292,2194,0
FUELHH,20180704,44,18956,0,0,6693,316,140,107,0,27,1996,0,1000,318,2216,0
FUELHH,20180704,45,18897,0,1,6690,359,202,61,0,27,1256,0,836,284,2269,0
FUELHH,20180704,46,17330,0,146,6686,405,140,55,0,27,1250,0,832,204,2128,0
FUELHH,20180704,47,14842,0,240,6683,484,18,53,0,27,1996,0,996,216,1806,0
FUELHH,20180704,48,13164,0,245,6685,524,30,47,0,27,1996,78,1000,284,1623,0
FUELHH,20180705,1,12044,0,248,6682,572,0,20,0,27,1752,184,882,384,1632,0
FUELHH,20180705,2,11002,0,243,6683,578,0,20,0,27,1748,292,880,498,1633,0
FUELHH,20180705,3,10622,0,242,6681,701,0,20,0,27,1748,294,880,504,1633,0
FUELHH,20180705,4,10302,0,242,6685,813,0,20,0,27,1748,294,880,504,1618,0
FUELHH,20180705,5,9562,0,242,6689,900,0,20,0,27,1750,294,880,504,1612,0
FUELHH,20180705,6,9214,0,242,6689,904,0,20,0,27,1750,248,880,504,1613,0
FUELHH,20180705,7,8942,0,242,6685,1001,0,20,0,27,1750,288,880,504,1607,0
FUELHH,20180705,8,8762,0,242,6684,1107,0,20,0,27,1750,290,880,504,1620,0
FUELHH,20180705,9,8622,0,241,6688,1110,0,20,0,27,1750,290,878,504,1634,0
FUELHH,20180705,10,8548,0,241,6691,1184,0,20,0,27,1748,290,766,504,1625,0
FUELHH,20180705,11,9617,0,243,6688,1146,0,20,0,27,1748,278,0,504,1644,0
FUELHH,20180705,12,10460,0,244,6691,1139,0,22,0,27,1750,296,0,504,1638,0
FUELHH,20180705,13,12106,0,57,6695,1205,0,39,0,27,1996,298,126,474,1599,0
FUELHH,20180705,14,14500,0,0,6693,1367,114,39,0,27,1998,296,132,374,1581,0
FUELHH,20180705,15,16943,0,0,6693,1351,184,39,0,27,1996,216,174,248,1678,0
FUELHH,20180705,16,18115,0,0,6694,1282,266,39,0,27,1998,76,174,108,1898,0
FUELHH,20180705,17,18052,0,0,6695,1177,346,83,0,27,1996,0,1006,0,2128,0
FUELHH,20180705,18,18116,0,0,6696,1054,364,85,0,27,1996,0,1058,0,2158,0
FUELHH,20180705,19,18072,0,0,6697,1074,614,123,0,27,1996,0,1058,0,2121,0
FUELHH,20180705,20,18011,0,0,6698,1099,300,141,0,27,1996,0,1058,0,2211,0
FUELHH,20180705,21,17597,0,0,6692,1147,428,138,0,27,1996,0,1058,0,2181,0
FUELHH,20180705,22,17442,0,0,6689,1070,642,98,0,27,1996,0,1058,0,2140,0
FUELHH,20180705,23,17765,0,0,6687,934,744,100,0,26,1828,0,1058,0,2055,0
FUELHH,20180705,24,18047,0,0,6678,1075,366,101,0,26,1828,0,1058,0,1962,0
FUELHH,20180705,25,17977,0,0,6682,1174,430,110,0,26,1830,0,952,0,1949,0
FUELHH,20180705,26,17638,0,0,6680,1198,590,93,0,27,1830,0,950,0,1941,0
FUELHH,20180705,27,17624,0,0,6680,1232,418,56,0,27,1896,0,974,0,1923,0
FUELHH,20180705,28,17450,0,0,6680,1450,310,51,0,26,1896,0,974,0,1913,0
FUELHH,20180705,29,17373,0,0,6683,1615,106,71,0,27,1922,0,960,0,1921,0
FUELHH,20180705,30,17119,0,0,6680,1679,218,71,0,27,1922,0,960,0,1969,0
FUELHH,20180705,31,17193,0,0,6676,1761,78,92,0,27,1998,0,870,0,1990,0
FUELHH,20180705,32,17535,0,0,6676,1903,260,144,0,27,1996,0,868,0,1991,0
FUELHH,20180705,33,18114,0,0,6675,1943,216,233,0,27,1996,0,998,0,1980,0
FUELHH,20180705,34,18396,0,0,6681,1971,558,250,0,27,1996,0,1000,0,1943,0
FUELHH,20180705,35,18677,0,0,6675,1888,748,275,0,27,1996,0,1056,0,1913,0
FUELHH,20180705,36,18749,0,0,6683,1821,670,276,0,27,1996,0,1058,0,1942,0
FUELHH,20180705,37,18912,0,0,6679,1704,584,276,0,27,1996,0,1058,0,1944,0
FUELHH,20180705,38,19086,0,0,6683,1609,506,269,0,27,1996,0,1058,0,1989,0
FUELHH,20180705,39,19132,0,0,6682,1566,392,206,0,27,1996,0,1058,0,2021,0
FUELHH,20180705,40,19055,0,0,6682,1534,412,177,0,27,1996,0,1058,48,2039,0
FUELHH,20180705,41,19109,0,0,6684,1460,194,135,0,27,1996,0,1058,72,2037,0
FUELHH,20180705,42,19158,0,0,6686,1225,324,111,0,27,1996,0,1054,26,2032,0
FUELHH,20180705,43,19313,0,0,6685,1084,264,44,0,27,1996,0,672,166,2040,0
FUELHH,20180705,44,19082,0,0,6686,978,222,42,0,27,1996,0,658,248,2053,0
FUELHH,20180705,45,19282,0,21,6688,778,248,27,0,27,1996,0,310,124,1988,0
FUELHH,20180705,46,18108,0,168,6684,674,302,31,0,27,1996,0,316,78,1568,0
FUELHH,20180705,47,15984,0,245,6684,606,26,33,0,27,1996,0,974,222,1090,0
FUELHH,20180705,48,14660,0,247,6686,494,68,35,0,27,1996,40,1000,292,955,0
FUELHH,20180706,1,14231,0,243,6682,409,0,36,0,26,1898,106,952,414,963,0
FUELHH,20180706,2,13482,0,244,6681,352,0,35,0,26,1900,200,952,448,975,0
FUELHH,20180706,3,13059,0,243,6679,325,0,34,0,25,1850,268,928,504,987,0
FUELHH,20180706,4,12979,0,242,6678,259,0,33,0,26,1850,196,926,504,986,0
FUELHH,20180706,5,12825,0,242,6677,218,0,32,0,27,1850,170,928,504,985,0
FUELHH,20180706,6,12765,0,242,6681,210,0,32,0,27,1850,224,928,504,976,0
FUELHH,20180706,7,12619,0,242,6685,191,0,31,0,27,1850,148,928,504,988,0
