,Company Name,Name,Type,TypeID,SiteID,Renewable,Capacity(MW),Capacity(kW),StartYear,EndYear
578,Solar century / Magnetar Solar,Walkers Wood Solar Park,Solar,7,2151,1,27,27000,2015,2040
579,Vento Ludens,Odell Glebe Solar Farm,Solar,7,2152,1,16.8,16800,2015,2040
580,Bath & West Community Energy Ltd,Hunstrete (Wilmington Farm),Solar,7,2153,1,2.3,2300,2014,2039
581,Sigma Solar Limited / OPDE,Lower Severalls Farm,Solar,7,2154,1,10.8,10800,2017,2042
582,Quercus Renewable Holding 2,Burton Farm,Solar,7,2157,1,4.4,4400,2015,2040
583,Elgin Energy EsCo,Sundorne Grove,Solar,7,2158,1,20,20000,2015,2040
584,Good Energy Generation,Lower End Farm,Solar,7,2159,1,4.9,4900,2015,2040
585,Skegness Solar Park,Skegness Solar Park,Solar,7,2160,1,4.9,4900,2015,2040
586,NESF (formerly Lark Energy),Land north of Temple Normanton,Solar,7,2162,1,4.9,4900,2016,2041
587,Private Developer,Helland Meads - resubmission,Solar,7,2164,1,1.2,1200,2014,2039
588,Foresight,Crow Trees Farm,Solar,7,2165,1,4.7,4700,2016,2041
589,Mellington Farm,Priest Weston,Solar,7,2166,1,1,1000,2015,2040
590,Vogt Solar,Horam,Solar,7,2169,1,8.1,8100,2015,2040
591,Lightsource Renewable Energy,Turves/Burtnhouse Solar Farm extension,Solar,7,2171,1,4.7,4700,2015,2040
592,Renewable Energy Systems Ltd (RES),Coombe Farm,Solar,7,2173,1,8,8000,2015,2040
593,British Solar Renewables,Higher Hill Farm (extension),Solar,7,2174,1,1.5,1500,2016,2041
594,INRG (Solar Park) 14,Mount Farm,Solar,7,2175,1,22,22000,2016,2041
595,KS SPV53 Ltd,Hafod-Y-Dafal Farm,Solar,7,2176,1,14,14000,2015,2040
596,Lark Energy,Barr Farm,Solar,7,2178,1,1.8,1800,2015,2040
597,British Aerospace Defence Limited,BAE Samlesbury Aerodrome,Solar,7,2179,1,2,2000,2015,2040
598,John Laing Environmental Assets Group ,Shoals Hook Farm,Solar,7,2180,1,12.1,12100,2015,2040
599,Lightsource Renewable Energy,Manor Farm,Solar,7,2181,1,7.5,7500,2015,2040
600,,Littlewood Farm,Solar,7,2182,1,14,14000,2015,2040
601,Trina Solar,Cherry Tree Farm,Solar,7,2184,1,5,5000,2016,2041
602,G & D Castle Ltd,Lodge Farm,Solar,7,2185,1,2.4,2400,2015,2040
603,Solar Planning,Bumpers Farm Phase 1,Solar,7,2186,1,5,5000,2017,2042
604,Push Energy/ NextEnergy Solar Fund (NESF),Birch Airfield,Solar,7,2187,1,5.6,5600,2015,2040
605,United Photovoltaics,Gaultney Solar Park,Solar,7,2188,1,20.5,20500,2015,2040
606,SBC Renewables,Puriton Landfill Solar Farm,Solar,7,2190,1,11.4,11400,2015,2040
607,Solar century / Magnetar Solar,Hunciecroft Farm,Solar,7,2192,1,8,8000,2015,2040
608,Push Energy,Rolleston Park Farm,Solar,7,2196,1,18.7,18700,2015,2040
609,Foresight,Prestop Park Farm,Solar,7,2200,1,16,16000,2015,2040
610,Foresight,Yardwall Manor,Solar,7,2201,1,3,3000,2015,2040
611,Canadian Solar,Royston Solar Farm (Phase 1) (a),Solar,7,2202,1,5,5000,2016,2041
612,Defence Infrastructure Organisation,MOD Lyneham,Solar,7,2203,1,69.8,69800,2015,2040
613,Deepdale Farm Solar Ltd,Deepdale Farm,Solar,7,2204,1,8,8000,2016,2041
614,Capital Stage,Manor Farm (Horton),Solar,7,2205,1,5,5000,2016,2041
615,MTS Hill Farm Solar Ltd,Penrhiwarwydd Farm,Solar,7,2206,1,8.5,8500,2015,2040
616,Estover Energy,Nowhere Farm,Solar,7,2208,1,8.1,8100,2015,2040
617,Kappa Solar/ OPDE,Langar Lane,Solar,7,2210,1,10,10000,2016,2041
618,Lightsource Renewable Energy,Pitchford,Solar,7,2211,1,10.2,10200,2015,2040
619,Lightsource Renewable Energy,Condover Airfield,Solar,7,2212,1,12.3,12300,2015,2040
620,Anesco,Askern Colliery solar farm,Solar,7,2213,1,5,5000,2015,2040
621,Walters Group,Maesgwyn solar farm,Solar,7,2215,1,7.5,7500,2017,2042
622,Lightsource Renewable Energy,Church Farm,Solar,7,2216,1,6.2,6200,2015,2040
623,Hive Energy,Folly Farm,Solar,7,2217,1,13.1,13100,2015,2040
624,FC Palmer and Sons,Stowbridge Farm - Extension (Phase 2),Solar,7,2218,1,10,10000,2015,2040
625,Lightsource Renewable Energy,Black Peak Farm,Solar,7,2219,1,31.8,31800,2015,2040
626,NESF (formerly Lark Energy),"Jubilee Farm, Barnby Moor",Solar,7,2221,1,5,5000,2017,2042
627,Solstice Renewables,Newnham Estate,Solar,7,2225,1,14,14000,2015,2040
628,Sunsave 19 (Wambrook)/ Vogt Solar,Wambrook Farm,Solar,7,2226,1,4.1,4100,2015,2040
629,Harper Solar Ltd,Gawcott Fields Farm,Solar,7,2227,1,9.2,9200,2015,2040
630,OPDE,Mount Mill Farm - resubmission,Solar,7,2228,1,12,12000,2015,2040
631,Haymaker Energy,Handley Park - resubmission,Solar,7,2231,1,5,5000,2016,2041
632,CRE8 Energy (UK),Tollgate Farm,Solar,7,2232,1,4.3,4300,2016,2041
633,British Solar Renewables,North Farm (Spetisbury),Solar,7,2233,1,11.6,11600,2015,2040
634,Eco Sustainable Solutions,Chapel Lane Parley Solar Farm Phase 3,Solar,7,2234,1,4,4000,2015,2040
635,Green Switch Solutions,GDL Wymeswold Solar Farm/land off the A6006,Solar,7,2237,1,6.1,6100,2016,2041
636,Cambridge Solar Power/ Vogt Solar,Hillhouse Farm,Solar,7,2238,1,28.5,28500,2015,2040
637,CEE,Gib Lane (Aston Clinton solar park),Solar,7,2239,1,24.2,24200,2015,2040
638,MS Power Projects,Outwood Farm (Phase 1),Solar,7,2240,1,5,5000,2016,2041
639,Fengate Capital ,Raventhorpe Farm,Solar,7,2241,1,38,38000,2015,2040
640,Brilliant Harvest Installations,Manor Farm (Castle Cary),Solar,7,2242,1,1.8,1800,2017,2042
641,Lightsource Renewable Energy,Maes Bach Farm,Solar,7,2243,1,4.9,4900,2015,2040
642,Foresight,Sheepbridge Court Farm,Solar,7,2244,1,5,5000,2015,2040
643,Valfortec,Elton solar farm,Solar,7,2247,1,5,5000,2015,2040
644,Good Energy Generation,Cross Roads Plantation,Solar,7,2248,1,5,5000,2015,2040
645,Lightsource Renewable Energy,Munceys Farm,Solar,7,2249,1,31.6,31600,2015,2040
646,Sunsave 7 Luscott Barton Ltd/ vogt Solar ,Luscott Barton,Solar,7,2252,1,13,13000,2015,2040
647,Haymaker Energy,Kinmel 1 CIC,Solar,7,2253,1,5,5000,2016,2041
648,Cubico Sustainable Investments ,Owls Hatch Road,Solar,7,2255,1,48,48000,2015,2040
649,Hive Energy,Wilbees Farm (resubmission),Solar,7,2258,1,5,5000,2016,2041
650,S.A.T. Sun & Alternative Technology,Winterbrook,Solar,7,2259,1,1.2,1200,2015,2040
651,Solar century / Magnetar Solar,Welbeck Solar / Hazel Gap,Solar,7,2260,1,16,16000,2015,2040
652,CEE,Homestead Farm (Alderton),Solar,7,2261,1,17.6,17600,2015,2040
653,BE Renewables (on behalf of Arna Wood),Arna Wood Solar,Solar,7,2263,1,6.2,6200,2017,2042
654,Envantage Renewables,Knottingley A,Solar,7,2264,1,5,5000,2016,2041
655,Anesco,Clayhill Farm,Solar,7,2265,1,10,10000,2016,2041
656,Foresight Solar Fund,Paddock Wood,Solar,7,2266,1,9.2,9200,2015,2040
657,Countryside Renewables,Wick Farm (Burnham on Crouch),Solar,7,2268,1,5,5000,2015,2040
658,Lightsource Renewable Energy,Netherfield Lane,Solar,7,2271,1,19.7,19700,2015,2040
659,GDL Upper Meadowley,Upper Meadowley Farm,Solar,7,2272,1,10.7,10700,2017,2042
660,Hadstone Energy/ Communities for Renewables,Wick Farm Solar Park,Solar,7,2274,1,14.6,14600,2016,2041
661,European Energy Photovoltaics,High Leas,Solar,7,2277,1,6.5,6500,2015,2040
662,Foresight Solar Fund,Atherstone,Solar,7,2278,1,14.7,14700,2015,2040
663,Foresight Solar Fund,The Elms,Solar,7,2279,1,10.4,10400,2015,2040
664,Aardvark Environment Matters,Hunters Race Solar Park,Solar,7,2280,1,9.3,9300,2014,2039
665,AG Renewables Ltd,Parham Airfield (Great Glenham),Solar,7,2281,1,17.5,17500,2013,2038
666,Solar Power Generation Limited,Chapel Lane Parley Solar Farm Phase 1,Solar,7,2282,1,20,20000,2014,2039
667,Foresight,Welbeck Colliery,Solar,7,2283,1,11.3,11300,2014,2039
668,Private Developer,Priory Farm,Solar,7,2284,1,3.1,3100,2014,2039
669,Terraform Power (SunEdison),Norrington Common Solar Farm,Solar,7,2285,1,10,10000,2014,2039
670,INRG Solar,Hendre Fawr Farm,Solar,7,2286,1,11.6,11600,2015,2040
671,Lightsource Renewable Energy,Northmoor,Solar,7,2288,1,5,5000,2015,2040
672,BNRG Renewables,Manor Farm - Shripney,Solar,7,2296,1,5,5000,2016,2041
673,Mongoose Energy Coop,Chelwood Solar Farm,Solar,7,2298,1,5,5000,2015,2040
674,Prosolia UK,Manor Farm - Pertenhall,Solar,7,2299,1,15,15000,2015,2040
675,Solar Century/ Bluefield Solar ,Hardingham Solar Farm - extension,Solar,7,2300,1,5.2,5200,2015,2040
676,Green Energy UK Direct Ltd,Brooks Farm Solar Park,Solar,7,2307,1,8,8000,2015,2040
677,New Forest Energy Ltd,Christchurch Energy,Solar,7,2308,1,18,18000,2015,2040
678,Foresight,Yarburgh Grove Farm,Solar,7,2309,1,8.1,8100,2015,2040
679,PS Renewables,Taplins Farm solar park,Solar,7,2312,1,5.9,5900,2016,2041
680,Anesco,Homestead Farm,Solar,7,2314,1,10.7,10700,2015,2040
681,Green Energy UK Direct Ltd/ Vogt Solar,The Kickles,Solar,7,2319,1,5,5000,2016,2041
682,Lightsource Renewable Energy,Eakring Solar Farm,Solar,7,2320,1,11.9,11900,2015,2040
683,United Photovoltaics,Egmanton Solar Farm - resubmission,Solar,7,2321,1,14.2,14200,2015,2040
684,Inazin Energy Limited/Low Carbon,Branston solar park,Solar,7,2323,1,18.9,18900,2015,2040
685,John Laing Environmental Assets Group ,Golden Hill,Solar,7,2325,1,6.2,6200,2015,2040
686,Wessex Solar Energy,Chapel Hill,Solar,7,2326,1,8,8000,2015,2040
687,Lightsource Renewable Energy,Pen Rhiw Caradog,Solar,7,2327,1,4.7,4700,2017,2042
688,Allianz ,Vine Farm Solar Park,Solar,7,2329,1,45,45000,2016,2041
689,Foresight,Coombeshead Solar Farm,Solar,7,2331,1,8,8000,2015,2040
690,Push Energy/ NextEnergy Solar Fund (NESF),Decoy Farm,Solar,7,2332,1,5,5000,2015,2040
691,Chalgrove Solar,Easington Farm (Chalgrove),Solar,7,2333,1,21.3,21300,2015,2040
692,Solar Park Developments,Gelliwern Isaf Farm,Solar,7,2334,1,6,6000,2015,2040
693,Foresight,Sawmills Solar Farm,Solar,7,2335,1,6.5,6500,2015,2040
694,Lightsource Renewable Energy,Walland Farm,Solar,7,2336,1,5,5000,2015,2040
695,Elgin Energy EsCo,Weycock Road,Solar,7,2338,1,7,7000,2016,2041
696,Anesco,Higher Bye Farm,Solar,7,2342,1,6.8,6800,2015,2040
697,Next Energy Solar Fund Ltd,Cockhill Solar Farm,Solar,7,2343,1,20,20000,2015,2040
698,Hive Energy,Bentham Farm,Solar,7,2344,1,8,8000,2015,2040
699,Lark Energy,Boscombe Airfield,Solar,7,2345,1,12.3,12300,2015,2040
700,Foresight Solar Fund,Shotwick Solar Farm,Solar,7,2347,1,45.7,45700,2016,2041
701,Solar Securities Group,Winnards Perch Solar Farm,Solar,7,2348,1,3.8,3800,2013,2038
702,Hive Energy,Lodge Farm (Poulshot),Solar,7,2351,1,14.5,14500,2015,2040
703,Vento Ludens,Glebe Farm Solar Energy Park,Solar,7,2352,1,15,15000,2015,2040
704,New Forest Energy Ltd,Bryn yr Odyn Solar Farm,Solar,7,2353,1,15,15000,2015,2040
705,Wessex Solar Energy,Rhyd-y-Pandy Solar Farm,Solar,7,2354,1,6,6000,2015,2040
706,Anesco,Saron Road solar park,Solar,7,2355,1,6.7,6700,2015,2040
707,Pfalz Solar,Tiln Farm solar park,Solar,7,2356,1,8,8000,2015,2040
708,Lark Energy,Langford Solar Farm,Solar,7,2357,1,13,13000,2015,2040
709,South West Solar Parks,Stokes Marsh Farm,Solar,7,2358,1,16.6,16600,2015,2040
710,INRG Solar,West Hall Solar Farm,Solar,7,2359,1,7,7000,2014,2039
711,FC Palmer & Sons Ltd,Stowbridge Farm - Extension (Phase 1),Solar,7,2360,1,10,10000,2015,2040
712,Sovereign Energy Partners LLP,Bourne Park (Solar),Solar,7,2361,1,5,5000,2015,2040
713,United Photovoltaics,Hall Farm,Solar,7,2362,1,5.1,5100,2015,2040
714,Brynteg Solar,Brynteg Farm,Solar,7,2363,1,16.2,16200,2014,2039
715,Lark Energy,Stonepit Farm,Solar,7,2364,1,5,5000,2014,2039
716,Sunsave 23 Limited/ Vogt solar  ,Yerbeston Gate Farm,Solar,7,2365,1,6.1,6100,2015,2040
717,Green Switch Solutions,Grange Farm (Lincolnshire),Solar,7,2366,1,12.7,12700,2015,2040
718,Bluefield Solar Income Fund ,Molehill Farm,Solar,7,2367,1,18,18000,2015,2040
719,Bluefield Solar Income Fund ,Pashley Farm,Solar,7,2368,1,11.5,11500,2015,2040
720,NESF (formerly Lark Energy),Fiskerton Airfield (Phase 1),Solar,7,2369,1,12,12000,2015,2040
721,Conergy UK,Hendai Farm,Solar,7,2370,1,13.4,13400,2015,2040
722,Vortex (formerly Sun Edison),Bury Lane Fruit Farm,Solar,7,2372,1,24,24000,2014,2039
723,Foresight,Marsh Farm Hilperton,Solar,7,2373,1,9.1,9100,2015,2040
724,,Ashlawn Farm,Solar,7,2375,1,6.8,6800,2015,2040
725,Foresight,Cuckoo Grove Farm,Solar,7,2376,1,6.1,6100,2015,2040
726,Foresight,Gedling Solar Farm,Solar,7,2377,1,5.7,5700,2015,2040
727,Anesco,Bilsthorpe Quarry Solar Park,Solar,7,2378,1,4.8,4800,2014,2039
728,Bluefield Solar Income Fund ,Littlebourne,Solar,7,2379,1,17,17000,2014,2039
729,Lark Energy,Wellingborough Solar Farm,Solar,7,2380,1,8.5,8500,2014,2039
730,St. Modwen Developments,Baglan Bay Solar Farm - Phase 1,Solar,7,2381,1,5,5000,2014,2039
731,Green Energy UK Direct Ltd,Gover Farm Solar Park,Solar,7,2382,1,8,8000,2014,2039
732,Kronos Solar,Kerriers Solar Park,Solar,7,2383,1,9.6,9600,2014,2039
733,Wessex Solar Energy,Hullavington Solar Park,Solar,7,2384,1,7,7000,2015,2040
734,Thames Water Utilities,Crossness Sewage Works PV,Solar,7,2385,1,1.5,1500,2011,2036
735,Solar Power Generation,Higher Hill Farm,Solar,7,2386,1,5,5000,2011,2036
736,Private Developer,Manor Farm (Keinton Mandeville),Solar,7,2387,1,1,1000,2011,2036
737,Thames Water,Walton WTW PV,Solar,7,2388,1,1.8,1800,2011,2036
738,Wolseley UK,Wolseley National Distribution Centre,Solar,7,2389,1,2,2000,2014,2039
739,Marks and Spencer plc,East Midlands Distribution Centre,Solar,7,4694,1,6.1,6100,2015,2040
740,TGC Renewables,Land at High Point Farm,Solar,7,4701,1,4.5,4500,2017,2042
741,British Solar Renewables,Land at Newlands Farm,Solar,7,4703,1,5,5000,2016,2041
742,Stuart Howes & Son Ltd,Eckland Lodge Farm,Solar,7,4705,1,2.9,2900,2016,2041
743,Emsrayne Limited ,Caddington Solar Farm (Phase 2),Solar,7,4706,1,5,5000,2016,2041
744,Solar Ventures,Montys Farm,Solar,7,4712,1,5,5000,2016,2041
745,Primrose Solar / Mongoose Energy,Merston Solar Park,Solar,7,4713,1,10,10000,2016,2041
746,UK Solar Assets (Alcor LS-SPV),Fambridge Road/Canewdon Road,Solar,7,4718,1,5,5000,2015,2040
747,Roskrow Solar,Roskrow Farm,Solar,7,4721,1,8.9,8900,2015,2040
748,Hale Solar Limited ,Hale Farm,Solar,7,4727,1,8,8000,2016,2041
749,Pylle Solar/ John Laing Environmental,Pylle Southern solar park (Lower Easton Farm),Solar,7,4729,1,5,5000,2015,2040
750,SRE (Darran),Land at Darran Farm,Solar,7,4734,1,2.6,2600,2017,2042
751,British Solar Renewables,Wisbech Solar Farm,Solar,7,4736,1,3.5,3500,2015,2040
752,Freewatt Renewable Energy,Stow Solar Farm,Solar,7,4737,1,10.2,10200,2016,2041
753,Rhug Estate,Rhug Estate,Solar,7,4738,1,1.2,1200,2016,2041
754,Solar Associates,Snettisham Solar Farm,Solar,7,4739,1,2.7,2700,2017,2042
755,Hazel Capital LLP,West Hill Farm,Solar,7,4740,1,2.4,2400,2015,2040
756,Lightsource Renewable Energy,Cold Harbour Farm,Solar,7,4745,1,5,5000,2015,2040
757,Push Energy,Land at Whatton Road,Solar,7,4748,1,1.5,1500,2015,2040
758,KWTN Solar,Marshwood Farm,Solar,7,4752,1,1.8,1800,2015,2040
759,House O'Hill Wind Energy,House O?Hill Solar Farm,Solar,7,4753,1,1.6,1600,2015,2040
760,Greenfields (A),Hawkers Farm (resubmission),Solar,7,4757,1,9.5,9500,2015,2040
761,Woodtown Solar Limited ,Woodtown Farm,Solar,7,4761,1,3.8,3800,2015,2040
762,West Sussex County Council,Land at Tangmere Airfield,Solar,7,4766,1,5,5000,2015,2040
763,NESF (formerly Green Energy Networks),Land at Coton Park Colliery,Solar,7,4767,1,2.5,2500,2015,2040
764,Public Power Solutions/ Swindon Borough Council ,Chapel Farm,Solar,7,4769,1,5,5000,2017,2042
765,GPV Rhynie,Cairnmore Solar Park,Solar,7,4780,1,3.8,3800,2016,2041
766,British Solar Renewables,Bake Farm Solar Farm,Solar,7,4783,1,5,5000,2016,2041
767,Emotion Solar One,Thompson House Equestrian farm,Solar,7,4785,1,5,5000,2016,2041
768,Lightsource Renewable Energy,Red Hill Farm,Solar,7,4792,1,4.8,4800,2015,2040
769,Green Energy UK Direct,Stoneshill Farm (resubmission),Solar,7,4794,1,5,5000,2017,2042
770,Greencoat (formerly Renesola) ,Carlam Hill Education CIC,Solar,7,4804,1,5,5000,2016,2041
771,Sustain Energy Solutions,Caldecote Manor Farm,Solar,7,4825,1,5,5000,2016,2041
772,Vogt Solar,Crundale / Fenton Home Farm (extension),Solar,7,4830,1,5.9,5900,2015,2040
773,SBC Renewables,Fieldscale,Solar,7,4833,1,10.6,10600,2016,2041
774,FH Dean Ltd,Iwade Solar Farm,Solar,7,4836,1,1.7,1700,2015,2040
775,Padero Solar,Kingsland Barton Solar Farm (resubmission),Solar,7,4838,1,5,5000,2014,2039
776,Wanageeska,Lee Moor China Clay Works,Solar,7,4839,1,9.5,9500,2015,2040
777,Lightsource Renewable Energy,Littleton,Solar,7,4840,1,12.1,12100,2015,2040
778,Hadstone Energy,Lount solar farm,Solar,7,4841,1,2.8,2800,2015,2040
779,BWE Partnership,New Mains Of Guynd Farm,Solar,7,4844,1,10,10000,2016,2041
780,Omega Solar / OPDE,Orchard Farm,Solar,7,4846,1,10,10000,2016,2041
781,AR Partners,Salford Lodge,Solar,7,4850,1,5,5000,2015,2040
782,Elgin Energy EsCo,The Grange,Solar,7,4856,1,8,8000,2016,2041
783,Conergy,Thorne Farm,Solar,7,4857,1,5,5000,2015,2040
784,Vogt Solar,Tiddiecross Solar Farm,Solar,7,4858,1,10.5,10500,2015,2040
785,Lightsource Renewable Energy,Tooleys Farm,Solar,7,4859,1,5.3,5300,2015,2040
786,Anesco,Trickey Warren,Solar,7,4860,1,4.8,4800,2015,2040
787,Sunsave 27 (Twemlows)/ Vogt solar ,Twemlows,Solar,7,4861,1,10,10000,2015,2040
788,Lightsource Renewable Energy,Tyddyn Cae (Nefyn),Solar,7,4862,1,4.9,4900,2015,2040
789,British Solar Renewables,Abbots Ann,Solar,7,4874,1,7,7000,2015,2040
790,Lanhydrock Estate Company,Margate Solar Farm,Solar,7,4878,1,3,3000,2015,2040
791,Conergy,Laceby Solar Farm,Solar,7,4880,1,27.1,27100,2016,2041
792,Island Green Power,Land East of White Horse Lane,Solar,7,4885,1,5,5000,2016,2041
793,Hive Energy/ Vogt Solar ,Westfield Farm,Solar,7,4887,1,5,5000,2016,2041
794,Sunsave 24/ Vogt solar,West Woodlands ,Solar,7,4889,1,5,5000,2016,2041
795,REG Solarpower,Mendennick Farm (resubmission),Solar,7,4891,1,2.8,2800,2015,2040
796,Renewable Developments Wales,Cockett Valley,Solar,7,4896,1,4,4000,2017,2042
797,British Solar Renewables,Rampisham North,Solar,7,4897,1,5,5000,2017,2042
798,Bristol City Council,Severn Road Solar Park,Solar,7,4899,1,1.8,1800,2016,2041
799,Solar Park Developments,Moorhouse Farm,Solar,7,4903,1,5,5000,2016,2041
800,Elgin Energy EsCo,Land at Sutor Farm,Solar,7,4916,1,5,5000,2016,2041
801,Clean Earth Energy ,Land North East Of Penrose Far,Solar,7,4929,1,1.5,1500,2015,2040
802,BNRG (sold to another developer),Land At Ferry Farm,Solar,7,4931,1,10,10000,2015,2040
803,Anesco ,Land at Brookbarn Farm,Solar,7,4933,1,3,3000,2015,2040
804,Lightsource Renewable Energy ,Field at School Aycliffe Lane,Solar,7,4935,1,5,5000,2015,2040
805,West Coast Energy,Capel Grange Solar Park,Solar,7,4936,1,6.6,6600,2016,2041
806,Kinetica Solar,Pentre farm,Solar,7,4938,1,5.5,5500,2014,2039
807,TGC Renewables,Land At Rymes Farm (Phase 1),Solar,7,4939,1,6.9,6900,2016,2041
808,Solar Century (TGC Renewables),Land At Rymes Farm (Phase 2)/Grange Solar Farm,Solar,7,4943,1,6.8,6800,2015,2040
809,Low Carbon ,Trowle Common,Solar,7,4948,1,5,5000,2016,2041
810,Countryside Renewables,Canopus Farm,Solar,7,4951,1,5,5000,2015,2040
811,Conergy West Sussex,Land At Guston Court Farm,Solar,7,4952,1,5,5000,2015,2040
812,Green Power Consultants,Pressock Farm,Solar,7,4969,1,5,5000,2017,2042
813,Anesco ,Rufford Lane,Solar,7,4983,1,2.6,2600,2016,2041
814,Canadian Solar,Land to the north and south of Cakers Lane (Wilsom),Solar,7,4986,1,11,11000,2017,2042
815,Cooper Energy Engineering,Collacott Farm,Solar,7,4990,1,4.5,4500,2016,2041
816,Capital Estate Tonedale ,Tonedale Farm,Solar,7,4994,1,5,5000,2015,2040
817,Sun Farming,Lindridge Farm,Solar,7,4996,1,5,5000,2015,2040
818,Rectory Lane Renewables,Abbots Ripton Solar Farm (ext.),Solar,7,4997,1,3.9,3900,2015,2040
819,United Utilities,Fleetwood Water Treatment Works,Solar,7,5001,1,1.3,1300,2015,2040
820,Cambridge County Council,Triangle Solar Farm Park,Solar,7,5002,1,10,10000,2017,2042
821,3C Energy,Land at Lower House Farm,Solar,7,5006,1,8.1,8100,2016,2041
822,Aldi,Aldi Distribution Centre,Solar,7,5012,1,1.3,1300,2015,2040
823,Sovereign Partners,Bromfield Sand and Gravel,Solar,7,5014,1,0.5,500,2017,2042
824,Sovereign Partners,Land at Heywood Grange,Solar,7,5015,1,8.4,8400,2016,2041
825,NESF (formerly Tau Solar),Ravens Close,Solar,7,5017,1,5,5000,2017,2042
826,NESF (formerly Earthworm/Waltham Solar),Forest Farm,Solar,7,5018,1,3,3000,2017,2042
827,Navitas Project,Land West of Roberts Wall Far,Solar,7,5019,1,2.5,2500,2016,2041
828,Anesco,Drayton Manor Farm,Solar,7,5020,1,25,25000,2016,2041
829,Navitas Project,Somersal Mill Farm,Solar,7,5022,1,2.6,2600,2016,2041
830,Lightsource Renewable Energy,Land Opposite Tyn Y Pistyll,Solar,7,5026,1,5,5000,2015,2040
831,Lightsource Renewable Energy,Land South of Highfield House,Solar,7,5033,1,5,5000,2016,2041
832,Renesola,Rhewl Farm,Solar,7,5053,1,6,6000,2016,2041
833,TGC Renewables,Land at Dayfields Farm,Solar,7,5063,1,4.7,4700,2016,2041
834,EvoEnergy,MMD Shipping Services,Solar,7,5071,1,1.2,1200,2015,2040
835,Tulip Meats,Newton Margate,Solar,7,5079,1,1.5,1500,2015,2040
836,PS Renewables ,Eveley Farm (resubmission),Solar,7,5080,1,49,49000,2016,2041
837,BE Renewables,Court Farm (Resubmission),Solar,7,5084,1,8.5,8500,2017,2042
838,Hive Energy,Green Farm (resubmission),Solar,7,5089,1,5,5000,2015,2040
839,Wirsol Energy,Home Farm,Solar,7,5090,1,6.7,6700,2017,2042
840,NESF (formerly Lark Energy),Land at Thornborough Grounds,Solar,7,5092,1,5,5000,2016,2041
841,Associated British Ports (ABP),Port of Barry (Resubmission) - Site 1,Solar,7,5093,1,4.5,4500,2015,2040
842,British Solar Renewables / NextEenrgy Solar Fund (NESF),Southern Counties Shooting Ground Phase 1 (resubmission),Solar,7,5096,1,9,9000,2017,2042
843,Primrose Solar,Fanny House Farm,Solar,7,5099,1,5,5000,2015,2040
844,Conergy,Chard Solar Park,Solar,7,5102,1,3,3000,2016,2041
845,Cenin Renewables,Home Farm,Solar,7,5104,1,3,3000,2017,2042
846,Vogt Solar,Marshborough Farm solar park (resubmission),Solar,7,5117,1,5,5000,2015,2040
847,Lark Energy,Fiskerton Airfield (Phase 2),Solar,7,5118,1,22,22000,2015,2040
848,Lark Energy,"Langley Priory, Walnut Yard (Phase 2)",Solar,7,5119,1,6.2,6200,2016,2041
849,Edgar Middleton,Bluegates Solar Park,Solar,7,5125,1,10.5,10500,2015,2040
850,Anesco,Land To The East Of Back Lane,Solar,7,5128,1,5,5000,2015,2040
851,NESF (formerly INRG Solar),Land East Of Wadbrook Farm,Solar,7,5131,1,5,5000,2017,2042
852,Anesco,Land at Fell View Farm (Phase 1),Solar,7,5132,1,4.2,4200,2016,2041
853,NESF (formerly Kronos Solar (KS SPV39)),South of Henley Hall,Solar,7,5136,1,5,5000,2017,2042
854,British Solar Renewables,Place Barton Farm,Solar,7,5137,1,4.9,4900,2017,2042
855,Green Hedge (BayWa r.e.),Lower Stanley Farm,Solar,7,5139,1,4,4000,2016,2041
856,INRG Solar,Land Parcel North of Goddards,Solar,7,5140,1,5,5000,2016,2041
857,Lightsource Renewable Energy,"Ld At Lawrence End Park &, Dane Street",Solar,7,5142,1,5,5000,2015,2040
858,NESF (formerly INRG Solar),"Gravel Works, Wasing Estate",Solar,7,5143,1,5,5000,2017,2042
859,BlackRock,Drakelow Solar Farm,Solar,7,5145,1,5,5000,2016,2041
860,Low Carbon ,Land at Five Oaks Farm,Solar,7,5146,1,5,5000,2016,2041
861,Pegasus Group,Knolton Farmhouse Cheese Solar Farm,Solar,7,5147,1,1,1000,2016,2041
862,Mercer Farming,Blakenhall Park Solar Farm,Solar,7,5148,1,1.8,1800,2015,2040
863,British Solar Renewables,Grantham Solar Farm,Solar,7,5149,1,5,5000,2015,2040
864,Suncredit UK/ Vogt solar ,Agricultural Land at Trecastle,Solar,7,5150,1,4,4000,2015,2040
865,Lightsource Renewable Energy,Sharland Solar Farm,Solar,7,5152,1,2.8,2800,2017,2042
866,Pearmat Solar,Short Hazel Solar Farm,Solar,7,5156,1,5,5000,2016,2041
867,Lightsource Renewable Energy,Mill Hill Farm,Solar,7,5157,1,5,5000,2015,2040
868,NESF (formerly Lark Energy),"Little Irchester, Higham Road Solar Farm",Solar,7,5158,1,4.6,4600,2016,2041
869,Lightsource Renewable Energy,Land North of Chiltern Greeen,Solar,7,5162,1,5,5000,2016,2041
870,Greencoat Capital,Land off Moss Land (resubmission),Solar,7,5163,1,5,5000,2017,2042
871,NESF (formerly Earthworm),Hill Farm,Solar,7,5164,1,5,5000,2017,2042
872,OST Energy,Padleywood Farm,Solar,7,5165,1,5,5000,2016,2041
