,Company Name,Name,Type,TypeID,SiteID,Renewable,Capacity(MW),Capacity(kW),StartYear,EndYear
284,Lightsource Renewable Energy,Langton Farm Solar park,Solar,7,1661,1,4.4,4400,2015,2040
285,AEE Renewables,Says Court Farm solar park,Solar,7,1663,1,19.8,19800,2014,2039
286,Lark Energy,Ketton solar farm,Solar,7,1667,1,9,9000,2014,2039
287,Manor of Cadland,The Manor of Cadland Estate - extension,Solar,7,1669,1,3,3000,2014,2039
288,United Photovoltaics,Rowles Farm solar park,Solar,7,1671,1,13,13000,2015,2040
289,Lightsource Renewable Energy,Ryston Estate Solar Park,Solar,7,1672,1,4.8,4800,2015,2040
290,Lightsource Renewable Energy,Reaches Farm Solar Park,Solar,7,1673,1,6.1,6100,2014,2039
291,Belltown Power,Watchfield Lawn,Solar,7,1681,1,10.2,10200,2014,2039
292,Smarter Energy Solutions,Witches Solar Farm,Solar,7,1699,1,5,5000,2013,2038
293,Lightsource Renewable Energy,Burntstalk Solar Park,Solar,7,1713,1,11.5,11500,2013,2038
294,Lightsource Renewable Energy,Claypit Moor Solar Farm (Lexham),Solar,7,1714,1,7.9,7900,2013,2038
295,Private Developer,Holton Airfield,Solar,7,1715,1,11,11000,2013,2038
296,IKAROS SOLAR LIMITED,Goose Willow Farm,Solar,7,1716,1,11.5,11500,2013,2038
297,Lightsource Renewable Energy,Chediston Hall Solar Park,Solar,7,1717,1,12.3,12300,2013,2038
298,Elgin Energy EsCo,Burthy Farm,Solar,7,1718,1,10,10000,2015,2040
299,Munich RE,Caeremlyn Solar Farm,Solar,7,1719,1,18,18000,2014,2039
300,TGC Renewables,Hazard Farm,Solar,7,1720,1,6.4,6400,2014,2039
301,R S Assemblies Limited,Home Farm (Merton - solar),Solar,7,1721,1,18.3,18300,2013,2038
302,Lightsource Renewable Energy,Rudge Hill Farm,Solar,7,1723,1,1.5,1500,2013,2038
303,AEE Renewables,Sevor Farm,Solar,7,1724,1,9.3,9300,2013,2038
304,Steadfast Marsh Solar - Innogy (previously BELECTRIC Solar),Marsh Farm,Solar,7,1725,1,14,14000,2014,2039
305,Inazin Power Ltd,Four Burrows Solar farm (Extension 1),Solar,7,1726,1,1.5,1500,2014,2039
306,Sunsave 9 (Old Rides) Ltd/ Vogt solar,Old Rides solar Farm,Solar,7,1727,1,8,8000,2014,2039
307,35 Degrees,Parabel North Beer Solar Farm,Solar,7,1728,1,6.8,6800,2013,2038
308,Private Developer,Crockers Hele,Solar,7,1729,1,1.3,1300,2013,2038
309,Bentley Motor Cars Ltd,Bentley Motors Ltd 1,Solar,7,1730,1,5.1,5100,2013,2038
310,Northwick Power Ltd,Northwick Estate (Extension),Solar,7,1731,1,2.2,2200,2013,2038
311,Blenheim Farm,North Of Field Barn,Solar,7,1732,1,1,1000,2014,2039
312,Rockfire Capital ,Wroughton Airfield Solar Park,Solar,7,1735,1,50,50000,2016,2041
313,Munich RE,Forest Heath Solar Farm,Solar,7,1736,1,5,5000,2014,2039
314,Anesco,Abbey Farm,Solar,7,1737,1,9,9000,2014,2039
315,Mells Park Trust,Land at Soho Farm,Solar,7,1743,1,1.5,1500,2014,2039
316,Cyrasol Ecotec ,Land South West Of Apollo Business Park,Solar,7,1744,1,1.7,1700,2014,2039
317,3C Energy/Conergy,Manor Farm (Monmouthshire),Solar,7,1746,1,10.5,10500,2016,2041
318,Community Power Ltd,Land at Mill Farm,Solar,7,1747,1,1,1000,2013,2038
319,Anesco,Land at East Farm,Solar,7,1748,1,6.8,6800,2013,2038
320,TGC Renewables,New Rendy Farm,Solar,7,1750,1,4.8,4800,2013,2038
321,Green Hedge (BayWa r.e.),Reydon Farm (resubmission),Solar,7,1751,1,3.9,3900,2015,2040
322,TGC Renewables,Copley Farm,Solar,7,1752,1,30,30000,2016,2041
323,Lark Energy,Ellough Airfield (Ellough 2 extension),Solar,7,1753,1,10,10000,2016,2041
324,British Solar Renewables,Nanteague Farm,Solar,7,1754,1,7.7,7700,2015,2040
325,Lark Energy,Grange Farm (Burton Pedwardine),Solar,7,1755,1,15,15000,2014,2039
326,Telford and Wrekin Borough Council,Wheat Leasows Solar Park,Solar,7,1756,1,4,4000,2014,2039
327,NextEnergy Solar Fund (NESF),Honington Solar Farm,Solar,7,1757,1,13.6,13600,2014,2039
328,Lightsource Renewable Energy (BNRG Renewables),Hill Farm Solar Park,Solar,7,1758,1,10.2,10200,2014,2039
329,Foresight,Homeland Solar Farm,Solar,7,1761,1,13.2,13200,2014,2039
330,The Solar Building Company Ltd,East Fairlee,Solar,7,1762,1,7.3,7300,2015,2040
331,MS Power Projects Ltd,Fairwind Farm,Solar,7,1763,1,10,10000,2014,2039
332,juwi Renewable Energies,Redlands Farm,Solar,7,1764,1,6.2,6200,2015,2040
333,Sunsave,Fenton Home Farm,Solar,7,1765,1,31.3,31300,2014,2039
334,Octopus Investment,Abbots Ripton Solar Farm,Solar,7,1766,1,24.7,24700,2014,2039
335,Solar Century,South Lees Farm,Solar,7,1767,1,11,11000,2014,2039
336,Bluefield Solar Income Fund ,Southwick Estate,Solar,7,1768,1,48,48000,2015,2040
337,Lightsource Renewable Energy,Waterloo solar park,Solar,7,1769,1,14.6,14600,2015,2040
338,Lark Energy,Ketton solar farm - phase 2,Solar,7,1772,1,3,3000,2015,2040
339,Anesco,Oak Cottage,Solar,7,1774,1,4.9,4900,2015,2040
340,BNRG Renewables,Sycamore Farm,Solar,7,1775,1,20,20000,2014,2039
341,KS SPV21 Ltd,North Wayton Farm,Solar,7,1776,1,5,5000,2014,2039
342,Lightsource ,South Creake Solar Farm,Solar,7,1777,1,26,26000,2016,2041
343,Rockfire Capital ,Pen Y Cae solar farm,Solar,7,1781,1,6.9,6900,2015,2040
344,Elgin Energy EsCo,Rose And Crown Farm,Solar,7,1783,1,30,30000,2016,2041
345,NESF (formerly A C Crocker Properties Ltd),Wickfield Farm,Solar,7,1784,1,5,5000,2017,2042
346,Green Switch Solutions,Rookery Farm,Solar,7,1785,1,3.8,3800,2015,2040
347,Private Developer,Seaview Farm,Solar,7,1787,1,1.7,1700,2016,2041
348,Chelveston Renewable Energy,Chelveston Airfield - extension,Solar,7,1788,1,3.5,3500,2014,2039
349,NESF (formerly Green Energy Networks),Huddlesford Farm,Solar,7,1804,1,1,1000,2016,2041
350,NESF (formerly Green Energy Networks),Park Lane,Solar,7,1806,1,1,1000,2016,2041
351,BE Renewables,Gypsom Solar Farm,Solar,7,1811,1,5,5000,2017,2042
352,Munich RE,Polmaugan Farm,Solar,7,1813,1,5,5000,2014,2039
353,NextEnergy Solar Fund,Land at Gilley's Mill Dam,Solar,7,1815,1,5,5000,2016,2041
354,Laurence Associates,East Lenham Solar Farm,Solar,7,1816,1,6.6,6600,2014,2039
355,Foresight,Steventon Solar Park,Solar,7,1817,1,10,10000,2014,2039
356,Lightsource Renewable Energy,Westwood Farm Solar Park,Solar,7,1818,1,5.1,5100,2015,2040
357,,Meadow Farm solar park,Solar,7,1820,1,6,6000,2014,2039
358,Lightsource Renewable Energy,Sutton Mawr Farm,Solar,7,1823,1,7.5,7500,2014,2039
359,Good Energy Generation,Carloggas Farm Solar Park,Solar,7,1824,1,8.3,8300,2015,2040
360,juwi Renewable Energies,Lincoln Farm,Solar,7,1826,1,11.4,11400,2016,2041
361,Next Energy Solar Fund,Llwyn Du Solar Farm,Solar,7,1827,1,8,8000,2015,2040
362,Lumicity,West Hill Farm (solar),Solar,7,1828,1,7.3,7300,2014,2039
363,Bluefield Solar,Elms Farm,Solar,7,1832,1,29,29000,2015,2040
364,Good Energy Generation,Rock Farm / Goldborough Farm (Rookwood),Solar,7,1834,1,5,5000,2015,2040
365,Inazin Energy Limited / Low Carbon,Great Wilbraham Solar Farm,Solar,7,1835,1,38.1,38100,2015,2040
366,Lightsource Renewable Energy,Somerton Door Farm,Solar,7,1836,1,8.7,8700,2015,2040
367,HB & CH Barker Ltd,Barugh Farm,Solar,7,1838,1,5,5000,2016,2041
368,INRG,Lains Farm,Solar,7,1840,1,5,5000,2016,2041
369,Conergy,Great Seabrook Farm,Solar,7,1842,1,5,5000,2015,2040
370,Anesco,Cotgrave solar farm,Solar,7,1843,1,4.9,4900,2015,2040
371,NextEnergy,Parkview solar park,Solar,7,1846,1,6.5,6500,2015,2040
372,British Solar Renewables,Overton,Solar,7,1848,1,4,4000,2015,2040
373,INRG Solar,Lower Basset Down Farm,Solar,7,1850,1,10.5,10500,2016,2041
374,Lightsource Renewable Energy,Morfa Farm,Solar,7,1862,1,2,2000,2016,2041
375,British Solar Renewables,Barton Close Farm,Solar,7,1864,1,5.5,5500,2016,2041
376,Lightsource Renewable Energy,Wiggin Hill Solar Farm - Phase 1,Solar,7,1865,1,6.8,6800,2015,2040
377,Primrose Solar,Wilton Farm (pv),Solar,7,1872,1,9.5,9500,2015,2040
378,British Solar Renewables,Canada Farm,Solar,7,1874,1,8.3,8300,2014,2039
379,TGC Renewables,Hoback Farm,Solar,7,1875,1,13.1,13100,2014,2039
380,Innogy (previously BELECTRIC Solar),The Rainbows Solar Farm,Solar,7,1876,1,4,4000,2014,2039
381,NextEnergy Capital,Salcey Solar Farm,Solar,7,1878,1,5,5000,2014,2039
382,Mosscliff Environmental,Hillsmoor Solar Farm,Solar,7,1884,1,1.2,1200,2017,2042
383,Trina Solar,Desford Solar Farm,Solar,7,1885,1,5,5000,2016,2041
384,Wessex Solar Energy,Iwood Lane Solar Farm,Solar,7,1886,1,8,8000,2014,2039
385,Anesco,Playters Solar Farm,Solar,7,1889,1,8.6,8600,2016,2041
386,Sun Spirit,Bypass Nurseries Solar Farm,Solar,7,1890,1,3.3,3300,2014,2039
387,Warrington Council,Warrington Home Solar Scheme,Solar,7,1892,1,5.3,5300,2016,2041
388,Babergh District Council,Babergh Home Solar Scheme,Solar,7,1893,1,2.8,2800,2016,2041
389,Mid Suffolk District Council,Mid Suffolk Home Solar Scheme,Solar,7,1894,1,4.8,4800,2016,2041
390,Equitix,Garn Solar Farm,Solar,7,1895,1,7.4,7400,2014,2039
391,Trethosa Solar Ltd,Trethosa Farm Solar Park,Solar,7,1896,1,4.8,4800,2015,2040
392,Lumicity,Garvinack Farm Solar Park,Solar,7,1897,1,7,7000,2015,2040
393,Juwi Renewable Energies,Caswell Farm Solar Park,Solar,7,1898,1,6.7,6700,2016,2041
394,Private Developer,Epwell Grounds Farm solar park,Solar,7,1899,1,7,7000,2014,2039
395,Canadian Solar,Pant-Y-Moch Farm,Solar,7,1900,1,5,5000,2016,2041
396,Good Energy Generation,Woolbridge Solar Park,Solar,7,1902,1,5,5000,2014,2039
397,Foresight,Tengore Lane - resubmission,Solar,7,1903,1,3.6,3600,2015,2040
398,INRG Solar,Manor Farm (Dorset),Solar,7,1904,1,5,5000,2014,2039
399,Hadlow Solar Park,Hadlow Place solar farm,Solar,7,1905,1,14.3,14300,2015,2040
400,Push Energy,Bassingbourn Solar Farm,Solar,7,1906,1,14.4,14400,2015,2040
401,West Solent Solar Cooperative,Lower Pennington Farm,Solar,7,1907,1,2.7,2700,2014,2039
402,Ikaros Solar Limited,Goose Willow Farm - extension,Solar,7,1908,1,7,7000,2014,2039
403,Lightsource Renewable Energy,Avenue Farm,Solar,7,1909,1,7.3,7300,2015,2040
404,NESF (formerly Lark Energy),Sywell Road,Solar,7,1910,1,5,5000,2017,2042
405,Push Energy,Gosfield Airfield,Solar,7,1912,1,12.6,12600,2015,2040
406,Vortex (formerly Sun Edison),Exning,Solar,7,1913,1,29.9,29900,2015,2040
407,Solar Power South,Grange Farm (Avon),Solar,7,1914,1,21,21000,2014,2039
408,J.M. Stratton & Co.,Land at East Farm - extension,Solar,7,1915,1,6,6000,2016,2041
409,Wessex Solar Energy,Laughton Level,Solar,7,1918,1,7,7000,2015,2040
410,Push Energy/ NextEnergy Solar Fund (NESF),Croydon / Church Farm (Royston),Solar,7,1919,1,16.5,16500,2015,2040
411,Foresight Solar,Hadley Farm (Orta Membury Solar Farm),Solar,7,1920,1,17,17000,2015,2040
412,RB & T Barton Ltd,Manor Farm (Wiltshire) - resubmission,Solar,7,1923,1,6.3,6300,2015,2040
413,Martifer Solar (Voltalia),Tonge Corner Farm,Solar,7,1924,1,22,22000,2016,2041
414,Lightsource Renewable Energy,Oaklands Farm - resubmission,Solar,7,1925,1,6.9,6900,2015,2040
415,Renesola UK,North East of Ainderby Steeple,Solar,7,1927,1,5.9,5900,2017,2042
416,Elgin Energy EsCo,Errol Estate,Solar,7,1930,1,13,13000,2016,2041
417,INRG Solar,Grange Farm,Solar,7,1931,1,6,6000,2015,2040
418,Sirius Solar Building,Wraysbury Landfill,Solar,7,1938,1,4.8,4800,2017,2042
419,Push Energy,Wisbridge Farm,Solar,7,1940,1,9.3,9300,2014,2039
420,Raybridge Corporation,Caddington Solar Farm (Phase 1),Solar,7,1942,1,3,3000,2014,2039
421,juwi Renewable Energies,Capeland Farm,Solar,7,1943,1,8.3,8300,2015,2040
422,Sunsave 17 / Vogt Solar,Castle Combe Circuit,Solar,7,1944,1,12,12000,2015,2040
423,Hive Energy,Castle Eaton Farm,Solar,7,1945,1,17.8,17800,2014,2039
424,BlackRock,Chancery Farm (Ardleigh),Solar,7,1946,1,11.9,11900,2016,2041
425,SBC Renewables,Clapham solar farm,Solar,7,1947,1,7.5,7500,2016,2041
426,Chelveston Renewable Energy Limited,Chelveston Airfield,Solar,7,1949,1,16,16000,2014,2039
427,ESCO NRG,Chisbon Solar Farm (Frowick Lane),Solar,7,1950,1,13,13000,2015,2040
428,Elgin Energy EsCo,Clawdd Ddu PV,Solar,7,1951,1,13.5,13500,2014,2039
429,FIM Solar Distribution,Congresbury Solar Farm,Solar,7,1952,1,7.1,7100,2015,2040
430,Foresight,Abergelli Glas Solar Farm,Solar,7,1953,1,7.7,7700,2015,2040
431,St Anthony 101 PV Park Ltd,Anthony Estate Solar Farm - resubmission,Solar,7,1954,1,4.7,4700,2015,2040
432,Solar century / Magnetar Solar,Aston House Solar Farm,Solar,7,1955,1,20,20000,2015,2040
433,Quercus Renewable Holding 2,Bakers Farm (solar),Solar,7,1957,1,12,12000,2015,2040
434,Due South Energy & SunE Project6 Ltd,Balls Wood Solar Farm,Solar,7,1958,1,8.7,8700,2015,2040
435,Lightsource Renewable Energy,Barn Farm - resubmission,Solar,7,1959,1,4.2,4200,2015,2040
436,NextEnergy Solar Fund (NESF),Bay Farm,Solar,7,1961,1,8.1,8100,2014,2039
437,Susenco/Low Carbon,Berwick solar farm,Solar,7,1963,1,8.2,8200,2015,2040
438,Wessex Solar Energy,Bidwell Solar Farm - resubmission,Solar,7,1964,1,5,5000,2015,2040
439,NextEnergy Solar Fund,Bilsham Farm,Solar,7,1966,1,14.5,14500,2014,2039
440,Conergy,Blackwell Grange Solar Farm,Solar,7,1968,1,5,5000,2017,2042
441,NextEnery Solar Fund (NESF),Blenches Mill,Solar,7,1969,1,6.1,6100,2014,2039
442,Solar Securities (Group),Bobbing solar farm,Solar,7,1970,1,11.3,11300,2016,2041
443,Solar Securities Group,Bodmin 2 Solar Farm,Solar,7,1971,1,5.3,5300,2015,2040
444,Inazin Energy/Low Carbon,Bottom Plain,Solar,7,1973,1,10,10000,2014,2039
445,Public Power Solutions,Braydon Manor Farm,Solar,7,1974,1,8.7,8700,2016,2041
446,Core Pisces / Gower Power Co-op CIC,Brynwhilach solar park,Solar,7,1975,1,5,5000,2017,2042
447,Anesco,Bulls Head Farm North,Solar,7,1976,1,4.7,4700,2014,2039
448,NextEnery Solar Fund (NESF),Burrowton Farm,Solar,7,1978,1,5,5000,2016,2041
449,Thanet Solar Ltd/ Vogt Solar,Ebbsfleet Solar Farm,Solar,7,1981,1,5,5000,2014,2039
450,Suncredit UK/ Vogt Solar,Court Colman solar park,Solar,7,1982,1,15,15000,2015,2040
451,Equitix,Cowdown Lane,Solar,7,1983,1,40,40000,2016,2041
452,MS Power Projects,Crannaford Solar Farm,Solar,7,1984,1,12.5,12500,2014,2039
453,Kronos Solar,Cwmcaesingrug Farm,Solar,7,1985,1,10,10000,2015,2040
454,Ms Power Projects Ltd,Decoy Farm House Solar Modules,Solar,7,1987,1,6,6000,2014,2039
455,Lightsource Renewable Energy,Hadley Solar Farm,Solar,7,1990,1,6.6,6600,2015,2040
456,Push Energy/ NextEnergy Solar Fund (NESF),Hall Farm Solar Farm (Newbold Verdon),Solar,7,1991,1,5,5000,2015,2040
457,Solar Power South,Hammond Court Farm,Solar,7,1992,1,15,15000,2015,2040
458,Private Developer,Hatch Penn Farm PV,Solar,7,1994,1,1,1000,2014,2039
459,Green Power,Hayford Farm - extension,Solar,7,1995,1,8.2,8200,2015,2040
460,Hive Energy,High Penn Solar Park,Solar,7,1998,1,9.6,9600,2014,2039
461,Hive Energy,Highfields Farm (Braintree),Solar,7,1999,1,2.8,2800,2014,2039
462,Hive Energy,Highfields Farm (Colchester),Solar,7,2000,1,12.2,12200,2014,2039
463,Lightsource Renewable Energy,Hill End Farm,Solar,7,2001,1,2.8,2800,2014,2039
464,Lightsource Renewable Energy,Holwell Hill,Solar,7,2004,1,6,6000,2016,2041
465,British Solar Renewables (formerly know as Solar Power Generation),Hook Valley Solar Park,Solar,7,2005,1,17,17000,2014,2039
466,Eco Energy World,Partridge Farm,Solar,7,2006,1,10.6,10600,2016,2041
467,United Photovoltaics,Aspatria,Solar,7,2007,1,19,19000,2015,2040
468,British Solar Renewables (formerly Solar Power Generation),Penare Farm Solar Farm,Solar,7,2008,1,11,11000,2014,2039
469,First Solar Project Ltd,Pencoose Farm,Solar,7,2009,1,8.5,8500,2015,2040
470,Elgin Energy EsCo,Pensipple Farm,Solar,7,2010,1,5,5000,2014,2039
471,BayWa/ SunGift,Pingewood Road South,Solar,7,2011,1,15.8,15800,2015,2040
472,Coleford Energy,Pingry Farm - Phase 1,Solar,7,2012,1,3.4,3400,2014,2039
473,Hive Energy,Pitworthy Farm Solar Park,Solar,7,2013,1,15.6,15600,2014,2039
474,Sun & Soil,Primrose Hill Farm,Solar,7,2014,1,3.7,3700,2015,2040
475,Wessex Solar Energy,Pyde Drove,Solar,7,2015,1,7,7000,2014,2039
476,Equitix,Race farm,Solar,7,2016,1,6.1,6100,2014,2039
477,Sirius Solar Building,Radcliffe Solar Farm,Solar,7,2017,1,4.2,4200,2015,2040
478,Dodds Limited,Redhall Industrial Estate,Solar,7,2019,1,5,5000,2014,2039
479,Green Energy UK Direct,Ring O Bells Farm,Solar,7,2020,1,5,5000,2016,2041
480,Fengate Capital ,Roanhead Farm,Solar,7,2021,1,6.5,6500,2015,2040
481,Vale Green Energy,Rotherdale Farm - extension,Solar,7,2022,1,9,9000,2015,2040
482,Hive Energy,Roundponds Farm Solar Park,Solar,7,2023,1,13.5,13500,2015,2040
483,Hopton PV Ltd,Hopton Road Industrial Estate,Solar,7,2024,1,1.3,1300,2014,2039
484,Foresight,Field House Solar / Hursley Road,Solar,7,2026,1,6.4,6400,2015,2040
485,Foresight Solar Fund Limited,Kencot Hill Solar Farm (revised application),Solar,7,2027,1,37,37000,2014,2039
486,Private Developer,KERNICK MICA DAM - SOLAR FARM,Solar,7,2028,1,12,12000,2014,2039
487,First Solar/Innogy (previously BELECTRIC Solar)/Foresight Solar Fund,Landmead Farm (East Hanney),Solar,7,2030,1,46,46000,2014,2039
488,Novus Solar Developments,Lower Newton Farm,Solar,7,2032,1,11.5,11500,2015,2040
489,PS Renewables,Lower Slade Farm,Solar,7,2033,1,4.1,4100,2015,2040
490,William Notcutt Estates,Lower Ufford Lane,Solar,7,2034,1,1.1,1100,2015,2040
491,Meag,Lynt Farm,Solar,7,2035,1,27,27000,2015,2040
492,Trina Solar,Marchington Solar Farm,Solar,7,2036,1,4.3,4300,2016,2041
493,John Laing Environmental Assets Group ,Monksham Solar Farm,Solar,7,2039,1,10.7,10700,2014,2039
494,Orta Solar Ltd,Moorhouse Lane - resubmission,Solar,7,2040,1,1.8,1800,2015,2040
495,Sun & Soil,Morton Wood Farm,Solar,7,2041,1,4.8,4800,2016,2041
496,Haymaker Energy,Natewood Farm,Solar,7,2043,1,8.9,8900,2015,2040
497,REG Solarpower/Veolia,Netley Landfill Solar,Solar,7,2044,1,12,12000,2017,2042
498,INRG Solar,New Stone House,Solar,7,2045,1,12.5,12500,2015,2040
499,British Solar Renewables (formerly known as Solar Power Generation),North Creake Airfield (Resubmission),Solar,7,2046,1,20,20000,2014,2039
500,Primrose Solar,North of Newton Farm,Solar,7,2047,1,3,3000,2014,2039
501,Bluefield Solar,Roves Farm (Solar) - resubmission,Solar,7,2049,1,12.7,12700,2015,2040
502,Island Green Power,Salhouse Solar Farm,Solar,7,2050,1,5,5000,2015,2040
503,Ms Power Projects Ltd,Norton Hall,Solar,7,2051,1,2.8,2800,2014,2039
504,Eneco UK,Oaklands Plantation,Solar,7,2052,1,5,5000,2016,2041
505,Solstice Renewables,Packington Solar Farm,Solar,7,2054,1,13.9,13900,2015,2040
506,NextEnery Solar Fund (NESF),SAUNDERCROFT SOLAR FARM,Solar,7,2055,1,7,7000,2014,2039
507,Bee Green Solar,Sedbury Park,Solar,7,2056,1,5,5000,2015,2040
508,Lightsource Renewable Energy,Six Hills Solar Farm,Solar,7,2057,1,18.7,18700,2015,2040
509,Equitix,South Newton Farm,Solar,7,2058,1,11.3,11300,2014,2039
510,Ethical Power,Southdown Quarry,Solar,7,2059,1,1.5,1500,2015,2040
511,British Solar Renewables,Southfield Farm Solar Park (resubmission),Solar,7,2060,1,11.5,11500,2016,2041
512,MTS Spittleborough Solar Ltd,Spittleborough Farm,Solar,7,2061,1,12,12000,2014,2039
513,Quercus Renewable Holding 2,Stanton solar park,Solar,7,2062,1,5,5000,2015,2040
514,Private Developer,Stantway Solar Farm,Solar,7,2063,1,5,5000,2014,2039
515,British Solar Renewables (formerly known as Solar Power Generation),Stonebarrow Farm,Solar,7,2064,1,8,8000,2014,2039
516,Magnetar Solar,Stowbridge Farm,Solar,7,2065,1,24,24000,2014,2039
517,Stratton Hall Solar Park Limited,Stratton Hall Solar Park,Solar,7,2066,1,11.6,11600,2014,2039
518,PS Renewables,Sutton Montis Road Solar Park / Sutton Bridge Solar Farm,Solar,7,2067,1,5.4,5400,2015,2040
519,Big 60 Million,Thame solar farm,Solar,7,2068,1,4.3,4300,2016,2041
520,United Photovoltaics,The Flit,Solar,7,2071,1,10.5,10500,2015,2040
521,Lumicity,The Old Airfield,Solar,7,2072,1,5,5000,2015,2040
522,Lightsource Renewable Energy,Thorne Farm,Solar,7,2073,1,6.2,6200,2014,2039
523,Good Energy Generation,Tiers Cross Solar Farm,Solar,7,2074,1,24,24000,2014,2039
524,Ovenden Plant Hire Limited,Tilmanstone Colliery,Solar,7,2075,1,10,10000,2016,2041
525,Forest Heath District Council,Toggam Farm,Solar,7,2076,1,12.5,12500,2016,2041
526,NextEnergy Solar Fund (NESF),Tower Hill Farm,Solar,7,2077,1,8.1,8100,2015,2040
527,Toyota Motor Manufacturing,Toyota Motor Manufacturing Uk - Deeside,Solar,7,2078,1,3.8,3800,2014,2039
528,Lightsource Renewable Energy,Trench Farm,Solar,7,2079,1,7.2,7200,2015,2040
529,Hive Energy,Troughton Farm,Solar,7,2080,1,30,30000,2016,2041
530,INRG Solar,Turweston Solar Farm,Solar,7,2081,1,16.7,16700,2014,2039
531,Kronos Solar,Upper Farm solar park,Solar,7,2082,1,12,12000,2015,2040
532,Foresight,Upper Huntingford Farm,Solar,7,2083,1,7.7,7700,2016,2041
533,Lark Energy,Walnut Yard (Phase 1),Solar,7,2084,1,1.8,1800,2015,2040
534,Foresight/ Vogt solar,Water Eaton Farm / Port Farm,Solar,7,2085,1,34.8,34800,2015,2040
535,Orta Solar,Wedgehill Farm,Solar,7,2086,1,13,13000,2015,2040
536,Bluefield Solar,West Raynham,Solar,7,2088,1,49.9,49900,2015,2040
537,Lightsource Renewable Energy,Westerfield Farm - resubmission,Solar,7,2089,1,12.5,12500,2015,2040
538,Private Developer,Westover Farm - resubmission,Solar,7,2090,1,7,7000,2014,2039
539,NextEnery Solar Fund (NESF),Whitley Farm (1 of 2),Solar,7,2091,1,3.5,3500,2014,2039
540,NextEnery Solar Fund (NESF),Whitley Farm (2 of 2),Solar,7,2092,1,3.5,3500,2014,2039
541,Cenin Renewables,Whitton Mawr,Solar,7,2093,1,6,6000,2017,2042
542,Hive Energy,Winham Farm - resubmission,Solar,7,2095,1,5,5000,2015,2040
543,Caerau Solar IQ,Woden Park,Solar,7,2096,1,5,5000,2014,2039
544,Inazin (previously Low carbon Solar Partners),West Kingsmill Farm Solar Park,Solar,7,2098,1,1.6,1600,2014,2039
545,Steadfast Molland Solar Ltd,Bommertown Solar Farm,Solar,7,2101,1,5,5000,2015,2040
546,PV Sunpower Ltd,West Ditchen Farm (resubmission),Solar,7,2102,1,5,5000,2016,2041
547,Solar Power South,Lower Marsh Farm,Solar,7,2103,1,5,5000,2014,2039
548,Anesco,Bodorgan Solar Farm,Solar,7,2104,1,12.6,12600,2014,2039
549,Eco Sustainable Solutions,Chapel Lane Parley Solar Farm Phase 2,Solar,7,2105,1,36,36000,2014,2039
550,Conergy,Arkwright Solar Farm,Solar,7,2107,1,8,8000,2015,2040
551,Lightsource Renewable Energy,Charity Farm (Burlton Solar Farm),Solar,7,2108,1,11.9,11900,2016,2041
552,Foresight,Verwood Solar Farm,Solar,7,2109,1,20.4,20400,2015,2040
553,Kronos Solar,Parciau Farm Solar Park,Solar,7,2110,1,13.9,13900,2015,2040
554,Trina Solar,Smith Hall Farm Solar Park,Solar,7,2111,1,5,5000,2016,2041
555,Lightsource Renewable Energy,Bystock Solar Farm,Solar,7,2112,1,4.1,4100,2015,2040
556,Solstice Renewables Ltd,Bedborough Farm,Solar,7,2114,1,7,7000,2016,2041
557,Cranham Golf Course,Cranham Golf Course Solar Park,Solar,7,2117,1,2.6,2600,2016,2041
558,Dillington Farms Ltd,Hurcott Copse Solar Farm,Solar,7,2118,1,10,10000,2015,2040
559,Anesco,Grange Farm Solar Farm,Solar,7,2120,1,4.9,4900,2013,2038
560,Foresight,Trehawke Barton (Doddycross) Solar Farm,Solar,7,2121,1,10.6,10600,2014,2039
561,Gruene Energien,Newton Ferrers solar park,Solar,7,2125,1,19.5,19500,2016,2041
562,Second Solar Project,Nancrossa Farm solar park,Solar,7,2126,1,6,6000,2016,2041
563,,Pitts Farm (revised application),Solar,7,2127,1,2.6,2600,2014,2039
564,Green Switch Solutions,Walmoor Farm solar park,Solar,7,2128,1,4,4000,2015,2040
565,Elgin Energy EsCo,Trequite Farm solar park (resubmission),Solar,7,2129,1,9.9,9900,2014,2039
566,Lightsource Renewable Energy,Bentley Estate,Solar,7,2132,1,5,5000,2015,2040
567,Lightsource Renewable Energy,New Row Farm,Solar,7,2133,1,3.9,3900,2014,2039
568,Wessex Solar Energy,MALMAYNES HALL FARM,Solar,7,2135,1,12,12000,2015,2040
569,Solar Planning Limited,Crucis Park,Solar,7,2136,1,12.5,12500,2014,2039
570,Lightsource Renewable Energy,Treguff Farm - resubmission,Solar,7,2137,1,4.4,4400,2015,2040
571,Kronos Solar,Kenardington Place Farm,Solar,7,2138,1,7,7000,2015,2040
572,Lightsource Renewable Energy,Henbury Quarry,Solar,7,2139,1,3.9,3900,2015,2040
573,Solar Park Developments,Grange Farm (Kirkby on Bain),Solar,7,2140,1,9,9000,2015,2040
574,NextEnergy Solar Fund,Boxted Airfield,Solar,7,2143,1,18.8,18800,2015,2040
575,Low Carbon,Rectory Farm/Emberton,Solar,7,2144,1,9,9000,2015,2040
576,Martifer Solar (Voltalia),St Francis Court Farm,Solar,7,2145,1,4,4000,2017,2042
577,Green Switch Solutions - SOLD,Berry Court Farm,Solar,7,2150,1,4.2,4200,2016,2041
