HDR HALF HOURLY OUTTURN GENERATION BY FUEL TYPE DATA,Date,Time Step,CCGT,Oil,Coal,Nucear,Wind,Pumped Storage,Hydro (non pumped storage),OCGT,Other,France,Northern Ireland,Netherlands,Ireland,Biomass,Belgium
FUELHH,20181217,23,21989,0,4046,5971,5043,224,670,0,38,0,92,0,504,2923,0
FUELHH,20181217,24,22070,0,4006,5977,5039,150,668,0,38,0,92,0,504,2924,0
FUELHH,20181217,25,22056,0,3962,6022,5437,152,653,0,41,0,92,0,504,2927,0
FUELHH,20181217,26,21763,0,3740,6093,5887,188,654,0,37,0,92,0,504,2930,0
FUELHH,20181217,27,21668,0,3520,6091,5999,330,624,0,37,0,92,0,504,2932,0
FUELHH,20181217,28,21717,0,3639,6096,6193,154,626,0,36,0,92,0,504,2936,0
FUELHH,20181217,29,21882,0,3540,6087,6533,146,624,0,36,0,92,0,504,2934,0
FUELHH,20181217,30,21687,0,3358,5976,7092,154,623,0,36,0,92,0,504,2937,0
FUELHH,20181217,31,21201,0,3508,5964,7770,146,613,0,48,0,92,354,504,2936,0
FUELHH,20181217,32,21606,0,3772,5956,8095,622,597,0,46,0,92,386,504,2926,0
FUELHH,20181217,33,21780,0,4053,5958,8375,342,817,0,45,0,92,608,504,2910,0
FUELHH,20181217,34,21318,0,3877,6025,8901,242,800,0,38,0,92,612,504,2906,0
FUELHH,20181217,35,20954,0,3706,6095,9288,164,751,0,38,198,92,478,504,2904,0
FUELHH,20181217,36,20783,0,3648,6109,9591,166,756,0,51,200,92,474,434,2906,0
FUELHH,20181217,37,20647,0,3434,6195,9438,156,753,0,40,182,92,668,500,2913,0
FUELHH,20181217,38,19836,0,3671,6208,9482,142,750,0,65,188,92,674,504,2929,0
FUELHH,20181217,39,16706,0,3640,6204,9821,144,623,0,67,1832,92,1048,504,2935,0
FUELHH,20181217,40,14844,0,3590,6207,10200,114,613,0,39,1998,92,1058,504,2946,0
FUELHH,20181217,41,13780,0,2967,6200,10388,154,522,0,39,1996,92,1058,504,2944,0
FUELHH,20181217,42,12695,0,2296,6127,10517,160,513,0,38,1998,92,1058,504,2964,0
FUELHH,20181217,43,11495,0,1526,5995,10627,144,514,0,37,1996,92,1002,504,2973,0
FUELHH,20181217,44,9466,0,1277,5972,10778,180,505,0,38,1996,92,1000,504,2950,0
FUELHH,20181217,45,7595,0,971,5976,10752,158,530,0,38,1892,92,904,504,2914,0
FUELHH,20181217,46,6160,0,882,5971,10445,200,529,0,39,1894,92,902,504,2686,0
FUELHH,20181217,47,5320,0,483,6040,10324,0,518,0,38,1602,98,806,504,2382,0
FUELHH,20181217,48,4802,0,301,6176,10265,0,483,0,37,1602,98,804,504,2049,0
FUELHH,20181218,1,4692,0,300,6203,10111,0,439,0,36,1402,98,712,504,2058,0
FUELHH,20181218,2,5166,0,354,6197,10128,0,428,0,36,1402,98,710,504,2127,0
FUELHH,20181218,3,5483,0,355,6201,10171,0,402,0,36,1402,98,710,504,2094,0
FUELHH,20181218,4,5148,0,351,6198,10100,0,401,0,36,1404,98,660,504,1999,0
FUELHH,20181218,5,5402,0,347,6083,10072,0,371,0,36,1404,98,102,504,1916,0
FUELHH,20181218,6,5154,0,397,6010,10220,0,362,0,36,1408,98,102,504,1930,0
FUELHH,20181218,7,4737,0,414,6006,10304,0,361,0,38,1078,98,0,504,1903,0
FUELHH,20181218,8,4371,0,366,5996,10298,0,361,0,38,1078,98,0,504,1870,0
FUELHH,20181218,9,4218,0,353,6005,10409,0,385,0,39,700,98,0,504,1891,0
FUELHH,20181218,10,4161,0,318,6003,10417,0,384,0,39,692,98,0,504,1911,0
FUELHH,20181218,11,4376,0,470,6007,9879,0,404,0,39,974,98,520,504,1483,0
FUELHH,20181218,12,5166,0,534,6002,9574,0,410,0,38,978,98,588,504,1564,0
FUELHH,20181218,13,7582,0,709,6002,10273,0,417,0,38,386,98,588,504,2153,0
FUELHH,20181218,14,9184,0,1100,6004,10643,40,414,0,37,384,98,588,504,2588,0
FUELHH,20181218,15,11573,0,1658,6000,11186,206,424,0,36,152,98,596,504,2852,0
FUELHH,20181218,16,12361,0,2225,5995,11688,238,618,0,37,150,98,598,438,2942,0
FUELHH,20181218,17,12825,0,2403,5997,11502,186,669,0,38,986,82,598,288,2959,0
FUELHH,20181218,18,13028,0,2284,5894,11491,178,682,0,38,1040,76,598,204,2981,0
FUELHH,20181218,19,13169,0,2461,5781,11466,188,667,0,38,1792,0,588,56,2993,0
FUELHH,20181218,20,12989,0,2678,5779,11677,162,618,0,39,1912,0,540,0,2998,0
FUELHH,20181218,21,13773,0,3116,5778,11784,152,592,0,39,1120,0,0,0,2997,0
FUELHH,20181218,22,13858,0,3189,5781,11896,148,476,0,38,1118,0,0,0,2989,0
FUELHH,20181218,23,13813,0,3336,5781,11982,182,468,0,38,1298,0,0,0,3002,0
FUELHH,20181218,24,13745,0,3398,5795,11969,210,479,0,38,1298,0,0,0,3022,0
FUELHH,20181218,25,13641,0,3324,5661,11742,194,476,0,37,1920,0,0,0,3020,0
FUELHH,20181218,26,13870,0,3700,5816,11211,184,520,0,38,1996,0,0,0,3023,0
FUELHH,20181218,27,13753,0,3906,5945,10639,224,528,15,36,1996,14,392,0,3008,0
FUELHH,20181218,28,14378,0,4056,6001,9783,214,529,1,36,1996,14,438,0,2995,0
FUELHH,20181218,29,14662,0,4022,5990,9310,294,539,1,36,1998,0,894,0,2992,0
FUELHH,20181218,30,14878,0,3995,5991,9290,138,543,17,36,1996,0,910,0,2987,0
FUELHH,20181218,31,15574,0,3783,5987,9201,190,559,1,38,1998,0,998,0,2995,0
FUELHH,20181218,32,17123,0,3831,5985,8984,414,574,0,41,1996,0,1000,0,2999,0
FUELHH,20181218,33,18149,0,4209,5984,8632,874,710,0,44,1996,0,1000,0,2996,0
FUELHH,20181218,34,18583,0,4190,5985,8512,1384,824,70,42,1996,0,1000,0,2999,0
FUELHH,20181218,35,18300,0,4512,5992,8867,1518,846,100,45,1996,0,1058,0,3013,0
FUELHH,20181218,36,18202,0,4396,5991,8917,1564,849,100,44,1996,0,1058,0,3017,0
FUELHH,20181218,37,18316,0,4132,5991,8904,1574,852,42,57,1996,0,1058,0,2957,0
FUELHH,20181218,38,18412,0,4201,5990,8813,990,852,0,65,1996,0,1060,0,2927,0
FUELHH,20181218,39,17586,0,4404,5992,8778,660,850,0,42,1996,0,1058,0,2924,0
FUELHH,20181218,40,17179,0,4078,5985,8557,580,814,0,39,1996,0,1058,0,2933,0
FUELHH,20181218,41,16741,0,3759,5985,8410,536,790,0,38,1996,0,1058,0,2931,0
FUELHH,20181218,42,16157,0,3018,5868,8156,210,792,0,38,1996,0,1058,0,2935,0
FUELHH,20181218,43,14964,0,2693,5603,7834,422,774,0,39,1996,0,1002,0,2935,0
FUELHH,20181218,44,13849,0,2425,5533,7733,182,666,0,38,1996,52,1000,0,2748,0
FUELHH,20181218,45,13302,0,1373,5526,7418,156,668,0,38,1996,0,1000,0,2491,0
FUELHH,20181218,46,12479,0,927,5524,7100,160,566,0,38,1996,38,1000,0,2214,0
FUELHH,20181218,47,11060,0,1093,5524,7004,40,533,0,38,1996,0,1000,0,1714,0
FUELHH,20181218,48,9979,0,1145,5548,7085,12,528,0,38,1996,0,1000,0,1388,0
FUELHH,20181219,1,9669,0,1138,5713,6882,36,528,0,38,1798,84,906,0,1383,0
FUELHH,20181219,2,9966,0,1143,5841,6674,72,525,0,38,1798,102,904,0,1385,0
FUELHH,20181219,3,9761,0,1136,5926,6541,0,497,0,36,1800,176,904,70,1424,0
FUELHH,20181219,4,9782,0,1085,5975,6037,0,490,0,36,1800,184,904,192,1439,0
FUELHH,20181219,5,9925,0,1069,5974,5676,0,470,0,36,1700,184,856,340,1442,0
FUELHH,20181219,6,9893,0,1129,5971,5618,0,468,0,36,1700,184,854,402,1444,0
FUELHH,20181219,7,9747,0,1051,5969,5565,0,437,0,36,1700,184,854,370,1445,0
FUELHH,20181219,8,9574,0,876,5974,5678,0,426,0,37,1700,184,854,410,1440,0
FUELHH,20181219,9,9084,0,863,5976,6024,0,425,0,38,1798,184,902,502,1438,0
FUELHH,20181219,10,9064,0,873,5977,5874,0,433,0,39,1800,184,902,504,1440,0
FUELHH,20181219,11,9631,0,862,5978,5960,0,503,0,39,1798,184,902,504,1511,0
FUELHH,20181219,12,9964,0,938,5978,6113,0,531,0,39,1798,184,890,504,1954,0
FUELHH,20181219,13,12074,0,1298,5909,6288,0,681,0,39,1996,184,256,504,2267,0
FUELHH,20181219,14,14074,0,1895,5774,6282,112,703,0,38,1996,184,222,488,2662,0
FUELHH,20181219,15,16786,0,2686,5744,6362,218,747,0,38,1996,184,0,398,2839,0
FUELHH,20181219,16,17901,0,3397,5740,6397,482,774,0,68,1996,184,0,452,2832,0
FUELHH,20181219,17,18196,0,3607,5741,6560,348,897,0,76,1996,184,0,330,2821,0
FUELHH,20181219,18,18206,0,3626,5740,6555,322,800,0,65,1996,184,0,292,2822,0
FUELHH,20181219,19,17721,0,3726,5776,6747,612,782,0,65,1996,184,324,146,2811,0
FUELHH,20181219,20,17683,0,3635,5785,7113,194,756,0,65,1996,184,352,106,2803,0
FUELHH,20181219,21,17554,0,3486,5774,7271,256,756,0,66,1784,184,342,46,2843,0
FUELHH,20181219,22,17592,0,3397,5769,7064,258,738,0,71,1784,184,340,42,2830,0
FUELHH,20181219,23,17588,0,3417,5774,7102,164,673,0,84,1358,110,350,24,2793,0
FUELHH,20181219,24,17275,0,3073,5864,7413,136,656,0,65,1354,120,350,24,2770,0
FUELHH,20181219,25,16869,0,3200,5947,7503,246,644,0,67,1310,100,320,16,2817,0
FUELHH,20181219,26,16608,0,3383,5959,7546,176,652,0,75,1306,96,320,16,2854,0
FUELHH,20181219,27,16244,0,3154,5953,7581,314,548,0,67,1640,92,272,72,2880,0
FUELHH,20181219,28,16943,0,2968,5962,7202,248,548,0,63,1642,94,272,72,2927,0
FUELHH,20181219,29,17211,0,2962,5954,7305,190,566,0,63,1890,84,292,60,2968,0
FUELHH,20181219,30,17198,0,3164,5944,7442,152,600,0,63,1892,68,300,60,2966,0
FUELHH,20181219,31,16762,0,3484,5930,7647,162,614,0,63,1948,114,802,42,2971,0
FUELHH,20181219,32,17587,0,3834,5958,7659,256,645,0,72,1948,70,820,72,2970,0
FUELHH,20181219,33,18214,0,4492,6014,7758,254,997,0,66,1998,0,998,0,2970,0
FUELHH,20181219,34,18561,0,4611,6030,7713,796,1003,0,84,1998,0,1002,0,2970,0
FUELHH,20181219,35,18197,0,4685,6023,8247,1078,1023,0,84,1996,0,1058,0,2976,0
FUELHH,20181219,36,18017,0,4520,6019,8489,1038,1027,0,77,1996,0,1058,0,2992,0
FUELHH,20181219,37,17878,0,4495,6022,8592,620,1029,0,76,1996,0,1058,0,2991,0
FUELHH,20181219,38,17720,0,4410,6019,8798,156,1012,0,94,1996,0,1058,0,2951,0
FUELHH,20181219,39,16991,0,4694,6020,8482,190,941,0,67,1996,0,1058,0,2924,0
FUELHH,20181219,40,16204,0,4497,6044,8441,222,938,0,66,1996,0,1058,0,2925,0
FUELHH,20181219,41,15740,0,4015,5954,8153,330,725,0,72,1996,24,1058,0,2927,0
FUELHH,20181219,42,15513,0,3335,5873,7652,222,644,0,65,1996,84,1058,0,2927,0
FUELHH,20181219,43,15081,0,2473,5896,7350,286,576,0,66,1996,34,1002,0,2931,0
FUELHH,20181219,44,14047,0,1890,5902,7173,194,570,0,64,1996,0,1000,0,2928,0
FUELHH,20181219,45,12925,0,1139,5900,7136,168,542,0,65,1996,0,1000,0,2804,0
FUELHH,20181219,46,11923,0,668,5899,6866,152,558,0,65,1996,14,1000,0,2493,0
FUELHH,20181219,47,10660,0,438,5914,6960,0,544,0,66,1898,42,952,0,2102,0
FUELHH,20181219,48,9661,0,303,6032,6632,4,534,0,67,1896,74,950,0,2004,0
FUELHH,20181220,1,9107,0,300,6132,6729,0,508,0,67,1896,222,952,28,1990,0
FUELHH,20181220,2,9142,0,300,6131,6848,0,507,0,65,1896,262,952,168,1985,0
FUELHH,20181220,3,8884,0,301,6116,6788,0,507,0,65,1896,262,950,320,2004,0
FUELHH,20181220,4,8612,0,300,6121,6554,0,505,0,64,1896,262,952,388,1988,0
FUELHH,20181220,5,8795,0,301,6120,6393,0,504,0,63,1898,262,950,286,1995,0
FUELHH,20181220,6,8985,0,300,6117,6223,0,501,0,63,1898,262,950,200,1995,0
FUELHH,20181220,7,8384,0,301,6115,6238,0,500,0,63,1896,262,952,216,1986,0
FUELHH,20181220,8,8027,0,300,6119,6247,0,500,0,63,1896,262,950,228,1903,0
FUELHH,20181220,9,8226,0,301,6115,5855,0,499,0,64,1898,262,950,300,1920,0
FUELHH,20181220,10,8729,0,301,6120,5757,0,513,0,65,1898,262,952,312,1903,0
FUELHH,20181220,11,9538,0,303,6124,5839,0,516,0,67,1896,262,950,324,1903,0
FUELHH,20181220,12,10553,0,377,6135,5719,0,518,0,67,1896,262,950,338,1914,0
FUELHH,20181220,13,12325,0,413,6010,5850,0,593,0,67,1996,262,948,476,2079,0
FUELHH,20181220,14,14038,0,850,5942,6173,108,606,0,67,1996,262,946,504,2433,0
FUELHH,20181220,15,15924,0,1646,5934,6471,206,642,0,67,1996,262,1000,504,2750,0
FUELHH,20181220,16,16599,0,2289,5931,6878,224,688,0,65,1996,262,1000,504,2772,0
FUELHH,20181220,17,16615,0,2776,5929,7119,486,773,0,65,1996,264,1058,434,2767,0
FUELHH,20181220,18,16780,0,2777,5923,7211,386,774,0,71,1996,264,1058,426,2771,0
FUELHH,20181220,19,16873,0,3038,5914,7366,304,776,0,65,1996,264,772,294,2768,0
FUELHH,20181220,20,16462,0,2827,5931,7556,198,774,0,65,1996,264,766,290,2789,0
FUELHH,20181220,21,16290,0,2349,5940,7798,158,671,0,65,1996,264,1052,214,2763,0
FUELHH,20181220,22,15853,0,2159,5998,7714,156,625,0,66,1996,264,1058,184,2759,0
FUELHH,20181220,23,15541,0,2028,6136,7650,260,601,0,66,1996,246,866,228,2809,0
FUELHH,20181220,24,15530,0,1994,6181,7744,154,582,0,66,1996,262,862,154,2834,0
FUELHH,20181220,25,14968,0,2002,6185,7941,160,556,0,67,1996,262,998,266,2877,0
FUELHH,20181220,26,14746,0,2011,6185,8109,138,552,0,66,1970,262,1000,198,2865,0
FUELHH,20181220,27,15934,0,2008,6183,8167,246,576,0,66,780,262,1000,172,2867,0
FUELHH,20181220,28,16318,0,2039,6181,7998,262,588,0,65,762,262,1000,186,2875,0
FUELHH,20181220,29,16698,0,2193,6187,8017,228,607,0,64,810,262,1000,216,2875,0
FUELHH,20181220,30,17083,0,2268,6199,8019,144,626,0,64,796,262,996,224,2857,0
FUELHH,20181220,31,16994,0,2097,6197,7945,160,722,0,63,1966,202,612,188,2844,0
FUELHH,20181220,32,17819,0,2454,6201,8007,136,749,0,63,1996,92,602,78,2844,0
FUELHH,20181220,33,18438,0,2758,6198,7749,508,999,0,66,1996,0,728,0,2853,0
FUELHH,20181220,34,18870,0,2905,6202,7944,1090,992,0,68,1996,0,732,0,2858,0
FUELHH,20181220,35,19080,0,2935,6192,8085,1284,1003,0,70,1998,0,856,0,2841,0
FUELHH,20181220,36,18760,0,2738,6193,8437,1278,992,0,72,1996,0,858,0,2842,0
FUELHH,20181220,37,18724,0,2701,6192,8442,938,999,0,68,1996,0,858,0,2860,0
FUELHH,20181220,38,18507,0,2567,6191,8706,660,895,0,69,1996,0,858,0,2866,0
FUELHH,20181220,39,18167,0,2737,6195,8548,330,782,0,68,1996,0,960,0,2852,0
FUELHH,20181220,40,17556,0,2659,6198,8388,320,797,0,65,1996,0,964,0,2846,0
FUELHH,20181220,41,17021,0,2417,6203,8141,344,787,0,64,1996,0,1056,0,2834,0
FUELHH,20181220,42,16576,0,1848,6210,8028,210,781,0,64,1996,0,1058,0,2776,0
FUELHH,20181220,43,15567,0,1600,6216,7715,140,626,0,63,1996,0,1002,0,2757,0
FUELHH,20181220,44,14275,0,1431,6154,7451,0,604,0,63,1996,0,1000,0,2758,0
FUELHH,20181220,45,13092,0,1231,6084,7134,14,568,0,64,1996,0,1000,0,2625,0
FUELHH,20181220,46,12407,0,871,6071,6995,28,546,0,64,1996,0,1000,0,2277,0
FUELHH,20181220,47,11677,0,429,5939,6739,0,517,0,65,1996,0,1000,0,2138,0
FUELHH,20181220,48,11252,0,217,6156,6017,0,514,0,66,1996,0,1000,0,2140,0
FUELHH,20181221,1,11504,0,0,6184,5246,0,503,0,66,1996,0,1002,0,2138,0
FUELHH,20181221,2,11945,0,0,6197,5112,0,503,0,66,1996,0,1002,0,2130,0
FUELHH,20181221,3,12177,0,0,6253,5032,0,495,0,66,1898,0,952,0,2139,0
FUELHH,20181221,4,12059,0,0,6349,4565,0,486,0,65,1896,0,952,0,2135,0
FUELHH,20181221,5,12016,0,0,6432,4342,0,484,0,64,1896,0,952,0,2135,0
FUELHH,20181221,6,11907,0,0,6507,4265,0,484,0,64,1896,0,952,0,2139,0
FUELHH,20181221,7,11667,0,0,6525,3867,0,479,0,63,1896,0,952,0,2218,0
FUELHH,20181221,8,11621,0,0,6535,3634,0,477,0,63,1896,0,952,0,2229,0
FUELHH,20181221,9,11697,0,0,6548,3388,0,475,0,63,1896,14,950,0,2230,0
FUELHH,20181221,10,11905,0,0,6556,3187,0,475,0,64,1896,76,952,0,2183,0
FUELHH,20181221,11,11787,0,15,6569,3179,0,495,0,65,1896,188,950,66,2169,0
FUELHH,20181221,12,11936,0,421,6598,3105,0,519,0,66,1896,200,950,210,2165,0
FUELHH,20181221,13,12918,0,763,6613,3141,0,552,0,66,1996,202,1000,360,2376,0
FUELHH,20181221,14,14525,0,1499,6617,3284,4,556,0,67,1996,174,1000,328,2360,0
FUELHH,20181221,15,16710,0,2201,6626,3311,238,600,0,67,1996,46,1000,176,2733,0
FUELHH,20181221,16,17936,0,2751,6631,3392,154,632,0,69,1996,0,1000,104,2862,0
FUELHH,20181221,17,17915,0,3120,6627,3503,244,935,0,68,1996,0,1058,8,2790,0
FUELHH,20181221,18,17995,0,3095,6622,3463,506,955,0,66,1996,0,1058,0,2786,0
FUELHH,20181221,19,18376,0,3070,6589,3367,726,958,0,66,1996,0,1058,0,2772,0
FUELHH,20181221,20,18583,0,3139,6453,3271,568,952,0,65,1996,0,1058,0,2765,0
FUELHH,20181221,21,18730,0,3138,6395,3231,544,754,0,65,1996,0,1056,0,2759,0
FUELHH,20181221,22,18621,0,3123,6396,3248,524,757,0,65,1996,0,1058,0,2760,0
FUELHH,20181221,23,18243,0,3136,6395,3423,528,764,0,70,1996,0,1058,0,2761,0
FUELHH,20181221,24,18208,0,3093,6413,3493,182,752,0,66,1996,0,1058,0,2761,0
FUELHH,20181221,25,18224,0,2838,6423,3631,154,603,0,65,1996,0,1002,0,2784,0
FUELHH,20181221,26,18258,0,2618,6428,3700,166,581,0,66,1996,0,1000,0,2767,0
FUELHH,20181221,27,18237,0,2574,6439,3817,172,578,0,79,1996,0,1000,0,2765,0
FUELHH,20181221,28,17936,0,2404,6559,4127,160,585,0,108,1996,0,1000,0,2763,0
FUELHH,20181221,29,17877,0,2348,6650,4325,166,589,0,98,1996,0,1000,0,2758,0
FUELHH,20181221,30,17907,0,2339,6656,4559,148,617,0,65,1996,0,1000,0,2749,0
FUELHH,20181221,31,18230,0,2415,6658,4435,200,692,0,68,1996,0,1000,0,2744,0
FUELHH,20181221,32,18550,0,2815,6665,4437,182,717,0,63,1996,0,1000,0,2728,0
FUELHH,20181221,33,18936,0,3434,6662,4683,204,813,0,67,1996,0,1000,0,2725,0
FUELHH,20181221,34,18884,0,3722,6682,4802,708,1041,0,81,1996,0,1000,0,2736,0
FUELHH,20181221,35,18824,0,3887,6680,4847,1210,1046,0,83,1996,0,1058,0,2742,0
FUELHH,20181221,36,18586,0,3938,6689,4602,1478,1027,0,76,1996,0,1058,0,2744,0
FUELHH,20181221,37,18337,0,4041,6677,4585,858,933,0,72,1996,0,1058,0,2712,0
FUELHH,20181221,38,18085,0,4057,6667,5026,140,851,0,70,1996,0,1058,0,2730,0
FUELHH,20181221,39,17535,0,3866,6666,5225,262,728,0,70,1996,0,1058,0,2806,0
FUELHH,20181221,40,16776,0,3604,6672,5134,350,718,0,70,1996,0,1058,0,2812,0
FUELHH,20181221,41,16420,0,2833,6676,5015,308,611,0,69,1996,0,1058,22,2810,0
FUELHH,20181221,42,15618,0,2032,6674,5223,142,594,0,66,1996,38,1056,24,2809,0
FUELHH,20181221,43,14059,0,1567,6676,5739,144,573,0,65,1996,164,1002,0,2805,0
FUELHH,20181221,44,12254,0,1507,6667,6057,154,574,0,64,1996,148,1000,0,2696,0
FUELHH,20181221,45,10572,0,1431,6670,6339,144,558,0,64,1996,202,1000,0,2403,0
FUELHH,20181221,46,9373,0,1414,6672,6668,114,537,0,64,1996,202,1000,0,1823,0
FUELHH,20181221,47,8608,0,1262,6669,6696,162,516,0,70,1704,128,782,0,1507,0
FUELHH,20181221,48,7649,0,1219,6671,6657,14,508,0,67,1702,146,776,0,1503,0
FUELHH,20181222,1,7289,0,1335,6667,6461,122,463,0,68,1600,214,732,18,1509,0
FUELHH,20181222,2,7347,0,1390,6668,6255,232,461,0,69,1600,232,730,44,1512,0
FUELHH,20181222,3,6925,0,1384,6671,6262,60,458,0,68,1500,232,710,180,1512,0
FUELHH,20181222,4,6427,0,1235,6669,6025,0,451,0,68,1500,232,708,224,1510,0
FUELHH,20181222,5,6420,0,1125,6666,5752,0,448,0,67,1442,232,682,332,1510,0
FUELHH,20181222,6,6302,0,1095,6672,5971,0,446,0,67,1442,232,682,296,1505,0
FUELHH,20181222,7,5748,0,954,6679,6815,0,446,0,65,1440,232,694,132,1512,0
FUELHH,20181222,8,5441,0,786,6661,7022,0,443,0,64,1442,232,694,60,1511,0
FUELHH,20181222,9,4851,0,775,6666,7253,0,441,0,64,1440,182,694,0,1509,0
FUELHH,20181222,10,4626,0,772,6666,7507,0,442,0,63,1442,192,692,0,1513,0
FUELHH,20181222,11,5007,0,782,6665,7655,0,452,0,64,1400,54,694,0,1505,0
FUELHH,20181222,12,5330,0,825,6667,7577,0,455,0,65,1400,60,692,0,1508,0
FUELHH,20181222,13,5207,0,1220,6666,7697,0,578,0,77,1400,198,690,0,1574,0
FUELHH,20181222,14,5760,0,1167,6668,7717,0,630,0,76,1398,206,692,30,1477,0
FUELHH,20181222,15,7141,0,816,6670,7825,22,550,0,68,1698,230,788,150,1418,0
FUELHH,20181222,16,8297,0,726,6673,8040,0,549,0,68,1700,214,790,250,1445,0
FUELHH,20181222,17,9447,0,341,6670,8022,56,565,0,69,1798,232,884,390,1566,0
FUELHH,20181222,18,10710,0,444,6677,8033,0,604,0,70,1794,232,886,458,1570,0
FUELHH,20181222,19,11293,0,471,6677,8045,0,685,0,68,1996,232,982,478,1572,0
FUELHH,20181222,20,11322,0,536,6679,8115,130,694,0,67,1996,232,982,424,1558,0
FUELHH,20181222,21,11341,0,575,6677,7990,144,699,0,76,1996,232,984,274,1574,0
FUELHH,20181222,22,11408,0,560,6673,7889,142,699,0,70,1996,232,984,200,1566,0
FUELHH,20181222,23,11495,0,537,6669,7860,146,667,0,64,1996,158,932,140,1572,0
FUELHH,20181222,24,11494,0,537,6670,7890,144,652,0,69,1996,4,932,114,1562,0
FUELHH,20181222,25,11750,0,518,6667,7698,146,649,0,72,1996,0,994,82,1578,0
FUELHH,20181222,26,11726,0,411,6666,7735,162,635,0,69,1998,0,994,0,1576,0
FUELHH,20181222,27,11890,0,307,6674,7836,160,595,0,68,1996,0,994,22,1578,0
FUELHH,20181222,28,12126,0,314,6675,7723,168,596,0,68,1998,0,994,16,1577,0
FUELHH,20181222,29,12353,0,497,6677,7781,166,596,0,83,1998,0,1000,0,1566,0
FUELHH,20181222,30,12628,0,604,6675,7788,178,594,0,69,1998,0,1000,0,1594,0
FUELHH,20181222,31,13491,0,803,6675,7699,164,627,0,66,1998,0,1000,0,1592,0
FUELHH,20181222,32,14095,0,1445,6678,7584,250,659,0,65,1996,0,1000,0,1601,0
FUELHH,20181222,33,15547,0,2239,6678,7192,388,729,0,65,1998,0,1000,0,1599,0
FUELHH,20181222,34,15908,0,2807,6685,6848,714,904,0,70,1996,0,1000,0,1585,0
FUELHH,20181222,35,16172,0,2756,6679,6681,1326,1008,0,67,1998,0,1058,0,1589,0
FUELHH,20181222,36,16410,0,2472,6687,6583,1540,1008,0,67,1996,0,1058,0,1583,0
FUELHH,20181222,37,16450,0,2424,6679,6616,1354,1009,0,67,1998,0,1058,0,1598,0
FUELHH,20181222,38,16310,0,2563,6686,6652,946,1004,0,68,1996,0,1058,0,1592,0
FUELHH,20181222,39,16300,0,2755,6680,6505,416,808,0,68,1998,0,1058,0,1592,0
FUELHH,20181222,40,16047,0,2285,6683,6415,146,805,0,68,1998,0,1058,0,1587,0
FUELHH,20181222,41,15874,0,1608,6676,6404,186,747,0,68,1996,0,1058,0,1596,0
FUELHH,20181222,42,15393,0,1253,6587,6110,210,713,0,68,1996,0,1058,0,1589,0
FUELHH,20181222,43,14250,0,1243,6480,5978,292,624,0,74,1996,0,1002,0,1588,0
FUELHH,20181222,44,13509,0,1282,6454,5669,232,545,0,71,1996,0,998,0,1536,0
FUELHH,20181222,45,13203,0,1048,6454,5046,424,544,0,69,1996,0,724,0,1594,0
FUELHH,20181222,46,12825,0,861,6453,4682,366,533,0,65,1998,0,718,0,1598,0
FUELHH,20181222,47,11966,0,673,6454,4267,166,529,0,65,1996,0,994,0,1598,0
FUELHH,20181222,48,11555,0,647,6462,3865,146,529,0,67,1998,0,1000,0,1595,0
FUELHH,20181223,1,11532,0,669,6574,3591,16,497,0,68,1948,0,960,0,1614,0
FUELHH,20181223,2,11769,0,734,6672,3096,186,492,0,67,1948,0,958,0,1613,0
FUELHH,20181223,3,11915,0,823,6674,2765,0,485,0,68,1948,0,958,0,1598,0
FUELHH,20181223,4,11521,0,749,6684,2909,0,484,0,68,1948,0,958,0,1600,0
FUELHH,20181223,5,11367,0,726,6683,2854,0,474,0,68,1800,0,888,0,1600,0
FUELHH,20181223,6,11210,0,759,6684,2628,0,469,0,67,1800,0,886,0,1599,0
FUELHH,20181223,7,11441,0,787,6684,2286,0,464,0,67,1800,0,886,0,1601,0
FUELHH,20181223,8,11533,0,797,6680,1982,0,437,0,66,1800,0,886,0,1601,0
FUELHH,20181223,9,11330,0,858,6682,1952,0,420,0,66,1800,0,886,0,1601,0
FUELHH,20181223,10,11195,0,1039,6686,1771,0,419,0,64,1800,0,886,0,1605,0
FUELHH,20181223,11,11233,0,1059,6694,1810,0,509,0,63,1800,0,886,0,1603,0
FUELHH,20181223,12,11349,0,955,6691,1703,0,464,0,64,1798,0,886,0,1601,0
FUELHH,20181223,13,11993,0,779,6691,1465,0,429,0,65,1898,0,932,0,1601,0
FUELHH,20181223,14,12756,0,713,6690,1376,0,428,0,67,1896,0,934,0,1602,0
FUELHH,20181223,15,12877,0,872,6683,1402,0,431,0,68,1996,0,998,0,1602,0
FUELHH,20181223,16,13678,0,873,6692,1426,0,431,0,68,1998,0,1000,0,1602,0
FUELHH,20181223,17,14949,0,873,6692,1468,112,447,0,69,1996,88,1056,0,1604,0
FUELHH,20181223,18,16192,0,995,6693,1593,116,456,0,70,1996,188,1058,0,1604,0
FUELHH,20181223,19,17315,0,1166,6693,1809,138,779,0,70,1996,70,1058,0,1605,0
FUELHH,20181223,20,17819,0,1473,6686,2048,302,850,0,69,1996,30,1058,0,1610,0
FUELHH,20181223,21,18337,0,2259,6690,2017,174,661,0,66,1996,0,1058,0,1614,0
FUELHH,20181223,22,18852,0,2517,6684,1946,146,666,0,65,1998,0,1058,0,1628,0
