0,1320.5
1,1557.0
2,1564.5
3,1574.5
4,1431.5
5,1587.0
6,1673.5
7,1633.5
8,1604.0
9,1595.0
10,1673.5
11,1692.0
12,1663.5
13,1578.5
14,1978.0
15,2098.5
16,2216.0
17,2221.5
18,2089.0
19,1737.5
20,1285.5
21,1274.5
22,1176.0
23,928.5
24,937.0
25,1158.0
26,1275.5
27,1294.0
28,1318.0
29,1416.0
30,1647.0
31,1914.0
32,2317.0
33,2394.5
34,2181.0
35,2528.5
36,2550.0
37,2832.5
38,2711.5
39,2883.5
40,3421.5
41,3691.0
42,3922.5
43,3372.5
44,2072.5
45,1852.0
46,1389.5
47,1141.0
48,1143.0
49,873.5
50,874.0
51,903.0
52,957.0
53,804.0
54,994.0
55,1011.0
56,936.5
57,1137.0
58,1136.0
59,1180.0
60,1261.5
61,1286.0
62,1299.0
63,1828.0
64,1954.0
65,2062.5
66,2105.5
67,1612.0
68,1207.5
69,1076.5
70,1106.5
71,1197.5
72,1230.5
73,1152.0
74,1197.5
75,1194.5
76,1192.0
77,1453.0
78,1988.0
79,2320.0
80,2468.5
81,2607.5
82,2788.0
83,2677.5
84,2071.5
85,1891.5
86,2027.0
87,2527.0
88,3566.0
89,4410.5
90,4212.0
91,3668.0
92,2712.5
93,1529.0
94,1192.5
95,955.0
96,973.5
97,971.0
98,1031.0
99,992.0
100,1083.5
101,1499.0
102,3019.0
103,3921.5
104,4885.0
105,5994.0
106,6100.5
107,6063.0
108,6089.5
109,5582.0
110,5585.5
111,6074.0
112,7234.0
113,7302.5
114,7154.0
115,6161.0
116,4586.5
117,3515.0
118,1928.5
119,1138.5
120,899.0
121,1064.5
122,860.5
123,605.5
124,502.0
125,438.0
126,625.0
127,596.5
128,845.0
129,1467.0
130,1385.5
131,1433.5
132,1524.5
133,1372.0
134,1229.5
135,1832.0
136,3123.5
137,3745.0
138,3546.5
139,2847.0
140,1752.5
141,1226.5
142,547.5
143,541.0
144,374.5
145,299.0
146,363.0
147,365.5
148,368.0
149,577.5
150,753.0
151,1048.5
152,1133.0
153,1329.5
154,1792.0
155,1976.0
156,2073.0
157,2030.5
158,2348.5
159,3513.5
160,5686.5
161,6642.0
162,6095.0
163,5074.0
164,3766.5
165,2137.0
166,1272.0
167,880.0
168,940.0
169,944.5
170,945.5
171,965.0
172,955.5
173,992.5
174,1262.5
175,2198.0
176,2843.0
177,3233.0
178,3364.0
179,3382.5
180,3807.0
181,4015.0
182,4310.0
183,5086.0
184,6039.0
185,5546.5
186,5312.0
187,4980.0
188,4102.5
189,2536.0
190,1950.0
191,1310.0
192,1339.0
193,1305.5
194,1212.0
195,1254.5
196,1198.0
197,1197.5
198,2115.5
199,3864.5
200,4429.5
201,5032.0
202,5409.0
203,5979.5
204,6229.5
205,6039.0
206,5551.0
207,5574.5
208,5829.0
209,5878.5
210,6589.5
211,5513.5
212,3896.0
213,2830.5
214,2113.5
215,1700.5
216,1699.5
217,1729.5
218,1730.0
219,1706.0
220,1710.5
221,1952.5
222,3275.5
223,5290.5
224,6451.5
225,7003.5
226,6979.5
227,7149.5
228,6821.5
229,6859.5
230,6645.5
231,7422.0
232,7845.0
233,8085.0
234,8511.5
235,8713.5
236,6973.5
237,4899.0
238,3136.5
239,2936.0
240,2715.0
241,2543.0
242,1981.0
243,1698.0
244,1696.0
245,1731.0
246,3224.0
247,5165.5
248,6193.0
249,6889.0
250,6924.0
251,6838.0
252,6796.5
253,6563.0
254,6592.0
255,6737.0
256,7551.0
257,7759.5
258,7791.0
259,7554.5
260,6578.0
261,4191.5
262,2313.5
263,1588.5
264,1444.0
265,1351.5
266,1167.5
267,1167.0
268,1177.5
269,1169.0
270,1768.5
271,2707.5
272,3426.5
273,3704.5
274,3721.0
275,3588.5
276,3570.5
277,3565.5
278,3179.0
279,3428.0
280,4504.5
281,4701.5
282,4630.0
283,3780.0
284,2837.5
285,2083.0
286,1550.5
287,1414.0
288,1428.5
289,1376.5
290,1400.0
291,1313.5
292,1269.5
293,1077.5
294,1125.5
295,1101.0
296,1573.5
297,2237.0
298,2485.0
299,2625.0
300,2670.5
301,2568.0
302,2319.0
303,2670.5
304,3685.5
305,4148.5
306,4243.5
307,3561.0
308,2594.5
309,2248.5
310,1192.0
311,536.5
312,554.0
313,635.5
314,524.0
315,462.0
316,448.5
317,449.0
318,397.0
319,346.0
320,385.5
321,649.5
322,1228.5
323,1609.5
324,1639.0
325,1718.5
326,1804.0
327,2265.0
328,3019.0
329,3587.0
330,3434.0
331,2781.5
332,2135.5
333,1424.0
334,1087.5
335,913.0
336,1097.0
337,1260.5
338,1020.5
339,762.0
340,695.5
341,1079.0
342,1768.5
343,2475.5
344,2826.0
345,3124.5
346,3198.5
347,3087.0
348,2783.5
349,2896.5
350,2937.0
351,3216.5
352,3649.5
