,HDR HALF HOURLY OUTTURN GENERATION BY FUEL TYPE DATA,Date,Time Step,CCGT,Oil,Coal,Nuclear,Wind,Pumped Storage,Hydro (non pumped storage),OCGT,Other,France,Northern Ireland,Netherlands,Ireland,Biomass,Belgium,Solar,,Total Generated (MWh),,,Total Generated (kWh),,,Residential Consumption (kWh),,ConsumptionPerCust (kW),,,,,,,,,,,,,,,,,,,,,,,,,,,
0,,20180101,1.5,5550,0,1320.5,7266,8673,0,353,0,89,1406,203,710,432,752.5,0,0,,26755,0,,26755000,,,9825560.044,,0.374094948,1,,,,,,,,,,,,,,,,,,,,,,,,,,
1,,20180101,3.5,5620,0,1557,7260.5,8613,0,348,0,89,1405,211,724,432,755.5,0,0,,27015,0,,27015000,,,9921042.967,,0.377730332,2,,,,,,,,,,,,,,,,,,,,,,,,,,
2,,20180101,5.5,4918.5,0,1564.5,7255,8418.5,0,331.5,0,89,1306,212,675,432,753,0,0,,25955,0,,25955000,,,9531766.434,,0.362909153,3,,,,,,,,,,,,,,,,,,,,,,,,,,
3,,20180101,7.5,4133,0,1574.5,7256.5,8299,0,280,0,89,1305,213,677,432,757,0,0,,25016,0,,25016000,,,9186926.184,,0.349779825,4,,,,,,,,,,,,,,,,,,,,,,,,,,
4,,20180101,9.5,3505.5,0,1431.5,7256,8197.5,0,272,0,89,1306,214,461,432,756.5,0,0,,23921,0,,23921000,,,8784796.181,,0.334469268,5,,,,,,,,,,,,,,,,,,,,,,,,,,
5,,20180101,11.5,3702,0,1587,7259.5,8018.5,0,264,0,89,1306,213,224,432,757.5,0,0,,23852.5,0,,23852500,,,8759640.103,,0.333511484,6,,,,,,,,,,,,,,,,,,,,,,,,,,
6,,20180101,13.5,4848,0,1673.5,7263,7697.5,0,275.5,0,89,1307,208,366,432,757,0,4,,24920.5,0,,24920500,,,9151854.572,,0.348444521,7,,,,,,,,,,,,,,,,,,,,,,,,,,
7,,20180101,15.5,5754.5,0,1633.5,7264.5,7230,0,435,0,89,815,208,0,432,756.5,0,0,,24618,0,,24618000,,,9040763.863,,0.344214892,8,,,,,,,,,,,,,,,,,,,,,,,,,,
8,,20180101,17.5,6922.5,0,1604,7266,6904.5,356,377,0,88.5,711,208,0,432,756,0,5.5,,25631,0,,25631000,,,9412780.022,,0.358378905,9,,,,,,,,,,,,,,,,,,,,,,,,,,
9,,20180101,19.5,8805.5,0,1595,7261,6351,512,508.5,0,89,1305,208,243,432,752.5,0,326.5,,28389,0,,28389000,,,10425633.49,,0.396941935,10,,,,,,,,,,,,,,,,,,,,,,,,,,
10,,20180101,21.5,10329.5,0,1673.5,7259.5,6005.5,532,623,0,89,1800,189,631,432,749,0,776.5,,31089.5,0,,31089500,,,11417370.55,,0.434700986,11,,,,,,,,,,,,,,,,,,,,,,,,,,
11,,20180101,23.5,12463.5,0,1692,7260.5,5640.5,386,613.5,0,89,1800,121,897,418,756,0,1285,,33422,0,,33422000,,,12273962.54,,0.467314571,12,,,,,,,,,,,,,,,,,,,,,,,,,,
12,,20180101,25.5,13931,0,1663.5,7259,5202.5,545,540.5,0,89,1800,88,903,275,756,0,1855,,34907.5,0,,34907500,,,12819500.55,,0.488085195,13,,,,,,,,,,,,,,,,,,,,,,,,,,
13,,20180101,27.5,14991,0,1578.5,7257.5,4541,672,544.5,0,89,1800,89,905,242,750,0,1502.5,,34962,0,,34962000,,,12839515.24,,0.488847228,14,,,,,,,,,,,,,,,,,,,,,,,,,,
14,,20180101,29.5,14772.5,0,1978,7259,4922,359,479.5,0,89,1799,62,890,242,745,0,1051,,34648,0,,34648000,,,12724201.25,,0.484456803,15,,,,,,,,,,,,,,,,,,,,,,,,,,
15,,20180101,31.5,14944,0,2098.5,7256,5395.5,469,506,0,89,1997,0,993,137,741,0,252.5,,34878.5,0,,34878500,,,12808850.53,,0.48767971,16,,,,,,,,,,,,,,,,,,,,,,,,,,
16,,20180101,33.5,16465.5,0,2216,7261.5,6373.5,829,728.5,0,89,1996,0,994,129,753,0,1,,37836,0,,37836000,,,13894968.78,,0.529032198,17,,No. Households in GB,,,,,,,,,,,,,,,,,,,,,,,,
17,,20180101,35.5,16962,0,2221.5,7256,7237,1066,710,0,89,1996,0,984,180,720,0,0.5,,39422,0,,39422000,,,14477414.62,,0.551208038,18,,26264883,,,,,,,,,,,,,,,,,,,,,,,,
18,,20180101,37.5,16281,0,2089,7253,7413.5,425,711.5,0,89,1996,0,998,33,739,0,0,,38028,0,,38028000,,,13965479.25,,0.531716789,19,,,,,,,,,,,,,,,,,,,,,,,,,,
19,,20180101,39.5,14826,0,1737.5,7262.5,7656,288,604.5,0,89,1996,0,971,0,743.5,0,0,,36174,0,,36174000,,,13284612.56,,0.505793708,20,,,,,,,,,,,,,,,,,,,,,,,,,,
20,,20180101,41.5,12719.5,0,1285.5,7260,7873.5,324,496,0,89,1996,0,993,13,748.5,0,0,,33798,0,,33798000,,,12412045.54,,0.472571895,21,,Frac of residential consumption,,,,,,,,,,,,,,,,,,,,,,,,
21,,20180101,43.5,10799,0,1274.5,7260.5,7855.5,345,401.5,0,89,1800,0,880,0,738,0,0,,31443,0,,31443000,,,11547190.6,,0.43964371,22,,0.367242012,,,,,,,,,,,,,,,,,,,,,,,,
22,,20180101,45.5,8621.5,0,1176,7260.5,7922.5,188,313,0,89,1603,0,689,0,743.5,0,0,,28606,0,,28606000,,,10505325.01,,0.399976082,23,,,,,,,,,,,,,,,,,,,,,,,,,,
23,,20180101,47.5,7419,0,928.5,7259,7729.5,0,315,0,89,1602,0,705,12,745.5,0,0,,26804.5,0,,26804500,,,9843738.524,,0.374787069,24,,,,,,,,,,,,,,,,,,,,,,,,,,
24,,20180102,1.5,7586.5,0,937,7263.5,7284,0,312.5,0,89,1602,0,740,16,745,0,0,,26575.5,0,,26575500,,,9759640.103,,0.371585135,,,,,,,,,,,,,,,,,,,,,,,,,,,
25,,20180102,3.5,7985.5,0,1158,7267,6763,0,311.5,0,90.5,1602,8,745,60,743.5,0,0,,26734,0,,26734000,,,9817847.962,,0.373801321,,,,,,,,,,,,,,,,,,,,,,,,,,,
26,,20180102,5.5,8019,0,1275.5,7266.5,5977.5,0,279,0,91,1602,20,742,270,743,0,0,,26285.5,0,,26285500,,,9653139.919,,0.367530284,,,,,,,,,,,,,,,,,,,,,,,,,,,
27,,20180102,7.5,8603.5,0,1294,7262.5,5211.5,0,256.5,0,90,1602,28,743,432,738,0,0,,26261,0,,26261000,,,9644142.49,,0.367187719,,,,,,,,,,,,,,,,,,,,,,,,,,,
28,,20180102,9.5,9136.5,0,1318,7263,4514.5,0,250,0,90.5,1601,0,739,432,733.5,0,0,,26078,0,,26078000,,,9576937.202,,0.364628969,,,,,,,,,,,,,,,,,,,,,,,,,,,
29,,20180102,11.5,9473.5,0,1416,7258.5,4355.5,0,246,0,91,1799,117,900,432,714,0,0,,26802.5,0,,26802500,,,9843004.04,,0.374759105,,,,,,,,,,,,,,,,,,,,,,,,,,,
30,,20180102,13.5,11782.5,0,1647,7262,4712,76,245,0,91,1897,82,910,432,701.5,0,0,,29838,0,,29838000,,,10957767.17,,0.417202208,,,,,,,,,,,,,,,,,,,,,,,,,,,
31,,20180102,15.5,15745.5,0,1914,7262,4974,307,256,0,91,1996,58,358,432,700,0,0,,34093.5,0,,34093500,,,12520565.55,,0.476703648,,,,,,,,,,,,,,,,,,,,,,,,,,,
32,,20180102,17.5,17180,0,2317,7261,5593.5,389,382.5,0,91,1997,48,1004,405,691,0,4.5,,37363.5,0,,37363500,,,13721446.93,,0.522425588,,,,,,,,,,,,,,,,,,,,,,,,,,,
33,,20180102,19.5,18889,0,2394.5,7260.5,6552,441,549,0,91,1998,0,1024,250,681,0,46,,40176,0,,40176000,,,14754315.09,,0.56175065,,,,,,,,,,,,,,,,,,,,,,,,,,,
34,,20180102,21.5,20507.5,0,2181,7256,6488,611,513,0,91,1998,0,1012,35,680,0,176,,41548.5,0,,41548500,,,15258354.76,,0.58094128,,,,,,,,,,,,,,,,,,,,,,,,,,,
35,,20180102,23.5,20560.5,0,2528.5,7264.5,6987.5,296,480,0,91,1998,0,992,0,679.5,0,337,,42214.5,0,,42214500,,,15502937.94,,0.590253455,,,,,,,,,,,,,,,,,,,,,,,,,,,
36,,20180102,25.5,20086.5,0,2550,7262.5,7895,306,468.5,0,91,1996,0,990,0,680,0,479,,42804.5,0,,42804500,,,15719610.72,,0.598502979,,,,,,,,,,,,,,,,,,,,,,,,,,,
37,,20180102,27.5,19453.5,0,2832.5,7260.5,8154,218,439,0,91,1996,0,972,24,681,0,510.5,,42632,0,,42632000,,,15656261.48,,0.596091042,,,,,,,,,,,,,,,,,,,,,,,,,,,
38,,20180102,29.5,18658.5,0,2711.5,7258,8588.5,294,439.5,0,91,1996,0,973,57,680.5,0,228.5,,41976,0,,41976000,,,15415350.72,,0.58691869,,,,,,,,,,,,,,,,,,,,,,,,,,,
39,,20180102,31.5,19202,0,2883.5,7257.5,8251,406,477,0,91,1996,0,1011,0,680.5,0,27.5,,42283,0,,42283000,,,15528094.01,,0.591211239,,,,,,,,,,,,,,,,,,,,,,,,,,,
40,,20180102,33.5,21907.5,0,3421.5,7261.5,7006,520,714.5,0,91,1996,0,1005,0,680,0,10.5,,44613.5,0,,44613500,,,16383951.52,,0.623796859,,,,,,,,,,,,,,,,,,,,,,,,,,,
41,,20180102,35.5,22546,0,3691,7259,6909,1198,728.5,0,91,1996,0,1021,0,680.5,0,3.5,,46123.5,0,,46123500,,,16938486.96,,0.644910048,,,,,,,,,,,,,,,,,,,,,,,,,,,
42,,20180102,37.5,21941.5,0,3922.5,7264.5,6878,629,704.5,0,91,1996,0,969,0,680.5,0,0,,45076.5,0,,45076500,,,16553984.58,,0.630270638,,,,,,,,,,,,,,,,,,,,,,,,,,,
43,,20180102,39.5,19720.5,0,3372.5,7265,7467.5,280,661,0,91,1996,0,963,54,680,0,0,,42550.5,0,,42550500,,,15626331.25,,0.594951489,,,,,,,,,,,,,,,,,,,,,,,,,,,
44,,20180102,41.5,17281.5,0,2072.5,7266,7975.5,339,516,0,91,1996,0,994,66,680.5,0,0,,39278,0,,39278000,,,14424531.77,,0.549194594,,,,,,,,,,,,,,,,,,,,,,,,,,,
45,,20180102,43.5,13379,0,1852,7267.5,8078,382,463,0,91,1996,0,1014,23,680.5,0,0,,35226,0,,35226000,,,12936467.13,,0.49253854,,,,,,,,,,,,,,,,,,,,,,,,,,,
46,,20180102,45.5,9887,0,1389.5,7259,7586,316,439,0,91,1996,0,1010,206,680,0,0,,30859.5,0,,30859500,,,11332904.88,,0.43148507,,,,,,,,,,,,,,,,,,,,,,,,,,,
47,,20180102,47.5,7956.5,0,1141,7263,7145.5,0,455.5,0,91,1603,81,723,407,681,0,0,,27547.5,0,,27547500,,,10116599.34,,0.385175877,,,,,,,,,,,,,,,,,,,,,,,,,,,
48,,20180103,1.5,7280,0,1143,7265,7361.5,0,441.5,0,91,1502,82,697,432,681,0,0,,26976,0,,26976000,,,9906720.529,,0.377185024,,,,,,,,,,,,,,,,,,,,,,,,,,,
49,,20180103,3.5,6914.5,0,873.5,7259,7684,0,405,0,91,1502,82,698,432,681,0,0,,26622,0,,26622000,,,9776716.856,,0.37223531,,,,,,,,,,,,,,,,,,,,,,,,,,,
50,,20180103,5.5,6655.5,0,874,7258,7833,0,339,0,91,1502,82,694,432,681,0,0,,26441.5,0,,26441500,,,9710429.673,,0.369711515,,,,,,,,,,,,,,,,,,,,,,,,,,,
51,,20180103,7.5,6706.5,0,903,7151,7448,0,331,0,91,1502,82,729,432,681,0,0,,26056.5,0,,26056500,,,9569041.498,,0.36432835,,,,,,,,,,,,,,,,,,,,,,,,,,,
52,,20180103,9.5,6743.5,0,957,6857,7545.5,0,316,0,91,1502,82,679,432,681,0,0,,25886,0,,25886000,,,9506426.735,,0.361944378,,,,,,,,,,,,,,,,,,,,,,,,,,,
53,,20180103,11.5,7561,0,804,6851,7422.5,0,322,0,91,1501,81,707,432,680,0,0,,26452.5,0,,26452500,,,9714469.335,,0.369865319,,,,,,,,,,,,,,,,,,,,,,,,,,,
54,,20180103,13.5,10295.5,0,994,6851,7176,81,339.5,0,91,1798,82,868,432,681,0,0,,29689,0,,29689000,,,10903048.11,,0.415118853,,,,,,,,,,,,,,,,,,,,,,,,,,,
55,,20180103,15.5,14386,0,1011,6848.5,7565.5,264,317.5,0,91,1996,82,980,418,680.5,0,0,,34640,0,,34640000,,,12721263.31,,0.484344945,,,,,,,,,,,,,,,,,,,,,,,,,,,
56,,20180103,17.5,16969.5,0,936.5,6854.5,7972.5,332,402.5,0,90.5,1996,82,1013,344,680,0,16.5,,37689.5,0,,37689500,,,13841167.83,,0.526983799,,,,,,,,,,,,,,,,,,,,,,,,,,,
57,,20180103,19.5,17737.5,0,1137,6902,8264,280,562,0,90.5,1997,81,981,393,680,0,604,,39709,0,,39709000,,,14582813.07,,0.555220942,,,,,,,,,,,,,,,,,,,,,,,,,,,
58,,20180103,21.5,17692.5,0,1136,6943.5,8476.5,179,580,0,91,1996,45,1002,239,675,0,1415,,40470.5,0,,40470500,,,14862467.87,,0.565868421,,,,,,,,,,,,,,,,,,,,,,,,,,,
59,,20180103,23.5,17554,0,1180,6961,8643,246,453.5,0,91,1996,0,1000,240,661.5,0,1785,,40811,0,,40811000,,,14987513.77,,0.570629375,,,,,,,,,,,,,,,,,,,,,,,,,,,
60,,20180103,25.5,17918.5,0,1261.5,6990.5,8471.5,211,452,0,91,1998,0,1000,153,661,0,2010,,41218,0,,41218000,,,15136981.27,,0.576320148,,,,,,,,,,,,,,,,,,,,,,,,,,,
61,,20180103,27.5,17885,0,1286,7005,8682,159,427.5,0,91,1997,0,1000,140,644.5,0,1531,,40848,0,,40848000,,,15001101.73,,0.571146718,,,,,,,,,,,,,,,,,,,,,,,,,,,
62,,20180103,29.5,18393,0,1299,7077,8668,314,431,0,91,1997,0,1000,132,633,0,771.5,,40806.5,0,,40806500,,,14985861.18,,0.570566455,,,,,,,,,,,,,,,,,,,,,,,,,,,
63,,20180103,31.5,19272.5,0,1828,7120,8362,325,439.5,0,91,1997,0,1003,84,655,0,102,,41279,0,,41279000,,,15159383.03,,0.577173065,,,,,,,,,,,,,,,,,,,,,,,,,,,
64,,20180103,33.5,21717.5,0,1954,7128,8414,429,705,0,91,1996,0,1008,0,621,0,7,,44070.5,0,,44070500,,,16184539.11,,0.616204501,,,,,,,,,,,,,,,,,,,,,,,,,,,
65,,20180103,35.5,22849.5,0,2062.5,7131,8251.5,1174,828.5,0,91,1998,0,1006,0,682.5,0,5,,46079.5,0,,46079500,,,16922328.31,,0.64429483,,,,,,,,,,,,,,,,,,,,,,,,,,,
66,,20180103,37.5,22481,0,2105.5,7129,8208,683,786.5,0,91,1996,0,1013,0,688,0,0.5,,45181.5,0,,45181500,,,16592544.99,,0.631738774,,,,,,,,,,,,,,,,,,,,,,,,,,,
67,,20180103,39.5,21533,0,1612,7128.5,8158.5,518,585,0,91,1997,0,1024,0,680,0,0,,43327,0,,43327000,,,15911494.67,,0.605808702,,,,,,,,,,,,,,,,,,,,,,,,,,,
68,,20180103,41.5,19229.5,0,1207.5,7131,8153.5,335,504.5,0,91,1996,0,997,0,680.5,0,0,,40325.5,0,,40325500,,,14809217.77,,0.563840995,,,,,,,,,,,,,,,,,,,,,,,,,,,
69,,20180103,43.5,15637,0,1076.5,7131.5,8009,367,492.5,0,91,1996,0,1014,0,645,0,0,,36459.5,0,,36459500,,,13389460.15,,0.509785639,,,,,,,,,,,,,,,,,,,,,,,,,,,
70,,20180103,45.5,11970,0,1106.5,7134.5,7767,295,453.5,0,91,1996,0,1008,0,638,0,0,,32459.5,0,,32459500,,,11920492.1,,0.453856661,,,,,,,,,,,,,,,,,,,,,,,,,,,
71,,20180103,47.5,9983.5,0,1197.5,7126,7332,0,430,0,91,1996,0,1019,0,680.5,0,0,,29855.5,0,,29855500,,,10964193.9,,0.417446897,,,,,,,,,,,,,,,,,,,,,,,,,,,
72,,20180104,1.5,10785.5,0,1230.5,7127.5,6733,0,416,0,91,1996,0,1028,0,680.5,0,0,,30088,0,,30088000,,,11049577.67,,0.420697769,,,,,,,,,,,,,,,,,,,,,,,,,,,
73,,20180104,3.5,10630.5,0,1152,7130,6368.5,0,404.5,0,91,1996,0,1021,175,676,0,0,,29644.5,0,,29644500,,,10886705.84,,0.414496643,,,,,,,,,,,,,,,,,,,,,,,,,,,
74,,20180104,5.5,10793,0,1197.5,7104.5,5471.5,0,356,0,91,1996,0,1026,379,616,0,0,,29030.5,0,,29030500,,,10661219.24,,0.405911545,,,,,,,,,,,,,,,,,,,,,,,,,,,
75,,20180104,7.5,11444.5,0,1194.5,7109,4382,0,314,0,91,1996,2,1000,473,670,0,0,,28676,0,,28676000,,,10531031.95,,0.40095484,,,,,,,,,,,,,,,,,,,,,,,,,,,
76,,20180104,9.5,11926,0,1192,7134,3641,0,309.5,0,91,1996,30,1000,504,680.5,0,0,,28504,0,,28504000,,,10467866.32,,0.398549894,,,,,,,,,,,,,,,,,,,,,,,,,,,
77,,20180104,11.5,12787.5,0,1453,7131.5,3678.5,0,333.5,0,90.5,1996,47,983,504,680.5,0,0,,29685,0,,29685000,,,10901579.14,,0.415062924,,,,,,,,,,,,,,,,,,,,,,,,,,,
78,,20180104,13.5,15388,0,1988,7127.5,3584,117,329.5,0,91,1996,154,992,491,681,0,0,,32939,0,,32939000,,,12096584.65,,0.460561147,,,,,,,,,,,,,,,,,,,,,,,,,,,
79,,20180104,15.5,20470,0,2320,7124.5,3320.5,293,369.5,0,91,1997,173,987,264,653,0,0,,38062.5,0,,38062500,,,13978149.1,,0.532199176,,,,,,,,,,,,,,,,,,,,,,,,,,,
80,,20180104,17.5,23005,0,2468.5,7101.5,3165,363,433,0,91,1997,198,1000,99,551,0,64,,40536,0,,40536000,,,14886522.22,,0.566784258,,,,,,,,,,,,,,,,,,,,,,,,,,,
81,,20180104,19.5,23723,0,2607.5,6912,3294,411,595.5,0,91,1997,198,1000,141,554.5,0,180,,41704.5,0,,41704500,,,15315644.51,,0.58312251,,,,,,,,,,,,,,,,,,,,,,,,,,,
82,,20180104,21.5,23706.5,0,2788,6901.5,3154,258,571,0,91,1998,119,1000,4,596,0,657.5,,41844.5,0,,41844500,,,15367058.39,,0.585080025,,,,,,,,,,,,,,,,,,,,,,,,,,,
83,,20180104,23.5,23311.5,0,2677.5,6904,3997,181,431,0,91,1996,79,1000,0,675.5,0,969.5,,42313,0,,42313000,,,15539111.27,,0.591630706,,,,,,,,,,,,,,,,,,,,,,,,,,,
84,,20180104,25.5,22477,0,2071.5,6938,5526,142,428,0,89,1996,30,989,0,675.5,0,1150,,42512,0,,42512000,,,15612192.43,,0.594413173,,,,,,,,,,,,,,,,,,,,,,,,,,,
85,,20180104,27.5,21775.5,0,1891.5,7118,6061.5,143,383,0,91,1996,7,1000,0,680.5,0,1310,,42457,0,,42457000,,,15591994.12,,0.593644149,,,,,,,,,,,,,,,,,,,,,,,,,,,
86,,20180104,29.5,21567.5,0,2027,7134,6208.5,187,376.5,0,91,1996,35,735,0,681,0,892,,41930.5,0,,41930500,,,15398641.2,,0.586282498,,,,,,,,,,,,,,,,,,,,,,,,,,,
87,,20180104,31.5,21605,0,2527,7128.5,6358,365,398.5,0,91,1996,29,775,0,681,0,271,,42225,0,,42225000,,,15506793.98,,0.590400269,,,,,,,,,,,,,,,,,,,,,,,,,,,
88,,20180104,33.5,22800,0,3566,7064,6424,516,733.5,0,91,1996,0,1000,0,681,0,0.5,,44872,0,,44872000,,,16478883.58,,0.627411269,,,,,,,,,,,,,,,,,,,,,,,,,,,
89,,20180104,35.5,23641.5,0,4410.5,6919,6512,771,823.5,0,91,1996,0,1000,0,680,0,0,,46844.5,0,,46844500,,,17203268.45,,0.654991246,,,,,,,,,,,,,,,,,,,,,,,,,,,
90,,20180104,37.5,23576.5,0,4212,6943.5,6394,437,726.5,0,91,1996,0,1000,0,680.5,0,0,,46057,0,,46057000,,,16914065.37,,0.643980229,,,,,,,,,,,,,,,,,,,,,,,,,,,
91,,20180104,39.5,22464,0,3668,7007.5,6305.5,402,595.5,0,91,1996,0,1000,0,681,0,0,,44210.5,0,,44210500,,,16235952.99,,0.618162015,,,,,,,,,,,,,,,,,,,,,,,,,,,
92,,20180104,41.5,20620,0,2712.5,7055.5,6225,427,464,0,91,1996,0,1000,0,681,0,0,,41272,0,,41272000,,,15156812.34,,0.57707519,,,,,,,,,,,,,,,,,,,,,,,,,,,
93,,20180104,43.5,18361.5,0,1529,7132,5913.5,416,424,0,91,1996,0,1007,38,680.5,0,0,,37588.5,0,,37588500,,,13804076.39,,0.525571593,,,,,,,,,,,,,,,,,,,,,,,,,,,
94,,20180104,45.5,15873,0,1192.5,7129,5092.5,306,341,0,91,1996,0,1011,0,681,0,0,,33713,0,,33713000,,,12380829.97,,0.471383404,,,,,,,,,,,,,,,,,,,,,,,,,,,
95,,20180104,47.5,13972.5,0,955,6963.5,4658,0,343,0,91,1996,24,1018,72,693.5,0,0,,30786.5,0,,30786500,,,11306096.22,,0.430464366,,,,,,,,,,,,,,,,,,,,,,,,,,,
96,,20180105,1.5,14436.5,0,973.5,6915,3926,0,333.5,0,91,1996,143,1009,246,718.5,0,0,,30788,0,,30788000,,,11306647.08,,0.43048534,,,,,,,,,,,,,,,,,,,,,,,,,,,
97,,20180105,3.5,14511,0,971,6918.5,3167,0,295.5,0,91,1996,198,1012,474,722.5,0,0,,30356.5,0,,30356500,,,11148182.15,,0.424452001,,,,,,,,,,,,,,,,,,,,,,,,,,,
98,,20180105,5.5,13778,0,1031,7080.5,2796,0,275.5,0,91,1996,198,991,504,723,0,0,,29464,0,,29464000,,,10820418.66,,0.411972848,,,,,,,,,,,,,,,,,,,,,,,,,,,
99,,20180105,7.5,13353,0,992,7138.5,2505.5,0,271.5,0,91,1996,198,998,504,723,0,0,,28770.5,0,,28770500,,,10565736.32,,0.402276162,,,,,,,,,,,,,,,,,,,,,,,,,,,
100,,20180105,9.5,13241.5,0,1083.5,7141,2111.5,0,265.5,0,91,1996,198,996,504,720.5,0,0,,28348.5,0,,28348500,,,10410760.19,,0.396375655,,,,,,,,,,,,,,,,,,,,,,,,,,,
101,,20180105,11.5,13792.5,0,1499,7143.5,2134,0,296,0,91,1996,198,984,504,723.5,0,0,,29361.5,0,,29361500,,,10782776.35,,0.410539668,,,,,,,,,,,,,,,,,,,,,,,,,,,
102,,20180105,13.5,15569.5,0,3019,7138.5,2305,104,324,0,91,1996,186,998,420,723,0,0,,32874,0,,32874000,,,12072713.92,,0.459652301,,,,,,,,,,,,,,,,,,,,,,,,,,,
103,,20180105,15.5,20135,0,3921.5,7132,2270.5,363,374,0,91,1996,136,1009,128,721,0,0,,38277,0,,38277000,,,14056922.51,,0.535198368,,,,,,,,,,,,,,,,,,,,,,,,,,,
104,,20180105,17.5,22678,0,4885,7135,1855.5,424,437.5,0,91,1996,8,1014,0,720.5,0,29,,41273.5,0,,41273500,,,15157363.2,,0.577096163,,,,,,,,,,,,,,,,,,,,,,,,,,,
105,,20180105,19.5,22998,0,5994,7130,1704,353,557,0,91,1996,0,1000,0,720,0,499.5,,43042.5,0,,43042500,,,15807014.32,,0.601830753,,,,,,,,,,,,,,,,,,,,,,,,,,,
106,,20180105,21.5,22714.5,0,6100.5,7132.5,1963,373,558.5,0,91,1996,0,1000,0,718.5,0,1265,,43912.5,0,,43912500,,,16126514.87,,0.613995306,,,,,,,,,,,,,,,,,,,,,,,,,,,
107,,20180105,23.5,23223.5,0,6063,6626.5,2081.5,395,469.5,0,91,1996,0,1000,0,717.5,0,1885,,44548.5,0,,44548500,,,16360080.79,,0.622888013,,,,,,,,,,,,,,,,,,,,,,,,,,,
108,,20180105,25.5,23217,0,6089.5,6629.5,2173,315,365.5,0,91,1996,0,1000,0,717,0,2045,,44638.5,0,,44638500,,,16393132.57,,0.624146415,,,,,,,,,,,,,,,,,,,,,,,,,,,
109,,20180105,27.5,23308.5,0,5582,6629.5,2321,338,356,0,91,1996,0,1000,0,721,0,1511.5,,43854.5,0,,43854500,,,16105214.84,,0.613184336,,,,,,,,,,,,,,,,,,,,,,,,,,,
110,,20180105,29.5,23193,0,5585.5,6629.5,2466.5,223,377,0,91,1996,0,1006,0,729,0,1052,,43348.5,0,,43348500,,,15919390.38,,0.60610932,,,,,,,,,,,,,,,,,,,,,,,,,,,
111,,20180105,31.5,23102.5,0,6074,6631.5,2592.5,243,533,0,91,1996,0,998,0,728,0,220,,43209.5,0,,43209500,,,15868343.74,,0.604165788,,,,,,,,,,,,,,,,,,,,,,,,,,,
112,,20180105,33.5,23565.5,0,7234,6625,2602,546,902,0,91,1996,0,1018,0,726,0,5,,45310.5,0,,45310500,,,16639919.21,,0.633542484,,,,,,,,,,,,,,,,,,,,,,,,,,,
113,,20180105,35.5,24446,0,7302.5,6619,2810.5,1160,933.5,0,91,1996,0,996,0,729.5,0,5,,47089,0,,47089000,,,17293059.13,,0.658409905,,,,,,,,,,,,,,,,,,,,,,,,,,,
114,,20180105,37.5,23580,0,7154,6613,3194.5,1153,822.5,0,91,1996,0,991,0,732,0,2,,46329,0,,46329000,,,17013955.2,,0.647783399,,,,,,,,,,,,,,,,,,,,,,,,,,,
115,,20180105,39.5,23468.5,0,6161,6608.5,3382.5,573,496,0,91,1996,0,1023,0,705.5,0,0,,44505,0,,44505000,,,16344105.77,,0.622279786,,,,,,,,,,,,,,,,,,,,,,,,,,,
116,,20180105,41.5,22618.5,0,4586.5,6558,3200,463,448,0,91,1996,0,1021,0,682.5,0,0,,41664.5,0,,41664500,,,15300954.83,,0.582563221,,,,,,,,,,,,,,,,,,,,,,,,,,,
117,,20180105,43.5,20579.5,0,3515,6386.5,3135,361,384.5,0,91,1996,0,1006,0,604,0,0,,38058.5,0,,38058500,,,13976680.13,,0.532143247,,,,,,,,,,,,,,,,,,,,,,,,,,,
118,,20180105,45.5,18319,0,1928.5,6384.5,3324.5,292,365.5,0,91,1996,0,1000,0,559,0,0,,34260,0,,34260000,,,12581711.35,,0.479031692,,,,,,,,,,,,,,,,,,,,,,,,,,,
119,,20180105,47.5,15917,0,1138.5,6390.5,3298,1,386,0,91,1996,113,1000,103,556,0,0,,30990,0,,30990000,,,11380829.97,,0.433309753,,,,,,,,,,,,,,,,,,,,,,,,,,,
120,,20180106,1.5,14698.5,0,899,6421.5,3513.5,0,318,0,91,1996,181,1000,338,554,0,0,,30010.5,0,,30010500,,,11021116.42,,0.419614145,,,,,,,,,,,,,,,,,,,,,,,,,,,
121,,20180106,3.5,13854,0,1064.5,6435,3767,7,273.5,0,91,1802,183,902,456,602.5,0,0,,29437.5,0,,29437500,,,10810686.74,,0.411602319,,,,,,,,,,,,,,,,,,,,,,,,,,,
122,,20180106,5.5,12977.5,0,860.5,6404.5,3927,0,248,0,91,1800,176,892,456,722,0,0,,28554.5,0,,28554500,,,10486412.05,,0.399255997,,,,,,,,,,,,,,,,,,,,,,,,,,,
123,,20180106,7.5,12146.5,0,605.5,6414,4698.5,0,245.5,0,91,1800,192,904,456,720.5,0,0,,28273.5,0,,28273500,,,10383217.04,,0.395326986,,,,,,,,,,,,,,,,,,,,,,,,,,,
124,,20180106,9.5,10950.5,0,502,6534.5,5079.5,0,249.5,0,91,1800,192,902,456,727,0,0,,27484,0,,27484000,,,10093279.47,,0.384288004,,,,,,,,,,,,,,,,,,,,,,,,,,,
125,,20180106,11.5,10371,0,438,6537.5,5479.5,0,296.5,0,91,1800,192,902,456,734.5,0,0,,27298,0,,27298000,,,10024972.46,,0.381687307,,,,,,,,,,,,,,,,,,,,,,,,,,,
