"index","Normalised_ASHP_heat","Normalised_ASHP_elec","Normalised_GSHP_heat","Normalised_GSHP_elec","Normalised_Resistance_heater_heat","Normalised_Resistance_heater_elec","Normalised_Gas_boiler_heat","Normalised_Gas_boiler_gas"
"2013-02-13T10:30:00",0.00010690329872533801,4.5106690158788875e-05,0.00011444516079064476,4.373109117609875e-05,8.262138063047192e-05,8.262138063047192e-05,0.00010646777490612804,0.0001267473537555869
"2013-02-13T11:00:00",0.0001053552288413803,4.365826259127453e-05,0.00011303902744377903,4.2690044898833627e-05,8.040112112709766e-05,8.040112112709766e-05,0.00010451796063011753,0.00012442614357777875
"2013-02-13T11:30:00",0.00010490300413768768,4.365826259127453e-05,0.00011075516050976415,4.2251968389993776e-05,8.018409355286567e-05,8.018409355286567e-05,0.00010451796063011753,0.00012442614357777875
"2013-02-13T12:00:00",0.00010411791569992789,4.2986338731326305e-05,0.00010915881332028558,4.1345134141063896e-05,7.968337473987539e-05,7.968337473987539e-05,0.00010451796063011753,0.00012442614357777875
"2013-02-13T12:30:00",0.00010233409618656228,4.267210263788711e-05,0.00010819360989970901,4.098195634343305e-05,7.846036365402058e-05,7.846036365402058e-05,0.00010451796063011753,0.00012442614357777875
"2013-02-13T13:00:00",0.00010099543776996822,4.1757564861211143e-05,0.00010750619506022597,4.073312855071584e-05,7.846036365402058e-05,7.846036365402058e-05,0.0001052977128975003,0.00012535442337033967
"2013-02-13T13:30:00",0.00010036618229202531,4.067778414143881e-05,0.00010750619506022597,4.0756749671880076e-05,7.846036365402058e-05,7.846036365402058e-05,0.0001052977128975003,0.00012535442337033967
"2013-02-13T14:00:00",0.00010154728730592865,4.165320181737004e-05,0.00010750619506022597,4.06737418000523e-05,7.846036365402058e-05,7.846036365402058e-05,0.00011310425740591044,0.0001346479221671503
"2013-02-13T14:30:00",0.00010120463243355509,4.165320181737004e-05,0.00010773388798154175,4.06737418000523e-05,7.846036365402058e-05,7.846036365402058e-05,0.00011310425740591044,0.0001346479221671503
"2013-02-13T15:00:00",0.0001054571475974799,4.222535747481097e-05,0.00011037436216001686,4.181166439718922e-05,8.354140494143458e-05,8.354140494143458e-05,0.0001349612742131279,0.00016066817720767414
"2013-02-13T15:30:00",0.0001058035930391121,4.3176007067662076e-05,0.00011178160750044739,4.2552846573314924e-05,8.354140494143458e-05,8.354140494143458e-05,0.00014207222828156916,0.00016913359959741306
"2013-02-13T16:00:00",0.00011390298350059702,4.60177276035203e-05,0.00011613141161078691,4.3160837796957345e-05,0.00010124558736635679,0.00010124558736635679,0.00017554333249344593,0.00020898015221301817
"2013-02-13T16:30:00",0.00011456819343713513,4.7361162696873846e-05,0.00011736282209457459,4.409220933785014e-05,0.00010302740669003981,0.00010302740669003981,0.00019472343110667773,0.0002318136022978241
"2013-02-13T17:00:00",0.00011904713566806611,4.901288576714543e-05,0.00012093212561481792,4.513290593160431e-05,0.00010602369782824041,0.00010602369782824041,0.00020306183024789256,0.00024174028150124682
"2013-02-13T17:30:00",0.00011914574641815219,4.94856578739411e-05,0.0001221350368924637,4.570414192141146e-05,0.00011325376808784946,0.00011325376808784946,0.00020306183024789256,0.00024174028150124682
"2013-02-13T18:00:00",0.00011803299753696809,4.949567980336474e-05,0.0001223202013051785,4.5675950436759194e-05,0.00011325376808784946,0.00011325376808784946,0.00019838882765572835,0.0002361771824158541
"2013-02-13T18:30:00",0.00011700217950239807,4.9568550350210266e-05,0.0001225222204631208,4.574414921189851e-05,0.00011325376808784946,0.00011325376808784946,0.00019838882765572835,0.0002361771824158541
"2013-02-13T19:00:00",0.00011321877176207424,4.721240733131846e-05,0.00012055160001820915,4.546265048875385e-05,0.00011013789917624662,0.00011013789917624662,0.00018984182131922506,0.00022600216223926802
"2013-02-13T19:30:00",0.00011321877176207424,4.721240733131846e-05,0.00012050983381966206,4.547574263940358e-05,0.00010822882302926102,0.00010822882302926102,0.00018984182131922506,0.00022600216223926802
"2013-02-13T20:00:00",0.00011086489818916846,4.646302507686113e-05,0.00011666967244551208,4.523846838988795e-05,9.68863138265409e-05,9.68863138265409e-05,0.00015764487989718392,0.00018767247296227978
"2013-02-13T20:30:00",0.00011086489818916846,4.646302507686113e-05,0.00011578593129564491,4.5088653483294407e-05,9.68863138265409e-05,9.68863138265409e-05,0.00015764487989718392,0.00018767247296227978
"2013-02-13T21:00:00",0.00010692347546391945,4.4717377015550106e-05,0.00011105449658880205,4.295399650339913e-05,9.056915531528192e-05,9.056915531528192e-05,0.0001259366981120588,0.00014992464504144746
"2013-02-13T21:30:00",0.00010479185373689916,4.37847011551615e-05,0.00010946560465177679,4.206525837616058e-05,8.785459019450811e-05,8.785459019450811e-05,0.00012488010840273222,0.00014866679979387408
"2013-02-13T22:00:00",9.121858053813606e-05,3.939438271324405e-05,0.00010362465213939095,3.94072615569521e-05,8.414140589685194e-05,8.414140589685194e-05,0.00010012844646027524,0.00011920053168001924
"2013-02-13T22:30:00",7.956455228285678e-05,3.726009989470548e-05,9.823016154643736e-05,3.8164196121744674e-05,7.662604984167471e-05,7.662604984167471e-05,7.780983343127187e-05,9.263075543015558e-05
"2013-02-13T23:00:00",6.683439400365941e-05,3.344268892977749e-05,9.405462571061165e-05,3.5578933472812445e-05,7.038563986739762e-05,7.038563986739762e-05,6.011367274609072e-05,7.156389922642023e-05
"2013-02-13T23:30:00",6.242224132331865e-05,3.101227662999639e-05,9.191372338321093e-05,3.469057999743593e-05,6.823399526254071e-05,6.823399526254071e-05,5.3219389574700305e-05,6.335641415161014e-05
"2013-02-14T00:00:00",5.9657524593405304e-05,2.6995755873937147e-05,7.738320556058032e-05,2.9895828097266514e-05,6.521975137288828e-05,6.521975137288828e-05,2.3523930129204436e-05,2.8004678753674222e-05
"2013-02-14T00:30:00",5.9657524593405304e-05,2.705315991909364e-05,7.738320556058032e-05,2.993011106867942e-05,0.00011654046438821845,0.00011654046438821845,2.1445068650315313e-05,2.5529843970994317e-05
"2013-02-14T01:00:00",6.497191668134216e-05,2.9199658931087014e-05,7.765877714821448e-05,2.994739942146047e-05,0.00011737100468873066,0.00011737100468873066,2.106561658208515e-05,2.507811518504172e-05
"2013-02-14T01:30:00",6.497191668134216e-05,2.935857085421775e-05,7.741365600071329e-05,2.994739942146047e-05,0.00011737100468873066,0.00011737100468873066,2.106561658208515e-05,2.507811518504172e-05
"2013-02-14T02:00:00",6.886292203798332e-05,3.060804948501588e-05,8.113384096225854e-05,2.9867689065140888e-05,0.00011648667607056511,0.00011648667607056511,2.106561658208515e-05,2.507811518504172e-05
"2013-02-14T02:30:00",6.874400866325187e-05,3.067857365550297e-05,8.105044843856871e-05,3.0046178019631798e-05,0.00011269958266603592,0.00011269958266603592,2.106561658208515e-05,2.507811518504172e-05
"2013-02-14T03:00:00",7.731913654770524e-05,3.303831142088727e-05,8.630635246246515e-05,3.111145037053509e-05,0.0001073216041284691,0.0001073216041284691,2.3965235965267845e-05,2.853004283535197e-05
"2013-02-14T03:30:00",7.631190816278347e-05,3.3015463100282224e-05,8.697670974028435e-05,3.158155089530714e-05,0.00010116560775373378,0.00010116560775373378,2.3965235965267845e-05,2.853004283535197e-05
"2013-02-14T04:00:00",8.270410176182072e-05,3.3691069127600684e-05,8.788761430528162e-05,3.158550231898081e-05,9.743763184356472e-05,9.743763184356472e-05,4.524731887954993e-05,5.386585780211052e-05
"2013-02-14T04:30:00",8.892991594635102e-05,3.630011025527708e-05,8.816132557663756e-05,3.185463273634339e-05,9.743763184356472e-05,9.743763184356472e-05,4.868323212770874e-05,5.7956227219679025e-05
"2013-02-14T05:00:00",0.0001042727205902226,4.0863609455989315e-05,8.934670372304463e-05,3.250545319640618e-05,9.773389770137651e-05,9.773389770137651e-05,7.228543541400278e-05,8.605409025242737e-05
"2013-02-14T05:30:00",0.00010615352832218353,4.221053788761718e-05,9.352403693211659e-05,3.306700994663041e-05,9.773389770137651e-05,9.773389770137651e-05,9.916524322938126e-05,0.00011805386385233023
"2013-02-14T06:00:00",0.00012020209834269132,4.702193472290752e-05,9.714090440351846e-05,3.42363516072256e-05,9.926612692228848e-05,9.926612692228848e-05,0.00013024881333358884,0.0001550581059296051
"2013-02-14T06:30:00",0.00012475004012400167,4.8707482679192676e-05,0.0001014684336742109,3.481557786525781e-05,0.00010015002193290046,0.00010015002193290046,0.000147789329888049,0.00017593968622796753
"2013-02-14T07:00:00",0.0001259856677909313,4.9246418403093966e-05,0.00010559751055877264,3.6148672817192754e-05,9.871379482308294e-05,9.871379482308294e-05,0.00015356534617245264,0.00018281589266270928
"2013-02-14T07:30:00",0.00012553095334064078,4.9246418403093966e-05,0.0001060267750431367,3.694178299469358e-05,8.954218379933228e-05,8.954218379933228e-05,0.00015356534617245264,0.00018281589266270928
"2013-02-14T08:00:00",0.00012345386126031704,4.9034573138494155e-05,0.00010641695889831773,3.742690941993088e-05,7.870868790248203e-05,7.870868790248203e-05,0.00013917251273542095,0.0001656815650571574
"2013-02-14T08:30:00",0.00012275723575715574,4.9034573138494155e-05,0.00010533371631178706,3.747246269090149e-05,7.799810303356388e-05,7.799810303356388e-05,0.00013452531678636437,0.00016014919089273904
"2013-02-14T09:00:00",0.00011645534442798457,4.662546705503484e-05,0.0001036287504301392,3.753708420372386e-05,7.341322767982767e-05,7.341322767982767e-05,0.00010189564201953061,0.00012130433958552917
"2013-02-14T09:30:00",0.00011292863235937416,4.4436514716395366e-05,0.0001016752784646042,3.697460428903074e-05,7.253344494730438e-05,7.253344494730438e-05,9.575738858614057e-05,0.00011399689160437125
"2013-02-14T10:00:00",0.00010693151818467114,4.303438174889483e-05,9.743582747664824e-05,3.6417002459315284e-05,7.208662635069093e-05,7.208662635069093e-05,8.291564629860112e-05,9.870909968239413e-05
"2013-02-14T10:30:00",0.00010557187875742048,4.205811783886711e-05,9.629604806006821e-05,3.485980583572195e-05,7.172654325213194e-05,7.172654325213194e-05,8.09174707930271e-05,9.633032333065374e-05
"2013-02-14T11:00:00",0.00010394301100142415,4.127862783411755e-05,9.48853268655389e-05,3.4691153478393884e-05,7.043753989409187e-05,7.043753989409187e-05,7.833149129289744e-05,9.325177413631242e-05
"2013-02-14T11:30:00",0.00010301489501401825,4.1212719485974906e-05,9.334316663291616e-05,3.419500852572675e-05,7.022051231985986e-05,7.022051231985986e-05,7.794850392437165e-05,9.279584101250712e-05
"2013-02-14T12:00:00",0.00010261987153904577,4.0824273557843276e-05,9.121955965196669e-05,3.383135865535613e-05,6.971978651319938e-05,6.971978651319938e-05,7.794850392437165e-05,9.279584101250712e-05
"2013-02-14T12:30:00",0.00010096626017781509,4.0321064998255085e-05,9.025436322506033e-05,3.3375518224160346e-05,6.849676843367435e-05,6.849676843367435e-05,7.794850392437165e-05,9.279584101250712e-05
"2013-02-14T13:00:00",9.929327635007813e-05,3.893971721864504e-05,8.97413145714742e-05,3.3267025418055e-05,6.849676843367435e-05,6.849676843367435e-05,7.872826318542465e-05,9.372412080506804e-05
"2013-02-14T13:30:00",9.866402087213524e-05,3.789350961275839e-05,8.97413145714742e-05,3.3246397587744445e-05,6.849676843367435e-05,6.849676843367435e-05,7.872826318542465e-05,9.372412080506804e-05
"2013-02-14T14:00:00",0.00010094113192071869,3.950207124727422e-05,8.97413145714742e-05,3.311816165061123e-05,6.849676843367435e-05,6.849676843367435e-05,8.68247023180772e-05,0.00010336274348227824
"2013-02-14T14:30:00",0.00010059848404201533,3.950207124727422e-05,8.996901448646019e-05,3.311816165061123e-05,6.849676843367435e-05,6.849676843367435e-05,8.68247023180772e-05,0.00010336274348227824
"2013-02-14T15:00:00",0.00010545991709088657,4.033953178446801e-05,9.211096586439374e-05,3.3580327856519975e-05,7.476709732914776e-05,7.476709732914776e-05,0.00012160690289221545,0.00014477011495738396
"2013-02-14T15:30:00",0.00010566531419154459,4.121565333063172e-05,9.351821120482427e-05,3.379008900739457e-05,7.476709732914776e-05,7.476709732914776e-05,0.0001272260091915885,0.00015145953715085646
"2013-02-14T16:00:00",0.00011414952436315265,4.3605719146920155e-05,9.713323934095857e-05,3.464841166285125e-05,9.167432305794876e-05,9.167432305794876e-05,0.00015607499675581354,0.00018580356165013307
"2013-02-14T16:30:00",0.00011470499662028647,4.504834546498795e-05,9.901088593398057e-05,3.5676886817897954e-05,9.345614238163179e-05,9.345614238163179e-05,0.00017772481209545654,0.00021157715032663822
"2013-02-14T17:00:00",0.00011862710982206117,4.6728361428129975e-05,0.00010177398712607335,3.654540624453375e-05,9.534616077727096e-05,9.534616077727096e-05,0.0001835578827415057,0.00021852129126001676
"2013-02-14T17:30:00",0.00011761951776628801,4.636136158972452e-05,0.00010346509854701762,3.6832874065210214e-05,9.912944962520109e-05,9.912944962520109e-05,0.0001835578827415057,0.00021852129126001676
"2013-02-14T18:00:00",0.00011480573344611907,4.580943162655656e-05,0.00010365025596606223,3.681691101293564e-05,9.912944962520109e-05,9.912944962520109e-05,0.0001788848801493415,0.000212958192174624
"2013-02-14T18:30:00",0.00011377491541154905,4.501156925014201e-05,0.0001037809257004316,3.681691101293564e-05,9.912944962520109e-05,9.912944962520109e-05,0.0001788848801493415,0.000212958192174624
"2013-02-14T19:00:00",0.00011015795002876412,4.405708712601097e-05,0.0001026311872974599,3.6663536328200694e-05,9.711986044982988e-05,9.711986044982988e-05,0.00016981513892599893,0.0002021608824891968
"2013-02-14T19:30:00",0.00011015795002876412,4.405708712601097e-05,0.00010258941410524259,3.6711537383747915e-05,9.593843372709648e-05,9.593843372709648e-05,0.00016981513892599893,0.0002021608824891968
"2013-02-14T20:00:00",0.00010873799019587569,4.400112377691956e-05,9.991022996210604e-05,3.656200572079824e-05,8.87338204270841e-05,8.87338204270841e-05,0.00014335728720960578,0.00017066343224940604
"2013-02-14T20:30:00",0.00010873799019587569,4.400112377691956e-05,9.917710449407247e-05,3.6370176340364835e-05,8.87338204270841e-05,8.87338204270841e-05,0.00014335728720960578,0.00017066343224940604
"2013-02-14T21:00:00",0.00010463196444835533,4.1784693307990145e-05,9.397828980017268e-05,3.465227216881207e-05,8.340422410009143e-05,8.340422410009143e-05,0.00010329439704431543,0.00012296951866172924
"2013-02-14T21:30:00",0.00010303135112004326,4.1626877642666215e-05,9.266850125424212e-05,3.417874474563277e-05,7.820329032411533e-05,7.820329032411533e-05,0.00010290084923375913,0.0001225010081543477
"2013-02-14T22:00:00",8.797126559476953e-05,3.581450826046489e-05,8.62792799650479e-05,3.2512338464736655e-05,7.333496851007849e-05,7.333496851007849e-05,8.439100299329322e-05,0.000100465479635348
"2013-02-14T22:30:00",7.166573328957885e-05,3.312088218832637e-05,8.117881026176587e-05,3.1528101770659425e-05,6.502308237266341e-05,6.502308237266341e-05,6.207238996428986e-05,7.389570338548432e-05
"2013-02-14T23:00:00",6.053790878156742e-05,2.8182424352499594e-05,7.755526383530497e-05,3.078213592410401e-05,5.987416052210505e-05,5.987416052210505e-05,5.339856390887266e-05,6.356971897600106e-05
"2013-02-14T23:30:00",5.549745525926863e-05,2.648933197446583e-05,7.626916285040574e-05,2.9605412444592797e-05,5.772252990458857e-05,5.772252990458857e-05,4.7113114698386044e-05,5.608704274433848e-05
"2013-02-15T00:00:00",5.301617449915057e-05,2.338863408198527e-05,6.957836750770358e-05,2.64129016494789e-05,5.953616343409724e-05,5.953616343409724e-05,2.213756089437724e-05,2.6354238613279782e-05
"2013-02-15T00:30:00",5.301617449915057e-05,2.3446039875559318e-05,6.957836750770358e-05,2.632339490960024e-05,0.00010893066581040558,0.00010893066581040558,2.0058699415488118e-05,2.3879403830599877e-05
"2013-02-15T01:00:00",5.6355788405230646e-05,2.4802068820559495e-05,7.008372312404898e-05,2.618616686098311e-05,0.00010976121310458802,0.00010976121310458802,1.9679247347257957e-05,2.342767504464728e-05
"2013-02-15T01:30:00",5.6355788405230646e-05,2.4813402063149173e-05,6.977435812191723e-05,2.618616686098311e-05,0.00010976121310458802,0.00010976121310458802,1.9679247347257957e-05,2.342767504464728e-05
"2013-02-15T02:00:00",6.0110637493215726e-05,2.6307255267152638e-05,7.340780059173781e-05,2.7370857879291172e-05,0.00010887687749275224,0.00010887687749275224,1.9679247347257957e-05,2.342767504464728e-05
"2013-02-15T02:30:00",5.9702375000518924e-05,2.6307255267152638e-05,7.33136587969216e-05,2.751147960638201e-05,0.00010508977709455283,0.00010508977709455283,1.9679247347257957e-05,2.342767504464728e-05
"2013-02-15T03:00:00",6.804815246381465e-05,2.8602726448478183e-05,7.863435917539587e-05,2.8122088211103843e-05,0.00010091605961298403,0.00010091605961298403,2.1892431004788266e-05,2.606241718565677e-05
"2013-02-15T03:30:00",6.715066175829719e-05,2.8406830248812502e-05,7.930471645321507e-05,2.8471186002166552e-05,9.300044182384038e-05,9.300044182384038e-05,2.1892431004788266e-05,2.606241718565677e-05
"2013-02-15T04:00:00",7.434101496473328e-05,2.937034819486633e-05,8.047488336689609e-05,2.8605889335834665e-05,8.927247990101175e-05,8.927247990101175e-05,4.224698889679794e-05,5.029403526303488e-05
"2013-02-15T04:30:00",8.000401353839996e-05,3.165394237574268e-05,8.074859463825204e-05,2.8590188546193302e-05,8.927247990101175e-05,8.927247990101175e-05,4.568289864812164e-05,5.438440468060339e-05
"2013-02-15T05:00:00",9.468540580866227e-05,3.661292663366184e-05,8.182196915610388e-05,2.96216097848197e-05,8.956873876515333e-05,8.956873876515333e-05,6.971934591197558e-05,8.299922311932408e-05
"2013-02-15T05:30:00",9.656619955328275e-05,3.707489002313424e-05,8.609132507791574e-05,3.045983962573757e-05,8.956873876515333e-05,8.956873876515333e-05,9.697365777390439e-05,0.00011544483468152153
"2013-02-15T06:00:00",0.00011464276694267895,4.29758132576469e-05,8.940538061618095e-05,3.1616557711587704e-05,9.11009679860653e-05,9.11009679860653e-05,0.00012805723487178215,0.00015244908863545705
"2013-02-15T06:30:00",0.00011934184893108933,4.521183299685938e-05,9.439204931766151e-05,3.232837346646437e-05,9.198486999034751e-05,9.198486999034751e-05,0.0001361925098551601,0.00016213394715238627
"2013-02-15T07:00:00",0.00011913715819112342,4.554678434148687e-05,9.88328900332401e-05,3.479034470310812e-05,9.129546894852232e-05,9.129546894852232e-05,0.00014196852613956374,0.00016901015358712802
"2013-02-15T07:30:00",0.00011868244374083288,4.554678434148687e-05,9.890674319075136e-05,3.5387226481607874e-05,8.492129104396888e-05,8.492129104396888e-05,0.00014196852613956374,0.00016901015358712802
"2013-02-15T08:00:00",0.00011613773388866477,4.517242016834094e-05,9.958852113203798e-05,3.5685926136655845e-05,7.27734607155458e-05,7.27734607155458e-05,0.00012591745153161645,0.00014990172308648788
"2013-02-15T08:30:00",0.0001143496692174763,4.388637163596833e-05,9.851311145615244e-05,3.5731475910791347e-05,7.206286885295744e-05,7.206286885295744e-05,0.00012213035113341705,0.0001453932833391095
"2013-02-15T09:00:00",0.00010613120452684489,4.155517154191213e-05,9.68811245232385e-05,3.45817200236441e-05,6.770445553457847e-05,6.770445553457847e-05,9.042815592999927e-05,0.0001076525695379771
"2013-02-15T09:30:00",0.00010260449245823448,4.0221723409631135e-05,9.506927437963565e-05,3.449409283263676e-05,6.682468678939563e-05,6.682468678939563e-05,8.88508525045267e-05,0.00010577482199034335
"2013-02-15T10:00:00",9.541798577041877e-05,3.721314788969109e-05,9.011435694094876e-05,3.361570184048703e-05,6.637785420544175e-05,6.637785420544175e-05,7.745226106032145e-05,9.22050721609006e-05
"2013-02-15T10:30:00",9.413069586158231e-05,3.704786997824363e-05,8.879833703485319e-05,3.26237965870148e-05,6.601777810055297e-05,6.601777810055297e-05,7.545409954208788e-05,8.982630768582082e-05
"2013-02-15T11:00:00",9.24388990609566e-05,3.567872965000062e-05,8.77286551748769e-05,3.244267801252159e-05,6.472876774884267e-05,6.472876774884267e-05,7.423844579730332e-05,8.837910096162779e-05
"2013-02-15T11:30:00",9.13412005580835e-05,3.540297622694077e-05,8.618650193592436e-05,3.1650221743186235e-05,6.451174017461067e-05,6.451174017461067e-05,7.385545842877751e-05,8.79231678378225e-05
"2013-02-15T12:00:00",9.012567969303311e-05,3.4898473838362085e-05,8.474863830727562e-05,3.132830310301161e-05,6.40110213616204e-05,6.40110213616204e-05,7.385545842877751e-05,8.79231678378225e-05
"2013-02-15T12:30:00",8.834187416700793e-05,3.4620580352215257e-05,8.378343488669905e-05,3.07009708843789e-05,6.317627786530664e-05,6.317627786530664e-05,7.385545842877751e-05,8.79231678378225e-05
"2013-02-15T13:00:00",8.704342236050216e-05,3.34521443719134e-05,8.292077265887155e-05,3.091216573764836e-05,6.317627786530664e-05,6.317627786530664e-05,7.390105016493434e-05,8.79774441767683e-05
"2013-02-15T13:30:00",8.641415988888904e-05,3.241297239826694e-05,8.292077265887155e-05,3.0938920023070654e-05,6.317627786530664e-05,6.317627786530664e-05,7.390105016493434e-05,8.79774441767683e-05
"2013-02-15T14:00:00",9.028184135535028e-05,3.410491256913215e-05,8.292077265887155e-05,3.081068758277255e-05,6.317627786530664e-05,6.317627786530664e-05,8.124077417990507e-05,9.671521027074488e-05
"2013-02-15T14:30:00",8.99391864829767e-05,3.376118067154487e-05,8.314846558018733e-05,3.081068758277255e-05,6.317627786530664e-05,6.317627786530664e-05,8.124077417990507e-05,9.671521027074488e-05
"2013-02-15T15:00:00",9.705871479110629e-05,3.633987276730646e-05,8.514108111793734e-05,3.122428274901124e-05,6.91046232807475e-05,6.91046232807475e-05,0.00011606246800976929,0.00013816960144516925
"2013-02-15T15:30:00",9.726411189176431e-05,3.639582212905743e-05,8.589678215343741e-05,3.1236787431362584e-05,6.91046232807475e-05,6.91046232807475e-05,0.00012168159529015299,0.00014485904739196294
"2013-02-15T16:00:00",0.00010542808190405027,3.90883536918067e-05,8.963301758813498e-05,3.242902986508947e-05,8.418047953236478e-05,8.418047953236478e-05,0.0001545759734811008,0.00018401901025823404
"2013-02-15T16:30:00",0.00010580138303932294,4.071475617905087e-05,9.161709385454775e-05,3.343961870855141e-05,8.497403730475961e-05,8.497403730475961e-05,0.0001726352665050564,0.0002055181769078396
"2013-02-15T17:00:00",0.00010962985799053718,4.2437402059012027e-05,9.396986942122916e-05,3.379308579508336e-05,8.461887775003469e-05,8.461887775003469e-05,0.000178468351138446,0.00021246231784121812
"2013-02-15T17:30:00",0.00010953974454976704,4.2554574009858985e-05,9.566098084217343e-05,3.401520126439958e-05,8.489656142607496e-05,8.489656142607496e-05,0.000178468351138446,0.00021246231784121812
"2013-02-15T18:00:00",0.00010651810135702303,4.183270485404269e-05,9.571569232429566e-05,3.39992347152899e-05,8.489656142607496e-05,8.489656142607496e-05,0.00017379532057160092,0.00020689919500250421
"2013-02-15T18:30:00",0.00010521847461392049,4.0875610594084894e-05,9.584635506499482e-05,3.39992347152899e-05,8.489656142607496e-05,8.489656142607496e-05,0.00017379532057160092,0.00020689919500250421
"2013-02-15T19:00:00",0.00010247634743881411,4.030345143980886e-05,9.49526619224062e-05,3.3800778832324115e-05,8.54562298853401e-05,8.54562298853401e-05,0.00016198678815384634,0.00019284142131231275
"2013-02-15T19:30:00",0.00010247634743881411,4.030345143980886e-05,9.491088873018889e-05,3.37280236810372e-05,8.505735289807702e-05,8.505735289807702e-05,0.00016198678815384634,0.00019284142131231275
"2013-02-15T20:00:00",0.00010098865390985591,4.003815705056132e-05,9.223170458705234e-05,3.356471099092124e-05,8.224531000179257e-05,8.224531000179257e-05,0.00013422233700514246,0.0001597884967102918
"2013-02-15T20:30:00",0.00010098865390985591,4.003815705056132e-05,9.169375147381679e-05,3.33303985607433e-05,8.224531000179257e-05,8.224531000179257e-05,0.00013422233700514246,0.0001597884967102918
"2013-02-15T21:00:00",9.537854846405455e-05,3.813794887741325e-05,8.759840506072065e-05,3.1732240010678047e-05,7.803651227040591e-05,7.803651227040591e-05,9.629645369294091e-05,0.00011463863508327653
"2013-02-15T21:30:00",9.414464823366896e-05,3.794835047777967e-05,8.612681795427652e-05,3.0429574517865407e-05,7.283557849442981e-05,7.283557849442981e-05,9.590290588238461e-05,0.00011417012457589497
"2013-02-15T22:00:00",8.015318153049825e-05,3.38291626429074e-05,7.973761065242274e-05,2.9705324017339585e-05,6.873039898100594e-05,6.873039898100594e-05,7.739307362925915e-05,9.213460793355587e-05
"2013-02-15T22:30:00",6.384405447881508e-05,2.9226637013956308e-05,7.568468084920404e-05,2.8673416718632974e-05,6.06465274737367e-05,6.06465274737367e-05,5.585228960832837e-05,6.649081928075719e-05
"2013-02-15T23:00:00",5.620140663198418e-05,2.6154539735835822e-05,7.225757962552101e-05,2.7741922788511356e-05,5.549757764849746e-05,5.549757764849746e-05,4.717846005607606e-05,5.616483487127392e-05
"2013-02-15T23:30:00",5.14844977781859e-05,2.393419456000139e-05,7.074435220659372e-05,2.7213266011414246e-05,5.334592954680544e-05,5.334592954680544e-05,4.0893014342424556e-05,4.868215863961134e-05
"2013-02-16T00:00:00",5.9053530252292966e-05,2.6861557832942344e-05,6.879977618957713e-05,2.6601513941611628e-05,6.131117092298709e-05,6.131117092298709e-05,2.3267068357823304e-05,2.7698890373184633e-05
"2013-02-16T00:30:00",5.9053530252292966e-05,2.6918961878098837e-05,6.879977618957713e-05,2.643777638602987e-05,0.00011240388329551185,0.00011240388329551185,2.118820687893418e-05,2.522405559050473e-05
"2013-02-16T01:00:00",6.306551911005039e-05,2.7875905774146927e-05,6.91317517275265e-05,2.6349720832721622e-05,0.00011323442359602407,0.00011323442359602407,2.080875481070402e-05,2.4772326804552132e-05
"2013-02-16T01:30:00",6.306551911005039e-05,2.8034812452024998e-05,6.882238672539475e-05,2.6349720832721622e-05,0.00011323442359602407,0.00011323442359602407,2.080875481070402e-05,2.4772326804552132e-05
"2013-02-16T02:00:00",6.654757659431331e-05,3.034575188345713e-05,7.245582919521535e-05,2.7383156248371055e-05,0.00011235008798418829,0.00011235008798418829,2.080875481070402e-05,2.4772326804552132e-05
"2013-02-16T02:30:00",6.61393141016165e-05,3.0211389491212184e-05,7.236168740039913e-05,2.752377797546189e-05,0.0001085629945796591,0.0001085629945796591,2.080875481070402e-05,2.4772326804552132e-05
"2013-02-16T03:00:00",7.510027577837477e-05,3.251510446130822e-05,7.768240176621384e-05,2.8491534085668356e-05,0.00010318500904842207,0.00010318500904842207,2.2225193330637247e-05,2.645856319999748e-05
"2013-02-16T03:30:00",7.403257312707042e-05,3.2348130584832684e-05,7.835275904403303e-05,2.8840633625148618e-05,9.526940524661885e-05,9.526940524661885e-05,2.2225193330637247e-05,2.645856319999748e-05
"2013-02-16T04:00:00",8.038029397718587e-05,3.295854161837083e-05,7.952291896404383e-05,2.9036695924481997e-05,9.102704489185184e-05,9.102704489185184e-05,4.2566543676438585e-05,5.067445657874009e-05
"2013-02-16T04:30:00",8.575663599592147e-05,3.4182720647152195e-05,7.979663023539979e-05,2.9020995134840634e-05,9.102704489185184e-05,9.102704489185184e-05,4.600245342776229e-05,5.4764825996308596e-05
"2013-02-16T05:00:00",9.732008223452593e-05,3.836920857054065e-05,8.098200838180685e-05,2.9345310855482774e-05,9.030992094127904e-05,9.030992094127904e-05,6.863145952841958e-05,8.17041207874459e-05
"2013-02-16T05:30:00",9.920088996648684e-05,3.959227210892211e-05,8.559294215077858e-05,3.086344083723349e-05,9.030992094127904e-05,9.030992094127904e-05,9.588576439667815e-05,0.00011414972047298274
"2013-02-16T06:00:00",0.00011386134318811386,4.390665677643817e-05,8.864286075221748e-05,3.1708188778795346e-05,8.975299400073971e-05,8.975299400073971e-05,0.00012696934149455594,0.00015115397442691823
"2013-02-16T06:30:00",0.00012021576397429898,4.762681726013765e-05,9.387641999976462e-05,3.2784493644468906e-05,8.95629829745632e-05,8.95629829745632e-05,0.00013672463024743311,0.00016276741259885278
