"index","Normalised_ASHP_heat","Normalised_ASHP_elec","Normalised_GSHP_heat","Normalised_GSHP_elec","Normalised_Resistance_heater_heat","Normalised_Resistance_heater_elec","Normalised_Gas_boiler_heat","Normalised_Gas_boiler_gas"
"2013-01-01T15:00:00",9.908741766718568e-05,3.583859446069868e-05,7.515371441251716e-05,2.5691939922373503e-05,6.800536518941561e-05,6.800536518941561e-05,0.00010652265423633552,0.00012681268726555208
"2013-01-01T15:30:00",9.920407908010666e-05,3.652252994924782e-05,7.648693874735115e-05,2.6243479988426757e-05,6.800536518941561e-05,6.800536518941561e-05,0.00011499618507351937,0.00013690022396015247
"2013-01-01T16:00:00",0.00010697008827592822,3.933724093072076e-05,7.979372086858874e-05,2.6573507789220158e-05,7.98140164995639e-05,7.98140164995639e-05,0.00014704286749090805,0.00017505102697517097
"2013-01-01T16:30:00",0.00010752556053306204,4.019721758918421e-05,8.366522787265969e-05,2.8982638350525236e-05,8.211720694439352e-05,8.211720694439352e-05,0.00016001774827840415,0.00019049731293286615
"2013-01-01T17:00:00",0.00010764410324327188,4.0270878420764464e-05,8.615196719238358e-05,2.9544546532677964e-05,8.907712571078804e-05,8.907712571078804e-05,0.00016614034288417413,0.0001977861264335414
"2013-01-01T17:30:00",0.00010711279411674427,4.044739166341855e-05,8.797787461312636e-05,3.076501891624332e-05,9.675323127594601e-05,9.675323127594601e-05,0.00016614034288417413,0.0001977861264335414
"2013-01-01T18:00:00",0.00010412379038291175,3.9051458584567045e-05,8.84654593134456e-05,3.119903559952112e-05,9.675323127594601e-05,9.675323127594601e-05,0.0001614673263046695,0.0001922230154714881
"2013-01-01T18:30:00",0.00010237067308180698,3.8985553733259515e-05,8.911084219491321e-05,3.122896151438767e-05,9.675323127594601e-05,9.675323127594601e-05,0.0001614673263046695,0.0001922230154714881
"2013-01-01T19:00:00",0.00010045812807439281,3.810137547900367e-05,8.855482443150232e-05,3.134272405100292e-05,8.694974214792039e-05,8.694974214792039e-05,0.0001459560371515551,0.00017375718356931646
"2013-01-01T19:30:00",0.00010045812807439281,3.810137547900367e-05,8.855482443150232e-05,3.1390728603385256e-05,8.45192948797882e-05,8.45192948797882e-05,0.0001459560371515551,0.00017375718356931646
"2013-01-01T20:00:00",9.815081835780428e-05,3.720293013750132e-05,8.63194516067851e-05,3.1329044432054815e-05,7.809005580960159e-05,7.809005580960159e-05,0.00012057865153461575,0.00014354601130257754
"2013-01-01T20:30:00",9.815081835780428e-05,3.720293013750132e-05,8.541896061674373e-05,3.132243541369798e-05,7.809005580960159e-05,7.809005580960159e-05,0.00012057865153461575,0.00014354601130257754
